geoid,county,state,centralScore
37151,Randolph,North Carolina,0.4466490911613709
51085,Hanover,Virginia,0.4465871254162042
23009,Hancock,Maine,0.4465251768622555
42107,Schuylkill,Pennsylvania,0.4465251768622555
37171,Surry,North Carolina,0.4464013312994037
48347,Nacogdoches,Texas,0.4463394342762063
36111,Ulster,New York,0.4462156917105628
48037,Bowie,Texas,0.4462156917105628
48217,Hill,Texas,0.4461538461538462
05031,Craighead,Arkansas,0.4461538461538462
29101,Johnson,Missouri,0.4460920177383592
18095,Madison,Indiana,0.4460920177383592
26009,Antrim,Michigan,0.4460302064569766
04025,Yavapai,Arizona,0.4459684123025769
44009,Washington,Rhode Island,0.44590663526804264
48221,Hood,Texas,0.44590663526804264
42063,Indiana,Pennsylvania,0.4458448753462604
55125,Vilas,Wisconsin,0.4458448753462604
04015,Mohave,Arizona,0.4458448753462604
27099,Mower,Minnesota,0.4457214068125173
40117,Pawnee,Oklahoma,0.44559800664451826
22063,Livingston Parish,Louisiana,0.44559800664451826
18137,Ripley,Indiana,0.44553633217993077
53005,Benton,Washington,0.4454746747854968
13015,Bartow,Georgia,0.44541303445413033
40107,Okfuskee,Oklahoma,0.44541303445413033
25011,Franklin,Massachusetts,0.4453514111787493
41017,Deschutes,Oregon,0.4453514111787493
37109,Lincoln,North Carolina,0.44528980495227555
13129,Gordon,Georgia,0.44528980495227555
20015,Butler,Kansas,0.44510508849557523
29145,Newton,Missouri,0.44510508849557523
55021,Columbia,Wisconsin,0.4450435503940274
48363,Palo Pinto,Texas,0.4450435503940274
26047,Emmet,Michigan,0.44485903814262023
29029,Camden,Missouri,0.44479756805306064
17199,Williamson,Illinois,0.44479756805306064
48231,Hunt,Texas,0.44479756805306064
28081,Lee,Mississippi,0.44473611494888093
55017,Chippewa,Wisconsin,0.44473611494888093
01095,Marshall,Alabama,0.44473611494888093
09007,Middlesex,Connecticut,0.44467467882304185
47179,Washington,Tennessee,0.44467467882304185
47089,Jefferson,Tennessee,0.4445518574782489
18109,Morgan,Indiana,0.44449047224523613
27085,McLeod,Minnesota,0.44449047224523613
27169,Winona,Minnesota,0.44449047224523613
21047,Christian,Kentucky,0.4443677526228603
17183,Vermilion,Illinois,0.4443064182194617
19193,Woodbury,Iowa,0.4443064182194617
39055,Geauga,Ohio,0.4443064182194617
45085,Sumter,South Carolina,0.4443064182194617
47011,Bradley,Tennessee,0.4441838001931834
13247,Rockdale,Georgia,0.4441838001931834
26045,Eaton,Michigan,0.44412251655629137
37057,Davidson,North Carolina,0.4440612498275624
37101,Johnston,North Carolina,0.444
42103,Pike,Pennsylvania,0.4439387670666115
48071,Chambers,Texas,0.4439387670666115
26141,Presque Isle,Michigan,0.4439387670666115
12063,Jackson,Florida,0.4439387670666115
16027,Canyon,Idaho,0.44387755102040816
36109,Tompkins,New York,0.4438163518544051
16019,Bonneville,Idaho,0.4437551695616212
48073,Cherokee,Texas,0.44344951095192175
29043,Christian,Missouri,0.44344951095192175
08097,Pitkin,Colorado,0.4433273653766699
13297,Walton,Georgia,0.4433273653766699
45041,Florence,South Carolina,0.44326631781878273
37155,Robeson,North Carolina,0.44326631781878273
56037,Sweetwater,Wyoming,0.4431442731277533
42051,Fayette,Pennsylvania,0.4431442731277533
20169,Saline,Kansas,0.4429613320489886
47155,Sevier,Tennessee,0.44283945522080065
40023,Choctaw,Oklahoma,0.44277854195323246
37085,Harnett,North Carolina,0.44277854195323246
26149,St. Joseph,Michigan,0.44277854195323246
26159,Van Buren,Michigan,0.44265676567656764
01071,Jackson,Alabama,0.44265676567656764
42031,Clarion,Pennsylvania,0.4425959026536505
08045,Garfield,Colorado,0.44247422680412374
37147,Pitt,North Carolina,0.4424134139637163
51680,Lynchburg city,Virginia,0.44223107569721115
38035,Grand Forks,North Dakota,0.44223107569721115
55005,Barron,Wisconsin,0.44223107569721115
51199,York,Virginia,0.44210960032962504
28087,Lowndes,Mississippi,0.44204888766822303
34019,Hunterdon,New Jersey,0.44192751235584843
28075,Lauderdale,Mississippi,0.4418062036782871
29209,Stone,Missouri,0.4418062036782871
36075,Oswego,New York,0.44168496158068055
39139,Richland,Ohio,0.4416243654822335
39063,Hancock,Ohio,0.44156378600823043
40081,Lincoln,Oklahoma,0.44156378600823043
37125,Moore,North Carolina,0.4412611377655929
05085,Lonoke,Arkansas,0.4412611377655929
27057,Hubbard,Minnesota,0.4412611377655929
42127,Wayne,Pennsylvania,0.4412611377655929
55089,Ozaukee,Wisconsin,0.4412611377655929
26133,Osceola,Michigan,0.44120065789473684
27013,Blue Earth,Minnesota,0.44120065789473684
17001,Adams,Illinois,0.44120065789473684
26017,Bay,Michigan,0.44107974787613047
17063,Grundy,Illinois,0.44107974787613047
45043,Georgetown,South Carolina,0.44101931771475544
33005,Cheshire,New Hampshire,0.44101931771475544
48469,Victoria,Texas,0.44089850705382827
55023,Crawford,Wisconsin,0.44089850705382827
55019,Clark,Wisconsin,0.4406570841889117
17073,Henry,Illinois,0.4406570841889117
48427,Starr,Texas,0.4406570841889117
18019,Clark,Indiana,0.44059676977826445
28067,Jones,Mississippi,0.44059676977826445
02122,Kenai Peninsula Borough,Alaska,0.44053647187628303
01039,Covington,Alabama,0.44053647187628303
13127,Glynn,Georgia,0.44047619047619047
51165,Rockingham,Virginia,0.44029544521953223
33017,Strafford,New Hampshire,0.44029544521953223
39023,Clark,Ohio,0.44017503076712705
44003,Kent,Rhode Island,0.4398742825908718
08037,Eagle,Colorado,0.4398742825908718
13313,Whitfield,Georgia,0.4398141822653368
42085,Mercer,Pennsylvania,0.43969403087009973
39027,Clinton,Ohio,0.4395739451044654
19167,Sioux,Iowa,0.4395739451044654
42097,Northumberland,Pennsylvania,0.4395739451044654
17011,Bureau,Illinois,0.4395739451044654
55007,Bayfield,Wisconsin,0.4394539249146758
37031,Carteret,North Carolina,0.4393939393939394
42073,Lawrence,Pennsylvania,0.4393939393939394
01049,DeKalb,Alabama,0.4393339702470315
40083,Logan,Oklahoma,0.4392740174672489
36089,St. Lawrence,New York,0.4392740174672489
42075,Lebanon,Pennsylvania,0.4392740174672489
54033,Harrison,West Virginia,0.43921408104789195
01043,Cullman,Alabama,0.43921408104789195
55115,Shawano,Wisconsin,0.43921408104789195
55055,Jefferson,Wisconsin,0.43921408104789195
26107,Mecosta,Michigan,0.4390942572636748
36063,Niagara,New York,0.4390942572636748
56039,Teton,Wyoming,0.4389744988408564
36015,Chemung,New York,0.4389744988408564
01121,Talladega,Alabama,0.43891464412326153
48277,Lamar,Texas,0.43885480572597135
39147,Seneca,Ohio,0.4385558583106267
05063,Independence,Arkansas,0.43843639335330975
55053,Jackson,Wisconsin,0.4383169934640523
55075,Marinette,Wisconsin,0.4383169934640523
21151,Madison,Kentucky,0.4382573179033356
01103,Morgan,Alabama,0.4382573179033356
01051,Elmore,Alabama,0.43819765858970866
48497,Wise,Texas,0.43819765858970866
22045,Iberia Parish,Louisiana,0.43819765858970866
20045,Douglas,Kansas,0.43813801551653736
13013,Barrow,Georgia,0.43807838867719107
42105,Potter,Pennsylvania,0.43801877806504286
48005,Angelina,Texas,0.43795918367346937
40113,Osage,Oklahoma,0.43795918367346937
37161,Rutherford,North Carolina,0.43784004352557127
39083,Knox,Ohio,0.43778049775601796
39119,Muskingum,Ohio,0.437720968180582
51161,Roanoke,Virginia,0.43766145479265806
29213,Taney,Missouri,0.43766145479265806
29207,Stoddard,Missouri,0.43760195758564435
12119,Sumter,Florida,0.43760195758564435
17137,Morgan,Illinois,0.43754247655294276
27119,Polk,Minnesota,0.43754247655294276
22085,Sabine Parish,Louisiana,0.43754247655294276
13133,Greene,Georgia,0.43754247655294276
56029,Park,Wyoming,0.43748301168795867
51177,Spotsylvania,Virginia,0.43748301168795867
29159,Pettis,Missouri,0.4374235629841011
42039,Crawford,Pennsylvania,0.4373641304347826
13045,Carroll,Georgia,0.4373641304347826
47141,Putnam,Tennessee,0.43730471403341936
36011,Cayuga,New York,0.43730471403341936
55135,Waupaca,Wisconsin,0.4372453137734311
27067,Kandiyohi,Minnesota,0.4372453137734311
21107,Hopkins,Kentucky,0.4372453137734311
18065,Henry,Indiana,0.4372453137734311
48361,Orange,Texas,0.4371859296482412
54011,Cabell,West Virginia,0.4371859296482412
17085,Jo Daviess,Illinois,0.4371265616512765
17021,Christian,Illinois,0.4371265616512765
26059,Hillsdale,Michigan,0.4371265616512765
36083,Rensselaer,New York,0.43700787401574803
23001,Androscoggin,Maine,0.43694855436405594
18035,Delaware,Indiana,0.4368892508143323
37191,Wayne,North Carolina,0.4368892508143323
26041,Delta,Michigan,0.4368299633600217
26073,Isabella,Michigan,0.4368299633600217
40147,Washington,Oklahoma,0.4367706919945726
17055,Franklin,Illinois,0.43659297436592975
29025,Caldwell,Missouri,0.43647457627118647
48467,Van Zandt,Texas,0.43641540130151846
48213,Henderson,Texas,0.43629709948495526
18011,Boone,Indiana,0.43623797262501696
18085,Kosciusko,Indiana,0.43617886178861787
39159,Union,Ohio,0.43617886178861787
47177,Warren,Tennessee,0.43611976696924537
26091,Lenawee,Michigan,0.4360606881603901
40097,Mayes,Oklahoma,0.43600162535554654
17027,Clinton,Illinois,0.43600162535554654
22097,St. Landry Parish,Louisiana,0.43600162535554654
55027,Dodge,Wisconsin,0.435883547731889
22095,St. John the Baptist Parish,Louisiana,0.435883547731889
48481,Wharton,Texas,0.4358245329000812
51650,Hampton city,Virginia,0.4358245329000812
05125,Saline,Arkansas,0.43576553404629753
48143,Erath,Texas,0.4357065511640498
48099,Coryell,Texas,0.4356475842468534
20061,Geary,Kansas,0.4356475842468534
06089,Shasta,California,0.4356475842468534
05091,Miller,Arkansas,0.43558863328822733
18005,Bartholomew,Indiana,0.43552969828169397
47105,Loudon,Tennessee,0.4354707792207792
55121,Trempealeau,Wisconsin,0.43535298890992696
26061,Houghton,Michigan,0.4352352623039481
53029,Island,Washington,0.43517642287413816
42131,Wyoming,Pennsylvania,0.435117599351176
18133,Putnam,Indiana,0.435117599351176
48459,Upshur,Texas,0.435117599351176
37089,Henderson,North Carolina,0.43505879172861195
55045,Green,Wisconsin,0.43505879172861195
50023,Washington,Vermont,0.43494122415889747
01031,Coffee,Alabama,0.43494122415889747
21185,Oldham,Kentucky,0.43488246419886517
21059,Daviess,Kentucky,0.43476499189627227
47145,Roane,Tennessee,0.4346475830407778
54107,Wood,West Virginia,0.4345302375809935
40127,Pushmataha,Oklahoma,0.43441295546558706
27103,Nicollet,Minnesota,0.43441295546558706
26015,Barry,Michigan,0.43435433814599916
17091,Kankakee,Illinois,0.43429573664328114
26103,Marquette,Michigan,0.43429573664328114
26105,Mason,Michigan,0.434237150951032
04017,Navajo,Arizona,0.43417858106285406
26127,Oceana,Michigan,0.43417858106285406
42099,Perry,Pennsylvania,0.43412002697235336
48177,Gonzales,Texas,0.43406148867313915
45073,Oconee,South Carolina,0.43406148867313915
13179,Liberty,Georgia,0.43406148867313915
26035,Clare,Michigan,0.43400296615882433
27061,Itasca,Minnesota,0.43394445942302506
22041,Franklin Parish,Louisiana,0.43394445942302506
26157,Tuscola,Michigan,0.4338859684593611
01055,Etowah,Alabama,0.43371059013742924
37055,Dare,North Carolina,0.43359375
24045,Wicomico,Maryland,0.43359375
28045,Hancock,Mississippi,0.43359375
17093,Kendall,Illinois,0.43359375
02170,Matanuska-Susitna Borough,Alaska,0.43359375
35015,Eddy,New Mexico,0.43359375
27009,Benton,Minnesota,0.43347697279827635
13039,Camden,Georgia,0.43341860778241553
55043,Grant,Wisconsin,0.43341860778241553
35031,McKinley,New Mexico,0.43341860778241553
29215,Texas,Missouri,0.4333602584814216
26037,Clinton,Michigan,0.4333602584814216
37157,Rockingham,North Carolina,0.4332436069986541
36077,Otsego,New York,0.43318530480419865
51740,Portsmouth city,Virginia,0.43318530480419865
39145,Scioto,Ohio,0.4330687474774654
51600,Fairfax city,Virginia,0.43295225285810357
12107,Putnam,Florida,0.43295225285810357
42121,Venango,Pennsylvania,0.43295225285810357
29009,Barry,Missouri,0.4328940290478752
39077,Huron,Ohio,0.43283582089552236
17189,Washington,Illinois,0.4327776283947298
39169,Wayne,Ohio,0.4327776283947298
30049,Lewis and Clark,Montana,0.4327194515391854
39059,Guernsey,Ohio,0.4327194515391854
18103,Miami,Indiana,0.4326031447386104
13103,Effingham,Georgia,0.4326031447386104
27027,Clay,Minnesota,0.43254501478097285
55085,Oneida,Wisconsin,0.43254501478097285
28073,Lamar,Mississippi,0.4324869004433696
47109,McNairy,Tennessee,0.4324869004433696
47131,Obion,Tennessee,0.4324869004433696
18043,Floyd,Indiana,0.43242880171950565
20161,Riley,Kansas,0.43242880171950565
18059,Hancock,Indiana,0.43237071860308934
35025,Lea,New Mexico,0.4323126510878324
28149,Warren,Mississippi,0.4321965628356606
22119,Webster Parish,Louisiana,0.4321385420861861
13255,Spalding,Georgia,0.432022547309086
55111,Sauk,Wisconsin,0.43196457326892107
05093,Mississippi,Arkansas,0.43196457326892107
39109,Miami,Ohio,0.43196457326892107
56007,Carbon,Wyoming,0.43190661478599224
39123,Ottawa,Ohio,0.4318486718540381
19057,Des Moines,Iowa,0.4317907444668008
36009,Cattaraugus,New York,0.43173283261802575
29031,Cape Girardeau,Missouri,0.43173283261802575
29161,Phelps,Missouri,0.43173283261802575
22031,De Soto Parish,Louisiana,0.4315591902399786
37149,Polk,North Carolina,0.4315591902399786
48299,Llano,Texas,0.4315013404825737
27025,Chisago,Minnesota,0.4315013404825737
39051,Fulton,Ohio,0.4315013404825737
31119,Madison,Nebraska,0.43132788422886237
26007,Alpena,Michigan,0.4312700964630225
19139,Muscatine,Iowa,0.43121232417950434
55013,Burnett,Wisconsin,0.43121232417950434
42037,Columbia,Pennsylvania,0.43121232417950434
37111,McDowell,North Carolina,0.4311545673720868
19181,Warren,Iowa,0.431096826034552
06047,Merced,California,0.431096826034552
40069,Johnston,Oklahoma,0.4310391001606856
21163,Meade,Kentucky,0.43098138974427636
08051,Gunnison,Colorado,0.43098138974427636
27093,Meeker,Minnesota,0.43092369477911646
27055,Houston,Minnesota,0.4308660152590015
18061,Harrison,Indiana,0.4308660152590015
18083,Knox,Indiana,0.4307507025291048
47003,Bedford,Tennessee,0.4306930693069307
17049,Effingham,Illinois,0.4306930693069307
42123,Warren,Pennsylvania,0.4306354515050167
13111,Fannin,Georgia,0.4306354515050167
21029,Bullitt,Kentucky,0.43057784911717495
48265,Kerr,Texas,0.43046269055897296
51800,Suffolk city,Virginia,0.43046269055897296
17077,Jackson,Illinois,0.4303475935828877
24017,Charles,Maryland,0.4302900681727042
37083,Halifax,North Carolina,0.4302900681727042
28091,Marion,Mississippi,0.43023255813953487
21089,Greenup,Kentucky,0.43023255813953487
27115,Pine,Minnesota,0.43023255813953487
48055,Caldwell,Texas,0.430175063477215
06025,Imperial,California,0.4301175841795831
26051,Gladwin,Michigan,0.42988782051282054
36049,Lewis,New York,0.42977303070761014
53055,San Juan,Washington,0.4297156587905487
13285,Troup,Georgia,0.4297156587905487
48449,Titus,Texas,0.4296583021890016
35028,Los Alamos,New Mexico,0.429600960896837
47073,Hawkins,Tennessee,0.429600960896837
48387,Red River,Texas,0.4294863242161441
06007,Butte,California,0.4294863242161441
48409,San Patricio,Texas,0.4294290288153682
27001,Aitkin,Minnesota,0.4290283886445422
35061,Valencia,New Mexico,0.4290283886445422
40049,Garvin,Oklahoma,0.4289712153518124
22061,Lincoln Parish,Louisiana,0.4289712153518124
26057,Gratiot,Michigan,0.4289712153518124
36053,Madison,New York,0.4289712153518124
18107,Montgomery,Indiana,0.4289140572951366
36017,Chenango,New York,0.4289140572951366
54037,Jefferson,West Virginia,0.4289140572951366
17007,Boone,Illinois,0.4289140572951366
23011,Kennebec,Maine,0.4288569144684253
27005,Becker,Minnesota,0.4288569144684253
18167,Vigo,Indiana,0.4287426744805541
27029,Clearwater,Minnesota,0.42868557730723134
13185,Lowndes,Georgia,0.4286284953395473
48419,Shelby,Texas,0.4286284953395473
22075,Plaquemines Parish,Louisiana,0.4286284953395473
18067,Howard,Indiana,0.4285143769968051
21043,Carter,Kentucky,0.42845734060961
51191,Washington,Virginia,0.42845734060961
22001,Acadia Parish,Louisiana,0.4284003194037796
48457,Tyler,Texas,0.4284003194037796
39043,Erie,Ohio,0.4284003194037796
32007,Elko,Nevada,0.4282293468138885
47021,Cheatham,Tennessee,0.4282293468138885
17117,Macoupin,Illinois,0.4282293468138885
12055,Highlands,Florida,0.4282293468138885
13275,Thomas,Georgia,0.4281723862729449
40123,Pontotoc,Oklahoma,0.42811544088309617
51540,Charlottesville city,Virginia,0.42805851063829786
17195,Whiteside,Illinois,0.428001595532509
28085,Lincoln,Mississippi,0.42794469555969156
08117,Summit,Colorado,0.427887810713811
48373,Polk,Texas,0.427887810713811
40061,Haskell,Oklahoma,0.42777408637873754
27059,Isanti,Minnesota,0.42771724687749135
53015,Cowlitz,Washington,0.42760361317747075
49051,Wasatch,Utah,0.42760361317747075
13157,Jackson,Georgia,0.42754681896666225
01077,Lauderdale,Alabama,0.42743327579338736
27143,Sibley,Minnesota,0.427376526818906
17203,Woodford,Illinois,0.427376526818906
45031,Darlington,South Carolina,0.427376526818906
21073,Franklin,Kentucky,0.42731979291119077
48225,Houston,Texas,0.42731979291119077
17121,Marion,Illinois,0.4272630740642421
49003,Box Elder,Utah,0.4271496815286624
27097,Morrison,Minnesota,0.4270930078280483
34011,Cumberland,New Jersey,0.4270930078280483
01061,Geneva,Alabama,0.42703634916423455
29051,Cole,Missouri,0.42703634916423455
23015,Lincoln,Maine,0.42697970553123754
24037,St. Mary's,Maryland,0.42697970553123754
05065,Izard,Arkansas,0.4269230769230769
51195,Wise,Virginia,0.42686646333377537
55123,Vernon,Wisconsin,0.42686646333377537
45057,Lancaster,South Carolina,0.42686646333377537
48349,Navarro,Texas,0.42680986475735877
17033,Crawford,Illinois,0.42675328118785627
31019,Buffalo,Nebraska,0.42675328118785627
27157,Wabasha,Minnesota,0.42675328118785627
55107,Rusk,Wisconsin,0.4266967126193001
37087,Haywood,North Carolina,0.42664015904572566
08029,Delta,Colorado,0.42664015904572566
42089,Monroe,Pennsylvania,0.4265836204611715
34033,Salem,New Jersey,0.4265270968596793
13219,Oconee,Georgia,0.4264705882352941
47055,Giles,Tennessee,0.42641409458206386
08039,Elbert,Colorado,0.42635761589403975
08043,Fremont,Colorado,0.42630115216527614
27101,Murray,Minnesota,0.42630115216527614
19045,Clinton,Iowa,0.42630115216527614
47017,Carroll,Tennessee,0.4262447033898305
29127,Marion,Missouri,0.42618826956176353
51095,James City,Virginia,0.42618826956176353
48123,DeWitt,Texas,0.4260754467240238
48293,Limestone,Texas,0.4260754467240238
48401,Rusk,Texas,0.4260754467240238
37099,Jackson,North Carolina,0.4260190577024881
40077,Latimer,Oklahoma,0.4260190577024881
26165,Wexford,Michigan,0.425962683604605
33003,Carroll,New Hampshire,0.425962683604605
47079,Henry,Tennessee,0.4259063244244509
22069,Natchitoches Parish,Louisiana,0.4258499801561053
15001,Hawaii,Hawaii,0.4258499801561053
39037,Darke,Ohio,0.4257936507936508
55137,Waushara,Wisconsin,0.4257936507936508
46083,Lincoln,South Dakota,0.4257373363311731
39141,Ross,Ohio,0.4256810367627612
48021,Bastrop,Texas,0.4256810367627612
32510,Carson City,Nevada,0.42562475208250694
48389,Reeves,Texas,0.42556848228450556
55049,Iowa,Wisconsin,0.42528735632183906
48259,Kendall,Texas,0.4252311756935271
01129,Washington,Alabama,0.4251750099062211
29121,Macon,Missouri,0.4251188589540412
13033,Burke,Georgia,0.4250627228311105
45025,Chesterfield,South Carolina,0.4250627228311105
27141,Sherburne,Minnesota,0.42500660153155534
18129,Posey,Indiana,0.42495049504950494
51001,Accomack,Virginia,0.42483832651445164
55001,Adams,Wisconsin,0.4246701846965699
55029,Door,Wisconsin,0.4246701846965699
26067,Ionia,Michigan,0.4246701846965699
37023,Burke,North Carolina,0.42461416699643845
06057,Nevada,California,0.424558164072804
40063,Hughes,Oklahoma,0.42450217591982065
22059,LaSalle Parish,Louisiana,0.424390243902439
48067,Cass,Texas,0.42433430002636435
27017,Carlton,Minnesota,0.42433430002636435
35009,Curry,New Mexico,0.42427837089758796
56005,Campbell,Wyoming,0.42427837089758796
48227,Howard,Texas,0.42416655685861115
19123,Mahaska,Iowa,0.42416655685861115
34009,Cape May,New Jersey,0.4241106719367589
28071,Lafayette,Mississippi,0.4241106719367589
39087,Lawrence,Ohio,0.4241106719367589
55083,Oconto,Wisconsin,0.4240548017389013
27173,Yellow Medicine,Minnesota,0.4240548017389013
20155,Reno,Kansas,0.4240548017389013
37163,Sampson,North Carolina,0.42394310549190045
42083,McKean,Pennsylvania,0.42394310549190045
50021,Rutland,Vermont,0.42394310549190045
06031,Kings,California,0.42377567140600314
39111,Monroe,Ohio,0.42377567140600314
17053,Ford,Illinois,0.42377567140600314
13277,Tift,Georgia,0.42377567140600314
28105,Oktibbeha,Mississippi,0.4237198894300382
24001,Allegany,Maryland,0.42366412213740456
17135,Montgomery,Illinois,0.42366412213740456
01083,Limestone,Alabama,0.42366412213740456
29023,Butler,Missouri,0.4236083695223056
18177,Wayne,Indiana,0.4236083695223056
13019,Berrien,Georgia,0.4236083695223056
27047,Freeborn,Minnesota,0.42355263157894735
37193,Wilkes,North Carolina,0.42355263157894735
42035,Clinton,Pennsylvania,0.42355263157894735
08107,Routt,Colorado,0.42355263157894735
22089,St. Charles Parish,Louisiana,0.4234969083015393
28113,Pike,Mississippi,0.4233298264071541
18029,Dearborn,Indiana,0.4233298264071541
19033,Cerro Gordo,Iowa,0.4233298264071541
36037,Genesee,New York,0.4233298264071541
48291,Liberty,Texas,0.4232741617357002
48365,Panola,Texas,0.4232741617357002
22049,Jackson Parish,Louisiana,0.4232741617357002
18121,Parke,Indiana,0.42321851170128844
29033,Carroll,Missouri,0.42321851170128844
47107,McMinn,Tennessee,0.4231072555205047
42109,Snyder,Pennsylvania,0.4230516493625969
28029,Copiah,Mississippi,0.4230516493625969
26033,Chippewa,Michigan,0.4229960578186597
48499,Wood,Texas,0.4229960578186597
27039,Dodge,Minnesota,0.42288491854965843
19191,Winneshiek,Iowa,0.42288491854965843
13115,Floyd,Georgia,0.42282937081308286
46023,Charles Mix,South Dakota,0.42282937081308286
13211,Morgan,Georgia,0.4227738376674547
22043,Grant Parish,Louisiana,0.4226628151260504
39019,Carroll,Ohio,0.4226073257187869
27083,Lyon,Minnesota,0.4225518508794959
40005,Atoka,Oklahoma,0.42249639060244126
36117,Wayne,New York,0.42244094488188977
42119,Union,Pennsylvania,0.42244094488188977
48337,Montague,Texas,0.42238551371211125
29083,Henry,Missouri,0.42238551371211125
05139,Union,Arkansas,0.42238551371211125
41071,Yamhill,Oregon,0.42227469500196774
45059,Laurens,South Carolina,0.4221639344262295
23017,Oxford,Maine,0.4221639344262295
41003,Benton,Oregon,0.42210857592446893
39157,Tuscarawas,Ohio,0.42210857592446893
39009,Athens,Ohio,0.4220532319391635
05009,Boone,Arkansas,0.4219979024646041
13107,Emanuel,Georgia,0.4219979024646041
18113,Noble,Indiana,0.42194258749508456
42057,Fulton,Pennsylvania,0.42194258749508456
01127,Walker,Alabama,0.4218872870249017
55065,Lafayette,Wisconsin,0.4217214725533866
18037,Dubois,Indiana,0.4217214725533866
17105,Livingston,Illinois,0.4216662300235787
18071,Jackson,Indiana,0.4215557883708748
29053,Cooper,Missouri,0.4215557883708748
54081,Raleigh,West Virginia,0.4215557883708748
26027,Cass,Michigan,0.4215557883708748
26063,Huron,Michigan,0.4215557883708748
24015,Cecil,Maryland,0.4215005892366112
20011,Bourbon,Kansas,0.4214454045561665
29223,Wayne,Missouri,0.4214454045561665
29177,Ray,Missouri,0.42139023432386435
17149,Pike,Illinois,0.4213350785340314
08049,Grand,Colorado,0.42127993718099727
26023,Branch,Michigan,0.4212248102590945
50003,Bennington,Vermont,0.4212248102590945
26079,Kalkaska,Michigan,0.4212248102590945
17177,Stephenson,Illinois,0.42116969776265867
28007,Attala,Mississippi,0.42111459968602827
19019,Buchanan,Iowa,0.42111459968602827
47117,Marshall,Tennessee,0.4210595160235448
24047,Worcester,Maryland,0.4210595160235448
39129,Pickaway,Ohio,0.4210595160235448
06039,Madera,California,0.42100444676955273
37169,Stokes,North Carolina,0.42100444676955273
48035,Bosque,Texas,0.42094939191839936
48185,Grimes,Texas,0.42083932540201335
46011,Brookings,South Dakota,0.42083932540201335
55015,Calumet,Wisconsin,0.4207843137254902
42067,Juniata,Pennsylvania,0.4207843137254902
48425,Somervell,Texas,0.4207843137254902
54051,Marshall,West Virginia,0.42072931642922495
51143,Pittsylvania,Virginia,0.42072931642922495
09013,Tolland,Connecticut,0.42072931642922495
55031,Douglas,Wisconsin,0.42072931642922495
40001,Adair,Oklahoma,0.4206743335075797
20139,Osage,Kansas,0.4206743335075797
51121,Montgomery,Virginia,0.4206743335075797
29113,Lincoln,Missouri,0.42061936495491964
18053,Grant,Indiana,0.42056441076561274
36113,Warren,New York,0.42056441076561274
06023,Humboldt,California,0.42056441076561274
29195,Saline,Missouri,0.42045454545454547
29131,Miller,Missouri,0.42045454545454547
36099,Seneca,New York,0.42034473752938106
47081,Hickman,Tennessee,0.42034473752938106
37113,Macon,North Carolina,0.42034473752938106
48471,Walker,Texas,0.4202349869451697
17075,Iroquois,Illinois,0.4202349869451697
50025,Windham,Vermont,0.4202349869451697
54003,Berkeley,West Virginia,0.42018013314188746
01053,Escambia,Alabama,0.42018013314188746
36095,Schoharie,New York,0.42018013314188746
47129,Morgan,Tennessee,0.4201252936570086
19021,Buena Vista,Iowa,0.4200704684849276
40087,McClain,Oklahoma,0.4198513108125734
45053,Jasper,South Carolina,0.4198513108125734
48289,Leon,Texas,0.4198513108125734
31141,Platte,Nebraska,0.4196870925684485
46005,Beadle,South Dakota,0.4196870925684485
28099,Neshoba,Mississippi,0.4196870925684485
17029,Coles,Illinois,0.41963238169730155
47033,Crockett,Tennessee,0.41957768508863397
47059,Greene,Tennessee,0.41957768508863397
48013,Atascosa,Texas,0.4193590411672746
55119,Taylor,Wisconsin,0.4193590411672746
29219,Warren,Missouri,0.4193590411672746
39137,Putnam,Ohio,0.41930441578741695
26031,Cheboygan,Michigan,0.41930441578741695
21035,Calloway,Kentucky,0.41930441578741695
48283,La Salle,Texas,0.41924980463662415
20159,Rice,Kansas,0.41919520770933716
27045,Fillmore,Minnesota,0.419140625
28077,Lawrence,Mississippi,0.419140625
27153,Todd,Minnesota,0.4190860565030595
47047,Fayette,Tennessee,0.41903150221296537
31079,Hall,Nebraska,0.41903150221296537
50005,Caledonia,Vermont,0.41897696212417024
20057,Ford,Kansas,0.41897696212417024
47005,Benton,Tennessee,0.41897696212417024
27063,Jackson,Minnesota,0.41897696212417024
48493,Wilson,Texas,0.4189224362311296
18099,Marshall,Indiana,0.4189224362311296
55011,Buffalo,Wisconsin,0.4189224362311296
48001,Anderson,Texas,0.4189224362311296
06045,Mendocino,California,0.4188679245283019
05035,Crittenden,Arkansas,0.4188679245283019
22113,Vermilion Parish,Louisiana,0.41881342701014834
48161,Freestone,Texas,0.4187044745057232
20043,Doniphan,Kansas,0.4186500195083886
27147,Steele,Minnesota,0.4185411519958393
01133,Winston,Alabama,0.4185411519958393
53071,Walla Walla,Washington,0.41848673946957876
26043,Dickinson,Michigan,0.41848673946957876
22053,Jefferson Davis Parish,Louisiana,0.41843234108930194
01009,Blount,Alabama,0.41843234108930194
05075,Lawrence,Arkansas,0.41837795684949314
26129,Ogemaw,Michigan,0.4183235867446394
46035,Davison,South Dakota,0.4182692307692308
53025,Grant,Washington,0.4182692307692308
05109,Pike,Arkansas,0.41821488891776015
48147,Fannin,Texas,0.41821488891776015
47043,Dickson,Tennessee,0.41821488891776015
21209,Scott,Kentucky,0.41821488891776015
