geoid,county,state,centralScore
12093,Okeechobee,Florida,0.4181605611847233
48285,Lavaca,Texas,0.4181062475646188
53077,Yakima,Washington,0.41805194805194806
55129,Washburn,Wisconsin,0.41805194805194806
21113,Jessamine,Kentucky,0.41805194805194806
48241,Jasper,Texas,0.4179976626412154
48325,Medina,Texas,0.4179433913269281
26071,Iron,Michigan,0.4179433913269281
08085,Montrose,Colorado,0.4179433913269281
18173,Warrick,Indiana,0.4179433913269281
54079,Putnam,West Virginia,0.417889134103596
49041,Sevier,Utah,0.417889134103596
31147,Richardson,Nebraska,0.41778066190785207
31157,Scotts Bluff,Nebraska,0.41778066190785207
37039,Cherokee,North Carolina,0.41778066190785207
27065,Kanabec,Minnesota,0.41767224601012065
47099,Lawrence,Tennessee,0.417618059159315
28023,Clarke,Mississippi,0.4174014522821577
28151,Washington,Mississippi,0.4173473356670556
17081,Jefferson,Illinois,0.4173473356670556
48233,Hutchinson,Texas,0.41729323308270677
18033,DeKalb,Indiana,0.41729323308270677
51171,Shenandoah,Virginia,0.41729323308270677
47031,Coffee,Tennessee,0.41723914452365524
55047,Green Lake,Wisconsin,0.41723914452365524
16017,Bonner,Idaho,0.41723914452365524
36097,Schuyler,New York,0.4171850699844479
48223,Hopkins,Texas,0.4171850699844479
40105,Nowata,Oklahoma,0.4171850699844479
02090,Fairbanks North Star Borough,Alaska,0.41713100945963455
48007,Aransas,Texas,0.41713100945963455
48321,Matagorda,Texas,0.41713100945963455
49047,Uintah,Utah,0.41707696294376784
54009,Brooke,West Virginia,0.41702293043140304
19059,Dickinson,Iowa,0.41702293043140304
28147,Walthall,Mississippi,0.41702293043140304
35035,Otero,New Mexico,0.41702293043140304
37153,Richmond,North Carolina,0.41702293043140304
31155,Saunders,Nebraska,0.41696891191709845
55067,Langlade,Wisconsin,0.41696891191709845
19187,Webster,Iowa,0.4169149073954151
23029,Washington,Maine,0.4169149073954151
36115,Washington,New York,0.4169149073954151
05005,Baxter,Arkansas,0.41686091686091686
47103,Lincoln,Tennessee,0.41686091686091686
29093,Iron,Missouri,0.4167529777317452
22029,Concordia Parish,Louisiana,0.4167529777317452
18069,Huntington,Indiana,0.4167529777317452
19127,Marshall,Iowa,0.4167529777317452
19125,Marion,Iowa,0.4167529777317452
26151,Sanilac,Michigan,0.4167529777317452
18031,Decatur,Indiana,0.4166990291262136
40133,Seminole,Oklahoma,0.4166990291262136
55041,Forest,Wisconsin,0.4166990291262136
56041,Uinta,Wyoming,0.41664509448615067
39015,Brown,Ohio,0.41664509448615067
24023,Garrett,Maryland,0.41664509448615067
21177,Muhlenberg,Kentucky,0.41653726708074534
50001,Addison,Vermont,0.4164833743045672
29181,Ripley,Missouri,0.4164833743045672
48465,Val Verde,Texas,0.4164294954721863
05003,Ashley,Arkansas,0.4164294954721863
54049,Marion,West Virginia,0.4163756305781917
42087,Mifflin,Pennsylvania,0.4163756305781917
48049,Brown,Texas,0.41632177961717537
37127,Nash,North Carolina,0.41626794258373206
21049,Clark,Kentucky,0.41626794258373206
26001,Alcona,Michigan,0.4162141194724593
09015,Windham,Connecticut,0.41610651499482937
30081,Ravalli,Montana,0.41610651499482937
29115,Linn,Missouri,0.41605273361768125
48053,Burnet,Texas,0.41605273361768125
08071,Las Animas,Colorado,0.41605273361768125
39005,Ashland,Ohio,0.41605273361768125
17083,Jersey,Illinois,0.41605273361768125
47183,Weakley,Tennessee,0.41599896614112175
39149,Shelby,Ohio,0.41589147286821704
18073,Jasper,Indiana,0.41589147286821704
48323,Maverick,Texas,0.4158377470611032
30001,Beaverhead,Montana,0.4157303370786517
49021,Iron,Utah,0.4157303370786517
51019,Bedford,Virginia,0.4157303370786517
22067,Morehouse Parish,Louisiana,0.415676652892562
39107,Mercer,Ohio,0.415676652892562
40015,Caddo,Oklahoma,0.4156229825693996
26019,Benzie,Michigan,0.4156229825693996
20035,Cowley,Kansas,0.4155693261037955
39171,Williams,Ohio,0.4155693261037955
36069,Ontario,New York,0.41551568349038337
30083,Richland,Montana,0.4154084397986837
48127,Dimmit,Texas,0.41535483870967743
28137,Tate,Mississippi,0.41535483870967743
27159,Wadena,Minnesota,0.41535483870967743
19099,Jasper,Iowa,0.4153012514514256
19149,Plymouth,Iowa,0.4153012514514256
53075,Whitman,Washington,0.41524767801857587
18147,Spencer,Indiana,0.4151941184057784
19015,Boone,Iowa,0.41514057260768633
37189,Watauga,North Carolina,0.41514057260768633
19017,Bremer,Iowa,0.41514057260768633
20175,Seward,Kansas,0.4150870406189555
30067,Park,Montana,0.4149800180482145
17109,McDonough,Illinois,0.4149800180482145
28041,Greene,Mississippi,0.41492652745552977
19065,Fayette,Iowa,0.41492652745552977
26117,Montcalm,Michigan,0.41487305065085706
54095,Tyler,West Virginia,0.4147661383842288
01033,Colbert,Alabama,0.4147127029116207
49045,Tooele,Utah,0.41465928120571943
39073,Hocking,Ohio,0.41465928120571943
47063,Hamblen,Tennessee,0.41460587326120557
33007,Coos,New Hampshire,0.41460587326120557
47077,Henderson,Tennessee,0.41460587326120557
40129,Roger Mills,Oklahoma,0.41460587326120557
48193,Hamilton,Texas,0.4145524790727624
29225,Webster,Missouri,0.4145524790727624
21125,Laurel,Kentucky,0.41449909863507595
26101,Manistee,Michigan,0.41449909863507595
26137,Otsego,Michigan,0.41444573194283507
22009,Avoyelles Parish,Louisiana,0.4143923789907312
29013,Bates,Missouri,0.4143923789907312
31043,Dakota,Nebraska,0.4143390397734586
19011,Benton,Iowa,0.4141791044776119
45037,Edgefield,South Carolina,0.4141791044776119
33001,Belknap,New Hampshire,0.4141258201466615
06009,Calaveras,California,0.4141258201466615
26011,Arenac,Michigan,0.41407254952405453
44001,Bristol,Rhode Island,0.41407254952405453
48199,Hardin,Texas,0.4140192926045016
19165,Shelby,Iowa,0.4140192926045016
17173,Shelby,Illinois,0.41396604938271603
37145,Person,North Carolina,0.41396604938271603
08099,Prowers,Colorado,0.41391281985341394
08087,Morgan,Colorado,0.41385960401131394
47115,Marion,Tennessee,0.41380640185113765
36031,Essex,New York,0.41375321336760923
39131,Pike,Ohio,0.41375321336760923
18151,Steuben,Indiana,0.41375321336760923
22099,St. Martin Parish,Louisiana,0.41375321336760923
47035,Cumberland,Tennessee,0.41375321336760923
39091,Logan,Ohio,0.41375321336760923
22021,Caldwell Parish,Louisiana,0.41375321336760923
18021,Clay,Indiana,0.4137000385554556
13071,Colquitt,Georgia,0.4136468774094063
31111,Lincoln,Nebraska,0.4136468774094063
20125,Montgomery,Kansas,0.41359372992419374
48179,Gray,Texas,0.41348747591522156
27095,Mille Lacs,Minnesota,0.41348747591522156
05019,Clark,Arkansas,0.41348747591522156
29187,St. Francois,Missouri,0.41348747591522156
37141,Pender,North Carolina,0.41343436938094014
19111,Lee,Iowa,0.41343436938094014
48015,Austin,Texas,0.41343436938094014
48149,Fayette,Texas,0.4133812764864518
36025,Delaware,New York,0.4133812764864518
47133,Overton,Tennessee,0.4133812764864518
48237,Jack,Texas,0.4132751315958403
13031,Bulloch,Georgia,0.4132220795892169
37027,Caldwell,North Carolina,0.4131690412013862
20087,Jefferson,Kansas,0.4131160164271047
05049,Fulton,Arkansas,0.4131160164271047
16005,Bannock,Idaho,0.4131160164271047
22013,Bienville Parish,Louisiana,0.41306300526113177
01115,St. Clair,Alabama,0.41306300526113177
17127,Massac,Illinois,0.41301000769822943
36105,Sullivan,New York,0.41301000769822943
55057,Juneau,Wisconsin,0.41301000769822943
19083,Hardin,Iowa,0.4129570237331623
12133,Washington,Florida,0.4129570237331623
29185,St. Clair,Missouri,0.4129040533606978
47013,Campbell,Tennessee,0.4129040533606978
18051,Gibson,Indiana,0.4129040533606978
48503,Young,Texas,0.4129040533606978
36003,Allegany,New York,0.412851096575606
55113,Sawyer,Wisconsin,0.412851096575606
42047,Elk,Pennsylvania,0.412851096575606
30047,Lake,Montana,0.412851096575606
27033,Cottonwood,Minnesota,0.4127981533726597
27075,Lake,Minnesota,0.4126923076923077
47085,Humphreys,Tennessee,0.41263940520446096
47167,Tipton,Tennessee,0.41258651627787746
17157,Randolph,Illinois,0.41253364090734335
05083,Logan,Arkansas,0.41248077908764735
39039,Defiance,Ohio,0.41248077908764735
48273,Kleberg,Texas,0.41242793081358103
19157,Poweshiek,Iowa,0.41242793081358103
29069,Dunklin,Missouri,0.41242793081358103
22011,Beauregard Parish,Louisiana,0.41242793081358103
55103,Richland,Wisconsin,0.4123750960799385
48473,Waller,Texas,0.41226946721311475
23025,Somerset,Maine,0.41226946721311475
28127,Simpson,Mississippi,0.41226946721311475
54099,Wayne,West Virginia,0.41226946721311475
01041,Crenshaw,Alabama,0.4121638924455826
28039,George,Mississippi,0.4121638924455826
39101,Marion,Ohio,0.41211112533606453
47097,Lauderdale,Tennessee,0.4120583717357911
39007,Ashtabula,Ohio,0.41200563163957504
31051,Dixon,Nebraska,0.41200563163957504
39033,Crawford,Ohio,0.41195290504223187
21229,Washington,Kentucky,0.41195290504223187
36123,Yates,New York,0.41190019193857963
45047,Greenwood,South Carolina,0.4118474923234391
05123,St. Francis,Arkansas,0.4118474923234391
05135,Sharp,Arkansas,0.4118474923234391
51610,Falls Church city,Virginia,0.4118474923234391
46065,Hughes,South Dakota,0.4117948061916336
21211,Shelby,Kentucky,0.4117948061916336
18175,Washington,Indiana,0.4117948061916336
13047,Catoosa,Georgia,0.4117421335379893
48281,Lampasas,Texas,0.4117421335379893
22127,Winn Parish,Louisiana,0.4116894743573347
20041,Dickinson,Kansas,0.4116368286445013
22039,Evangeline Parish,Louisiana,0.4116368286445013
16057,Latah,Idaho,0.411584196394323
26089,Leelanau,Michigan,0.4115315776016364
35039,Rio Arriba,New Mexico,0.41147897226128083
21021,Boyle,Kentucky,0.4113738019169329
48331,Milam,Texas,0.4113738019169329
24009,Calvert,Maryland,0.4113212369026322
40091,McIntosh,Oklahoma,0.4113212369026322
42025,Carbon,Pennsylvania,0.4113212369026322
13221,Oglethorpe,Georgia,0.411268685320046
05057,Hempstead,Arkansas,0.41121614716402655
19031,Cedar,Iowa,0.41116362242942905
13123,Gilmer,Georgia,0.4110586132039331
18055,Greene,Indiana,0.41100612870275793
54055,Mercer,West Virginia,0.41100612870275793
47057,Grainger,Tennessee,0.41100612870275793
37047,Columbus,North Carolina,0.4109536576024512
13299,Ware,Georgia,0.4109536576024512
54035,Jackson,West Virginia,0.41090119989788104
16065,Madison,Idaho,0.41090119989788104
17087,Johnson,Illinois,0.41090119989788104
26039,Crawford,Michigan,0.41074390710731146
05081,Little River,Arkansas,0.41074390710731146
21215,Spencer,Kentucky,0.410691502934422
20037,Crawford,Kansas,0.410691502934422
05023,Cleburne,Arkansas,0.41053437061599285
56013,Fremont,Wyoming,0.41053437061599285
17051,Fayette,Illinois,0.41053437061599285
47045,Dyer,Tennessee,0.41053437061599285
39031,Coshocton,Ohio,0.41048201989288446
54029,Hancock,West Virginia,0.41048201989288446
51031,Campbell,Virginia,0.4104296825194441
21233,Webster,Kentucky,0.41037735849056606
01005,Barbour,Alabama,0.41037735849056606
48403,Sabine,Texas,0.41037735849056606
37059,Davie,North Carolina,0.41022046642028803
51015,Augusta,Virginia,0.41022046642028803
37181,Vance,North Carolina,0.4101681957186544
47143,Rhea,Tennessee,0.4101681957186544
51033,Caroline,Virginia,0.4101681957186544
56001,Albany,Wyoming,0.4101159383360938
17067,Hancock,Illinois,0.4101159383360938
01059,Franklin,Alabama,0.4101159383360938
01113,Russell,Alabama,0.41006369426751593
47053,Gibson,Tennessee,0.4100114635078334
13081,Crisp,Georgia,0.4100114635078334
23013,Knox,Maine,0.40995924605196127
21081,Grant,Kentucky,0.40995924605196127
19029,Cass,Iowa,0.40985485103132163
28079,Leake,Mississippi,0.4098026734563972
48357,Ochiltree,Texas,0.40975050916496947
51069,Frederick,Virginia,0.40975050916496947
51173,Smyth,Virginia,0.4096983581519664
13043,Candler,Georgia,0.40964622041231863
40035,Craig,Oklahoma,0.4095940959409594
06109,Tuolumne,California,0.4095940959409594
29221,Washington,Missouri,0.40954198473282444
40065,Jackson,Oklahoma,0.40954198473282444
28109,Pearl River,Mississippi,0.40954198473282444
27161,Waseca,Minnesota,0.40948988678285203
31053,Dodge,Nebraska,0.40948988678285203
21157,Marshall,Kentucky,0.4093857306371614
05015,Carroll,Arkansas,0.4093857306371614
28001,Adams,Mississippi,0.4093336724313327
36051,Livingston,New York,0.4093336724313327
05113,Polk,Arkansas,0.40928162746344565
19129,Mills,Iowa,0.4092295957284516
36079,Putnam,New York,0.4092295957284516
50027,Windsor,Vermont,0.4092295957284516
23027,Waldo,Maine,0.40907357987037746
36019,Clinton,New York,0.40907357987037746
21045,Casey,Kentucky,0.4090216010165184
22003,Allen Parish,Louisiana,0.4090216010165184
51117,Mecklenburg,Virginia,0.40896963537034686
55069,Lincoln,Wisconsin,0.4089176829268293
08019,Clear Creek,Colorado,0.4089176829268293
39115,Morgan,Ohio,0.4089176829268293
20133,Neosho,Kansas,0.40886574368093487
05111,Poinsett,Arkansas,0.40881381762763525
48407,San Jacinto,Texas,0.4087100050787202
20095,Kingman,Kansas,0.40865811857306084
29175,Randolph,Missouri,0.4086062452399086
53007,Chelan,Washington,0.408554385074248
19043,Clayton,Iowa,0.408502538071066
28153,Wayne,Mississippi,0.408502538071066
13087,Decatur,Georgia,0.408502538071066
48477,Washington,Texas,0.4084507042253521
40153,Woodward,Oklahoma,0.40834707598629966
55077,Marquette,Wisconsin,0.4082952815829528
21235,Whitley,Kentucky,0.4082952815829528
13213,Murray,Georgia,0.4082435003170577
48093,Comanche,Texas,0.40813997717763406
48051,Burleson,Texas,0.40813997717763406
48249,Jim Wells,Texas,0.40813997717763406
18149,Starke,Indiana,0.40813997717763406
36021,Columbia,New York,0.40808823529411764
22047,Iberville Parish,Louisiana,0.40803650652807705
29229,Wright,Missouri,0.40803650652807705
23003,Aroostook,Maine,0.40803650652807705
08007,Archuleta,Colorado,0.40803650652807705
01099,Monroe,Alabama,0.4079847908745247
22083,Richland Parish,Louisiana,0.4079847908745247
13175,Laurens,Georgia,0.4079847908745247
51840,Winchester city,Virginia,0.40793308832847547
01023,Choctaw,Alabama,0.40793308832847547
41061,Union,Oregon,0.40793308832847547
51023,Botetourt,Virginia,0.4078813988849468
13231,Pike,Georgia,0.40782972253895855
28101,Newton,Mississippi,0.4077780592855333
17005,Bond,Illinois,0.407726409119696
39071,Highland,Ohio,0.407726409119696
18077,Jefferson,Indiana,0.407726409119696
26113,Missaukee,Michigan,0.4076747720364742
21041,Carroll,Kentucky,0.40762314803089783
39105,Meigs,Ohio,0.4075715370979995
21009,Barren,Kentucky,0.4075715370979995
20031,Coffey,Kansas,0.4075715370979995
02110,Juneau City and Borough,Alaska,0.40751993923281427
08119,Teller,Colorado,0.40746835443037976
51137,Orange,Virginia,0.40746835443037976
51145,Powhatan,Virginia,0.40746835443037976
20205,Wilson,Kansas,0.4073652239939256
49007,Carbon,Utah,0.4073652239939256
39097,Madison,Ohio,0.4073652239939256
13137,Habersham,Georgia,0.40731367834999366
27079,Le Sueur,Minnesota,0.40731367834999366
51061,Fauquier,Virginia,0.40726214574898784
26069,Iosco,Michigan,0.40726214574898784
02016,Aleutians West Census Area,Alaska,0.40726214574898784
48379,Rains,Texas,0.40726214574898784
17145,Perry,Illinois,0.40726214574898784
37045,Cleveland,North Carolina,0.40726214574898784
21199,Pulaski,Kentucky,0.40721062618595827
17165,Saline,Illinois,0.4071591196559575
13083,Dade,Georgia,0.4071591196559575
48083,Coleman,Texas,0.4071076261540407
16013,Blaine,Idaho,0.40705614567526555
27023,Chippewa,Minnesota,0.40705614567526555
31107,Knox,Nebraska,0.40705614567526555
40099,Murray,Oklahoma,0.40705614567526555
47019,Carter,Tennessee,0.4070046782146921
35005,Chaves,New Mexico,0.4070046782146921
38025,Dunn,North Dakota,0.4069017823284035
48009,Archer,Texas,0.40685035389282104
36043,Herkimer,New York,0.40685035389282104
13009,Baldwin,Georgia,0.40685035389282104
13035,Butts,Georgia,0.4067989384557058
29001,Adair,Missouri,0.4067989384557058
21213,Simpson,Kentucky,0.40674753601213043
37075,Graham,North Carolina,0.40674753601213043
22117,Washington Parish,Louisiana,0.40674753601213043
28011,Bolivar,Mississippi,0.40674753601213043
55003,Ashland,Wisconsin,0.40674753601213043
48315,Marion,Texas,0.40669614655716996
40009,Beckham,Oklahoma,0.406644770085902
54077,Preston,West Virginia,0.4064907185250663
20099,Labette,Kansas,0.4063880823128393
41019,Douglas,Oregon,0.4063367836404948
21167,Mercer,Kentucky,0.4063367836404948
38077,Richland,North Dakota,0.4062854979174555
29109,Lawrence,Missouri,0.4062342251388188
22091,St. Helena Parish,Louisiana,0.40618296529968456
13145,Harris,Georgia,0.40618296529968456
18143,Scott,Indiana,0.40618296529968456
47135,Perry,Tennessee,0.40618296529968456
01019,Cherokee,Alabama,0.40613171839515516
48189,Hale,Texas,0.406029263370333
48025,Bee,Texas,0.406029263370333
18027,Daviess,Indiana,0.406029263370333
17015,Carroll,Illinois,0.40597805524025726
20117,Marshall,Kansas,0.40597805524025726
47151,Scott,Tennessee,0.40597805524025726
23023,Sagadahoc,Maine,0.40592686002522066
20005,Atchison,Kansas,0.40592686002522066
04023,Santa Cruz,Arizona,0.40592686002522066
20149,Pottawatomie,Kansas,0.40592686002522066
01001,Autauga,Alabama,0.4058756777203379
51660,Harrisonburg city,Virginia,0.4058756777203379
06005,Amador,California,0.4058245083207262
13295,Walker,Georgia,0.4058245083207262
21001,Adair,Kentucky,0.4057733518215051
29015,Benton,Missouri,0.4057733518215051
17131,Mercer,Illinois,0.4056710775047259
51131,Northampton,Virginia,0.4056710775047259
48219,Hockley,Texas,0.4056710775047259
17041,Douglas,Illinois,0.4056710775047259
39001,Adams,Ohio,0.4056199596774194
20191,Sumner,Kansas,0.4056199596774194
28123,Scott,Mississippi,0.4056199596774194
47039,Decatur,Tennessee,0.4055177626606198
48313,Madison,Texas,0.4055177626606198
28155,Webster,Mississippi,0.40546668346139314
48057,Calhoun,Texas,0.40546668346139314
48255,Karnes,Texas,0.40536456365697016
23021,Piscataquis,Maine,0.4053135230420549
51197,Wythe,Virginia,0.4053135230420549
27133,Rock,Minnesota,0.4053135230420549
31067,Gage,Nebraska,0.4053135230420549
56009,Converse,Wyoming,0.4053135230420549
24019,Dorchester,Maryland,0.4052624952788619
37017,Bladen,North Carolina,0.4052624952788619
51790,Staunton city,Virginia,0.4052114803625378
17057,Fulton,Illinois,0.4052114803625378
51071,Giles,Virginia,0.4051604782882316
29167,Polk,Missouri,0.4051094890510949
19109,Kossuth,Iowa,0.4051094890510949
08075,Logan,Colorado,0.4050585126462816
29139,Montgomery,Missouri,0.40500754906894815
51093,Isle of Wight,Virginia,0.40500754906894815
04007,Gila,Arizona,0.40500754906894815
01025,Clarke,Alabama,0.40495659831425335
13293,Upson,Georgia,0.4049056603773585
28031,Covington,Mississippi,0.4049056603773585
20059,Franklin,Kansas,0.4049056603773585
20113,McPherson,Kansas,0.4047529234251226
13207,Monroe,Georgia,0.4047529234251226
25019,Nantucket,Massachusetts,0.4047020367110888
48395,Robertson,Texas,0.4046511627906977
39121,Noble,Ohio,0.4046511627906977
41035,Klamath,Oregon,0.4046003016591252
29049,Clinton,Missouri,0.40449861774315155
02130,Ketchikan Gateway Borough,Alaska,0.40434618766486624
19085,Harrison,Iowa,0.40429540316503393
37013,Beaufort,North Carolina,0.40429540316503393
40103,Noble,Oklahoma,0.40429540316503393
49019,Grand,Utah,0.40424463142031897
05149,Yell,Arkansas,0.40424463142031897
29003,Andrew,Missouri,0.40419387242591664
21101,Henderson,Kentucky,0.40419387242591664
48483,Wheeler,Texas,0.40419387242591664
48239,Jackson,Texas,0.40414312617702447
51073,Gloucester,Virginia,0.40409239266884256
18119,Owen,Indiana,0.4039909638554217
48019,Bandera,Texas,0.4039909638554217
26131,Ontonagon,Michigan,0.4039909638554217
36023,Cortland,New York,0.4039402685405948
48297,Live Oak,Texas,0.4039402685405948
28145,Union,Mississippi,0.4037882589061716
16061,Lewis,Idaho,0.4037882589061716
48287,Lee,Texas,0.4037376144487646
45021,Cherokee,South Carolina,0.4037376144487646
28117,Prentiss,Mississippi,0.4037376144487646
30041,Hill,Montana,0.4036869826937547
22025,Catahoula Parish,Louisiana,0.4036363636363636
19097,Jackson,Iowa,0.4036363636363636
26143,Roscommon,Michigan,0.4036363636363636
31023,Butler,Nebraska,0.40358575727181545
48163,Frio,Texas,0.4035351635953366
13311,White,Georgia,0.4034845826021559
28065,Jefferson Davis,Mississippi,0.4034340142875047
18047,Franklin,Indiana,0.4034340142875047
17191,Wayne,Illinois,0.4034340142875047
55099,Price,Wisconsin,0.40338345864661657
05037,Cross,Arkansas,0.40333291567472745
13055,Chattooga,Georgia,0.40333291567472745
28093,Marshall,Mississippi,0.40328238536707595
01093,Marion,Alabama,0.40328238536707595
37069,Franklin,North Carolina,0.4032318677189027
54103,Wetzel,West Virginia,0.4032318677189027
31177,Washington,Nebraska,0.4031813627254509
17017,Cass,Illinois,0.4031813627254509
47007,Bledsoe,Tennessee,0.4031308703819662
48145,Falls,Texas,0.40308039068369644
40045,Ellis,Oklahoma,0.40297946920380573
29107,Lafayette,Missouri,0.40292902741269243
39143,Sandusky,Ohio,0.40292902741269243
19161,Sac,Iowa,0.4028281817044175
21055,Crittenden,Kentucky,0.4028281817044175
47025,Claiborne,Tennessee,0.4027777777777778
13225,Peach,Georgia,0.4027777777777778
45039,Fairfield,South Carolina,0.4027777777777778
12023,Columbia,Florida,0.40272738646315526
24035,Queen Anne's,Maryland,0.40272738646315526
27089,Marshall,Minnesota,0.4026266416510319
46029,Codington,South Dakota,0.4026266416510319
32023,Nye,Nevada,0.40257628814407204
31025,Cass,Nebraska,0.40252594723021135
37061,Duplin,North Carolina,0.40252594723021135
39117,Morrow,Ohio,0.40252594723021135
05029,Conway,Arkansas,0.40247561890472616
28129,Smith,Mississippi,0.4024253031628954
28095,Monroe,Mississippi,0.402375
18015,Carroll,Indiana,0.402375
18049,Fulton,Indiana,0.402375
51187,Warren,Virginia,0.402375
17103,Lee,Illinois,0.4023247094113236
54019,Fayette,West Virginia,0.4023247094113236
29063,DeKalb,Missouri,0.40227443139215197
51047,Culpeper,Virginia,0.4022241659377733
40151,Woods,Oklahoma,0.4022241659377733
48077,Clay,Texas,0.4022241659377733
17123,Marshall,Illinois,0.40217391304347827
21017,Bourbon,Kentucky,0.40217391304347827
45033,Dillon,South Carolina,0.40217391304347827
01079,Lawrence,Alabama,0.40217391304347827
47071,Hardin,Tennessee,0.4021236727045597
48489,Willacy,Texas,0.4021236727045597
54017,Doddridge,West Virginia,0.4021236727045597
47185,White,Tennessee,0.40207344491631275
46125,Turner,South Dakota,0.40207344491631275
24029,Kent,Maryland,0.4020232296740352
37199,Yancey,North Carolina,0.4020232296740352
45027,Clarendon,South Carolina,0.4020232296740352
28003,Alcorn,Mississippi,0.4020232296740352
18135,Randolph,Indiana,0.40197302697302695
27117,Pipestone,Minnesota,0.40197302697302695
48171,Gillespie,Texas,0.4019228368085903
29065,Dent,Missouri,0.4019228368085903
22023,Cameron Parish,Louisiana,0.4019228368085903
40039,Custer,Oklahoma,0.40187265917603
01109,Pike,Alabama,0.40187265917603
25007,Dukes,Massachusetts,0.40187265917603
30043,Jefferson,Montana,0.40182249407065285
26085,Lake,Michigan,0.40182249407065285
29137,Monroe,Missouri,0.40182249407065285
47161,Stewart,Tennessee,0.40177234148776836
48455,Trinity,Texas,0.40177234148776836
29073,Gasconade,Missouri,0.4017222014226881
13147,Hart,Georgia,0.40167207387072623
48391,Refugio,Texas,0.40167207387072623
51630,Fredericksburg city,Virginia,0.40167207387072623
18165,Vermillion,Indiana,0.401621958827199
26053,Gogebic,Michigan,0.401621958827199
51735,Poquoson city,Virginia,0.4015217662467257
48159,Franklin,Texas,0.4015217662467257
24041,Talbot,Maryland,0.40147168870042405
29079,Grundy,Missouri,0.40147168870042405
47123,Monroe,Tennessee,0.40142162364384587
05059,Hot Spring,Arkansas,0.40142162364384587
40029,Coal,Oklahoma,0.40142162364384587
49037,San Juan,Utah,0.40142162364384587
54065,Morgan,West Virginia,0.4013715710723192
18139,Rush,Indiana,0.4013715710723192
20051,Ellis,Kansas,0.4013715710723192
45029,Colleton,South Carolina,0.4013215309811744
28037,Franklin,Mississippi,0.4013215309811744
13143,Haralson,Georgia,0.40122148822136355
51109,Louisa,Virginia,0.40122148822136355
18145,Shelby,Indiana,0.40122148822136355
06093,Siskiyou,California,0.4011714855433699
50015,Lamoille,Vermont,0.4011714855433699
39075,Holmes,Ohio,0.4010715175679043
06101,Sutter,California,0.40102155226111874
51099,King George,Virginia,0.40102155226111874
06043,Mariposa,California,0.40097159940209265
32005,Douglas,Nevada,0.4009216589861751
13209,Montgomery,Georgia,0.4008717310087173
13181,Lincoln,Georgia,0.4008717310087173
17107,Logan,Illinois,0.40082181546507284
46079,Lake,South Dakota,0.40082181546507284
47139,Polk,Tennessee,0.40082181546507284
29105,Laclede,Missouri,0.4007719123505976
51103,Lancaster,Virginia,0.4007719123505976
18023,Clinton,Indiana,0.4007220216606498
21121,Knox,Kentucky,0.4007220216606498
36057,Montgomery,New York,0.4007220216606498
22087,St. Bernard Parish,Louisiana,0.40067214339059
27015,Brown,Minnesota,0.40062227753578095
54001,Barbour,West Virginia,0.40062227753578095
29007,Audrain,Missouri,0.40062227753578095
48089,Colorado,Texas,0.40062227753578095
48253,Jones,Texas,0.40057242409158783
01067,Henry,Alabama,0.40057242409158783
51683,Manassas city,Virginia,0.40057242409158783
21155,Marion,Kentucky,0.4005225830533781
49025,Kane,Utah,0.4004229381763901
37167,Stanly,North Carolina,0.4004229381763901
51185,Tazewell,Virginia,0.400273563790102
02261,Valdez-Cordova Census Area,Alaska,0.400273563790102
13237,Putnam,Georgia,0.400273563790102
01107,Pickens,Alabama,0.4001740427647936
53047,Okanogan,Washington,0.4000745712155108
51083,Halifax,Virginia,0.40002485398285076
48003,Andrews,Texas,0.40002485398285076
05141,Van Buren,Arkansas,0.40002485398285076
21193,Perry,Kentucky,0.40002485398285076
37007,Anson,North Carolina,0.3999751491053678
17185,Wabash,Illinois,0.39987577639751554
19145,Page,Iowa,0.39987577639751554
51157,Rappahannock,Virginia,0.3998261085579431
49017,Garfield,Utah,0.3998261085579431
54025,Greenbrier,West Virginia,0.3998261085579431
13233,Polk,Georgia,0.3998261085579431
08021,Conejos,Colorado,0.3997764530551416
21087,Green,Kentucky,0.3996771790414701
46013,Brown,South Dakota,0.3996275605214153
08083,Montezuma,Colorado,0.39947877885331345
36035,Fulton,New York,0.3994292095793523
18093,Lawrence,Indiana,0.3994292095793523
18181,White,Indiana,0.3994292095793523
55091,Pepin,Wisconsin,0.39937965260545905
13241,Rabun,Georgia,0.39937965260545905
22123,West Carroll Parish,Louisiana,0.3993301079270562
56003,Big Horn,Wyoming,0.3993301079270562
45055,Kershaw,South Carolina,0.39928057553956836
17039,De Witt,Illinois,0.3992310554384224
08093,Park,Colorado,0.3992310554384224
18183,Whitley,Indiana,0.3992310554384224
05055,Greene,Arkansas,0.39908256880733944
18017,Cass,Indiana,0.3990330978058758
28061,Jasper,Mississippi,0.3990330978058758
35023,Hidalgo,New Mexico,0.3990330978058758
37053,Currituck,North Carolina,0.3990330978058758
26097,Mackinac,Michigan,0.39898363906792267
05047,Franklin,Arkansas,0.39898363906792267
38093,Stutsman,North Dakota,0.39893419258892054
29147,Nodaway,Missouri,0.39888475836431225
36033,Franklin,New York,0.39888475836431225
29027,Callaway,Missouri,0.39888475836431225
31175,Valley,Nebraska,0.39888475836431225
53021,Franklin,Washington,0.39878592666005946
48031,Blanco,Texas,0.39878592666005946
17133,Monroe,Illinois,0.39868714391875154
