geoid,county,state,communityId,intermediateCommunityIds
24025,Harford,Maryland,1664,[1664]
51131,Northampton,Virginia,1664,[1664]
51680,Lynchburg city,Virginia,1664,[1664]
51790,Staunton city,Virginia,1664,[1664]
51630,Fredericksburg city,Virginia,1664,[1664]
51820,Waynesboro city,Virginia,1664,[1664]
51115,Mathews,Virginia,1664,[1664]
51077,Grayson,Virginia,1664,[1664]
51045,Craig,Virginia,1664,[1664]
51005,Alleghany,Virginia,1664,[1664]
51595,Emporia city,Virginia,1664,[1664]
51620,Franklin city,Virginia,1664,[1664]
51181,Surry,Virginia,1664,[1664]
51049,Cumberland,Virginia,1664,[1664]
51017,Bath,Virginia,1664,[1664]
51530,Buena Vista city,Virginia,1664,[1664]
51067,Franklin,Virginia,1664,[1664]
51051,Dickenson,Virginia,1664,[1664]
51690,Martinsville city,Virginia,1664,[1664]
51111,Lunenburg,Virginia,1664,[1664]
51025,Brunswick,Virginia,1664,[1664]
54019,Fayette,West Virginia,1664,[1664]
51027,Buchanan,Virginia,1664,[1664]
51011,Appomattox,Virginia,1664,[1664]
54023,Grant,West Virginia,1664,[1664]
51163,Rockbridge,Virginia,1664,[1664]
51640,Galax city,Virginia,1664,[1664]
37015,Bertie,North Carolina,1664,[1664]
51570,Colonial Heights city,Virginia,1664,[1664]
51097,King and Queen,Virginia,1664,[1664]
51175,Southampton,Virginia,1664,[1664]
51081,Greensville,Virginia,1664,[1664]
51185,Tazewell,Virginia,1664,[1664]
51107,Loudoun,Virginia,1664,[1664]
51087,Henrico,Virginia,1664,[1664]
51730,Petersburg city,Virginia,1664,[1664]
51760,Richmond city,Virginia,1664,[1664]
51013,Arlington,Virginia,1664,[1664]
24045,Wicomico,Maryland,1664,[1664]
51153,Prince William,Virginia,1664,[1664]
37131,Northampton,North Carolina,1664,[1664]
24027,Howard,Maryland,1664,[1664]
17007,Boone,Illinois,1789,[1789]
17111,McHenry,Illinois,1789,[1789]
26109,Menominee,Michigan,1789,[1789]
26131,Ontonagon,Michigan,1789,[1789]
55015,Calumet,Wisconsin,1789,[1789]
55065,Lafayette,Wisconsin,1789,[1789]
55099,Price,Wisconsin,1789,[1789]
55141,Wood,Wisconsin,1789,[1789]
55051,Iron,Wisconsin,1789,[1789]
55003,Ashland,Wisconsin,1789,[1789]
26013,Baraga,Michigan,1789,[1789]
55049,Iowa,Wisconsin,1789,[1789]
55085,Oneida,Wisconsin,1789,[1789]
55105,Rock,Wisconsin,1789,[1789]
55127,Walworth,Wisconsin,1789,[1789]
17201,Winnebago,Illinois,1789,[1789]
55053,Jackson,Wisconsin,1789,[1789]
55035,Eau Claire,Wisconsin,1789,[1789]
55059,Kenosha,Wisconsin,1789,[1789]
55077,Marquette,Wisconsin,1789,[1789]
55097,Portage,Wisconsin,1789,[1789]
55101,Racine,Wisconsin,1789,[1789]
55073,Marathon,Wisconsin,1789,[1789]
55111,Sauk,Wisconsin,1789,[1789]
17063,Grundy,Illinois,1789,[1789]
17177,Stephenson,Illinois,1789,[1789]
17195,Whiteside,Illinois,1789,[1789]
55029,Door,Wisconsin,1789,[1789]
26053,Gogebic,Michigan,1789,[1789]
55041,Forest,Wisconsin,1789,[1789]
55121,Trempealeau,Wisconsin,1789,[1789]
55123,Vernon,Wisconsin,1789,[1789]
55135,Waupaca,Wisconsin,1789,[1789]
55119,Taylor,Wisconsin,1789,[1789]
17093,Kendall,Illinois,1789,[1789]
17141,Ogle,Illinois,1789,[1789]
55071,Manitowoc,Wisconsin,1789,[1789]
55033,Dunn,Wisconsin,1789,[1789]
55083,Oconto,Wisconsin,1789,[1789]
55139,Winnebago,Wisconsin,1789,[1789]
55089,Ozaukee,Wisconsin,1789,[1789]
55117,Sheboygan,Wisconsin,1789,[1789]
55115,Shawano,Wisconsin,1789,[1789]
26061,Houghton,Michigan,1789,[1789]
55057,Juneau,Wisconsin,1789,[1789]
17197,Will,Illinois,1789,[1789]
55025,Dane,Wisconsin,1789,[1789]
55063,La Crosse,Wisconsin,1789,[1789]
55133,Waukesha,Wisconsin,1789,[1789]
55081,Monroe,Wisconsin,1789,[1789]
55107,Rusk,Wisconsin,1789,[1789]
26043,Dickinson,Michigan,1789,[1789]
17037,DeKalb,Illinois,1789,[1789]
26071,Iron,Michigan,1789,[1789]
55017,Chippewa,Wisconsin,1789,[1789]
55045,Green,Wisconsin,1789,[1789]
55009,Brown,Wisconsin,1789,[1789]
55023,Crawford,Wisconsin,1789,[1789]
55087,Outagamie,Wisconsin,1789,[1789]
55011,Buffalo,Wisconsin,1789,[1789]
17015,Carroll,Illinois,1789,[1789]
55001,Adams,Wisconsin,1789,[1789]
17103,Lee,Illinois,1789,[1789]
55027,Dodge,Wisconsin,1789,[1789]
17155,Putnam,Illinois,1789,[1789]
55067,Langlade,Wisconsin,1789,[1789]
17097,Lake,Illinois,1789,[1789]
55055,Jefferson,Wisconsin,1789,[1789]
55061,Kewaunee,Wisconsin,1789,[1789]
17089,Kane,Illinois,1789,[1789]
26103,Marquette,Michigan,1789,[1789]
17031,Cook,Illinois,1789,[1789]
55078,Menominee,Wisconsin,1789,[1789]
17043,DuPage,Illinois,1789,[1789]
17099,LaSalle,Illinois,1789,[1789]
17011,Bureau,Illinois,1789,[1789]
17085,Jo Daviess,Illinois,1789,[1789]
55037,Florence,Wisconsin,1789,[1789]
55039,Fond du Lac,Wisconsin,1789,[1789]
55075,Marinette,Wisconsin,1789,[1789]
55137,Waushara,Wisconsin,1789,[1789]
55113,Sawyer,Wisconsin,1789,[1789]
55021,Columbia,Wisconsin,1789,[1789]
55125,Vilas,Wisconsin,1789,[1789]
55079,Milwaukee,Wisconsin,1789,[1789]
27055,Houston,Minnesota,1789,[1789]
26083,Keweenaw,Michigan,1789,[1789]
55005,Barron,Wisconsin,1789,[1789]
55043,Grant,Wisconsin,1789,[1789]
55047,Green Lake,Wisconsin,1789,[1789]
55103,Richland,Wisconsin,1789,[1789]
55019,Clark,Wisconsin,1789,[1789]
55069,Lincoln,Wisconsin,1789,[1789]
55131,Washington,Wisconsin,1789,[1789]
26041,Delta,Michigan,1789,[1789]
20107,Linn,Kansas,1889,[1889]
20053,Ellsworth,Kansas,1889,[1889]
20031,Coffey,Kansas,1889,[1889]
20011,Bourbon,Kansas,1889,[1889]
20173,Sedgwick,Kansas,1889,[1889]
20177,Shawnee,Kansas,1889,[1889]
20169,Saline,Kansas,1889,[1889]
29087,Holt,Missouri,1889,[1889]
20143,Ottawa,Kansas,1889,[1889]
20077,Harper,Kansas,1889,[1889]
20111,Lyon,Kansas,1889,[1889]
20043,Doniphan,Kansas,1889,[1889]
20047,Edwards,Kansas,1889,[1889]
20205,Wilson,Kansas,1889,[1889]
20013,Brown,Kansas,1889,[1889]
20071,Greeley,Kansas,1889,[1889]
20157,Republic,Kansas,1889,[1889]
20021,Cherokee,Kansas,1889,[1889]
20099,Labette,Kansas,1889,[1889]
20191,Sumner,Kansas,1889,[1889]
20137,Norton,Kansas,1889,[1889]
20123,Mitchell,Kansas,1889,[1889]
20059,Franklin,Kansas,1889,[1889]
20095,Kingman,Kansas,1889,[1889]
20147,Phillips,Kansas,1889,[1889]
20207,Woodson,Kansas,1889,[1889]
20113,McPherson,Kansas,1889,[1889]
20197,Wabaunsee,Kansas,1889,[1889]
20007,Barber,Kansas,1889,[1889]
20025,Clark,Kansas,1889,[1889]
20033,Comanche,Kansas,1889,[1889]
20097,Kiowa,Kansas,1889,[1889]
20083,Hodgeman,Kansas,1889,[1889]
20109,Logan,Kansas,1889,[1889]
20135,Ness,Kansas,1889,[1889]
20141,Osborne,Kansas,1889,[1889]
20145,Pawnee,Kansas,1889,[1889]
20165,Rush,Kansas,1889,[1889]
20167,Russell,Kansas,1889,[1889]
20163,Rooks,Kansas,1889,[1889]
20019,Chautauqua,Kansas,1889,[1889]
20119,Meade,Kansas,1889,[1889]
20183,Smith,Kansas,1889,[1889]
20089,Jewell,Kansas,1889,[1889]
20101,Lane,Kansas,1889,[1889]
20179,Sheridan,Kansas,1889,[1889]
20203,Wichita,Kansas,1889,[1889]
20065,Graham,Kansas,1889,[1889]
20081,Haskell,Kansas,1889,[1889]
20195,Trego,Kansas,1889,[1889]
20069,Gray,Kansas,1889,[1889]
20093,Kearny,Kansas,1889,[1889]
20129,Morton,Kansas,1889,[1889]
20175,Seward,Kansas,1889,[1889]
20189,Stevens,Kansas,1889,[1889]
20115,Marion,Kansas,1889,[1889]
20133,Neosho,Kansas,1889,[1889]
20029,Cloud,Kansas,1889,[1889]
20041,Dickinson,Kansas,1889,[1889]
20131,Nemaha,Kansas,1889,[1889]
20149,Pottawatomie,Kansas,1889,[1889]
20035,Cowley,Kansas,1889,[1889]
20139,Osage,Kansas,1889,[1889]
20017,Chase,Kansas,1889,[1889]
20037,Crawford,Kansas,1889,[1889]
20005,Atchison,Kansas,1889,[1889]
20039,Decatur,Kansas,1889,[1889]
20049,Elk,Kansas,1889,[1889]
20085,Jackson,Kansas,1889,[1889]
20063,Gove,Kansas,1889,[1889]
20105,Lincoln,Kansas,1889,[1889]
20187,Stanton,Kansas,1889,[1889]
20199,Wallace,Kansas,1889,[1889]
20001,Allen,Kansas,1889,[1889]
20009,Barton,Kansas,1889,[1889]
20159,Rice,Kansas,1889,[1889]
20073,Greenwood,Kansas,1889,[1889]
20209,Wyandotte,Kansas,1889,[1889]
20015,Butler,Kansas,1889,[1889]
20003,Anderson,Kansas,1889,[1889]
20055,Finney,Kansas,1889,[1889]
20103,Leavenworth,Kansas,1889,[1889]
20087,Jefferson,Kansas,1889,[1889]
20061,Geary,Kansas,1889,[1889]
20091,Johnson,Kansas,1889,[1889]
20117,Marshall,Kansas,1889,[1889]
20045,Douglas,Kansas,1889,[1889]
20155,Reno,Kansas,1889,[1889]
20121,Miami,Kansas,1889,[1889]
20051,Ellis,Kansas,1889,[1889]
20027,Clay,Kansas,1889,[1889]
20057,Ford,Kansas,1889,[1889]
20067,Grant,Kansas,1889,[1889]
20125,Montgomery,Kansas,1889,[1889]
20185,Stafford,Kansas,1889,[1889]
20201,Washington,Kansas,1889,[1889]
20079,Harvey,Kansas,1889,[1889]
20171,Scott,Kansas,1889,[1889]
20181,Sherman,Kansas,1889,[1889]
20193,Thomas,Kansas,1889,[1889]
20161,Riley,Kansas,1889,[1889]
20151,Pratt,Kansas,1889,[1889]
20075,Hamilton,Kansas,1889,[1889]
20127,Morris,Kansas,1889,[1889]
36069,Ontario,New York,2084,[2084]
42005,Armstrong,Pennsylvania,2084,[2084]
36003,Allegany,New York,2084,[2084]
23007,Franklin,Maine,2084,[2084]
23013,Knox,Maine,2084,[2084]
23025,Somerset,Maine,2084,[2084]
33007,Coos,New Hampshire,2084,[2084]
33017,Strafford,New Hampshire,2084,[2084]
36007,Broome,New York,2084,[2084]
36017,Chenango,New York,2084,[2084]
36019,Clinton,New York,2084,[2084]
36021,Columbia,New York,2084,[2084]
12097,Osceola,Florida,2084,[2084]
25011,Franklin,Massachusetts,2084,[2084]
33013,Merrimack,New Hampshire,2084,[2084]
36093,Schenectady,New York,2084,[2084]
42035,Clinton,Pennsylvania,2084,[2084]
36073,Orleans,New York,2084,[2084]
36079,Putnam,New York,2084,[2084]
09011,New London,Connecticut,2084,[2084]
12055,Highlands,Florida,2084,[2084]
42065,Jefferson,Pennsylvania,2084,[2084]
36051,Livingston,New York,2084,[2084]
36075,Oswego,New York,2084,[2084]
44001,Bristol,Rhode Island,2084,[2084]
36067,Onondaga,New York,2084,[2084]
09005,Litchfield,Connecticut,2084,[2084]
34007,Camden,New Jersey,2084,[2084]
34039,Union,New Jersey,2084,[2084]
36009,Cattaraugus,New York,2084,[2084]
24015,Cecil,Maryland,2084,[2084]
33001,Belknap,New Hampshire,2084,[2084]
50021,Rutland,Vermont,2084,[2084]
09003,Hartford,Connecticut,2084,[2084]
12107,Putnam,Florida,2084,[2084]
23009,Hancock,Maine,2084,[2084]
23023,Sagadahoc,Maine,2084,[2084]
33005,Cheshire,New Hampshire,2084,[2084]
34011,Cumberland,New Jersey,2084,[2084]
34019,Hunterdon,New Jersey,2084,[2084]
34041,Warren,New Jersey,2084,[2084]
36001,Albany,New York,2084,[2084]
36027,Dutchess,New York,2084,[2084]
36055,Monroe,New York,2084,[2084]
36119,Westchester,New York,2084,[2084]
36121,Wyoming,New York,2084,[2084]
42001,Adams,Pennsylvania,2084,[2084]
42045,Delaware,Pennsylvania,2084,[2084]
42113,Sullivan,Pennsylvania,2084,[2084]
42119,Union,Pennsylvania,2084,[2084]
42121,Venango,Pennsylvania,2084,[2084]
42127,Wayne,Pennsylvania,2084,[2084]
50013,Grand Isle,Vermont,2084,[2084]
12047,Hamilton,Florida,2084,[2084]
12101,Pasco,Florida,2084,[2084]
12031,Duval,Florida,2084,[2084]
34017,Hudson,New Jersey,2084,[2084]
42015,Bradford,Pennsylvania,2084,[2084]
42077,Lehigh,Pennsylvania,2084,[2084]
36057,Montgomery,New York,2084,[2084]
42085,Mercer,Pennsylvania,2084,[2084]
42131,Wyoming,Pennsylvania,2084,[2084]
36015,Chemung,New York,2084,[2084]
23011,Kennebec,Maine,2084,[2084]
23031,York,Maine,2084,[2084]
25001,Barnstable,Massachusetts,2084,[2084]
25009,Essex,Massachusetts,2084,[2084]
25015,Hampshire,Massachusetts,2084,[2084]
25025,Suffolk,Massachusetts,2084,[2084]
25027,Worcester,Massachusetts,2084,[2084]
34003,Bergen,New Jersey,2084,[2084]
34015,Gloucester,New Jersey,2084,[2084]
34021,Mercer,New Jersey,2084,[2084]
34029,Ocean,New Jersey,2084,[2084]
34031,Passaic,New Jersey,2084,[2084]
36005,Bronx,New York,2084,[2084]
36029,Erie,New York,2084,[2084]
36099,Seneca,New York,2084,[2084]
42019,Butler,Pennsylvania,2084,[2084]
42025,Carbon,Pennsylvania,2084,[2084]
42053,Forest,Pennsylvania,2084,[2084]
42057,Fulton,Pennsylvania,2084,[2084]
42059,Greene,Pennsylvania,2084,[2084]
42063,Indiana,Pennsylvania,2084,[2084]
42069,Lackawanna,Pennsylvania,2084,[2084]
42079,Luzerne,Pennsylvania,2084,[2084]
42097,Northumberland,Pennsylvania,2084,[2084]
42101,Philadelphia,Pennsylvania,2084,[2084]
42115,Susquehanna,Pennsylvania,2084,[2084]
44005,Newport,Rhode Island,2084,[2084]
44007,Providence,Rhode Island,2084,[2084]
44009,Washington,Rhode Island,2084,[2084]
36041,Hamilton,New York,2084,[2084]
09001,Fairfield,Connecticut,2084,[2084]
09007,Middlesex,Connecticut,2084,[2084]
12003,Baker,Florida,2084,[2084]
12019,Clay,Florida,2084,[2084]
12085,Martin,Florida,2084,[2084]
25021,Norfolk,Massachusetts,2084,[2084]
42009,Bedford,Pennsylvania,2084,[2084]
42129,Westmoreland,Pennsylvania,2084,[2084]
50023,Washington,Vermont,2084,[2084]
12109,St. Johns,Florida,2084,[2084]
12075,Levy,Florida,2084,[2084]
25017,Middlesex,Massachusetts,2084,[2084]
34005,Burlington,New Jersey,2084,[2084]
36105,Sullivan,New York,2084,[2084]
12069,Lake,Florida,2084,[2084]
25023,Plymouth,Massachusetts,2084,[2084]
36085,Richmond,New York,2084,[2084]
42071,Lancaster,Pennsylvania,2084,[2084]
42105,Potter,Pennsylvania,2084,[2084]
34025,Monmouth,New Jersey,2084,[2084]
23003,Aroostook,Maine,2084,[2084]
25013,Hampden,Massachusetts,2084,[2084]
34037,Sussex,New Jersey,2084,[2084]
36043,Herkimer,New York,2084,[2084]
36071,Orange,New York,2084,[2084]
33009,Grafton,New Hampshire,2084,[2084]
36035,Fulton,New York,2084,[2084]
36065,Oneida,New York,2084,[2084]
13049,Charlton,Georgia,2084,[2084]
36053,Madison,New York,2084,[2084]
09015,Windham,Connecticut,2084,[2084]
36083,Rensselaer,New York,2084,[2084]
36091,Saratoga,New York,2084,[2084]
42013,Blair,Pennsylvania,2084,[2084]
12015,Charlotte,Florida,2084,[2084]
25019,Nantucket,Massachusetts,2084,[2084]
33003,Carroll,New Hampshire,2084,[2084]
36011,Cayuga,New York,2084,[2084]
42051,Fayette,Pennsylvania,2084,[2084]
44003,Kent,Rhode Island,2084,[2084]
36123,Yates,New York,2084,[2084]
50007,Chittenden,Vermont,2084,[2084]
23027,Waldo,Maine,2084,[2084]
25005,Bristol,Massachusetts,2084,[2084]
36109,Tompkins,New York,2084,[2084]
12053,Hernando,Florida,2084,[2084]
23021,Piscataquis,Maine,2084,[2084]
36033,Franklin,New York,2084,[2084]
50019,Orleans,Vermont,2084,[2084]
34009,Cape May,New Jersey,2084,[2084]
12087,Monroe,Florida,2084,[2084]
25007,Dukes,Massachusetts,2084,[2084]
33015,Rockingham,New Hampshire,2084,[2084]
36059,Nassau,New York,2084,[2084]
42011,Berks,Pennsylvania,2084,[2084]
42067,Juniata,Pennsylvania,2084,[2084]
42095,Northampton,Pennsylvania,2084,[2084]
42021,Cambria,Pennsylvania,2084,[2084]
42041,Cumberland,Pennsylvania,2084,[2084]
42075,Lebanon,Pennsylvania,2084,[2084]
42091,Montgomery,Pennsylvania,2084,[2084]
23005,Cumberland,Maine,2084,[2084]
36081,Queens,New York,2084,[2084]
36111,Ulster,New York,2084,[2084]
42029,Chester,Pennsylvania,2084,[2084]
42103,Pike,Pennsylvania,2084,[2084]
42133,York,Pennsylvania,2084,[2084]
34027,Morris,New Jersey,2084,[2084]
42033,Clearfield,Pennsylvania,2084,[2084]
42123,Warren,Pennsylvania,2084,[2084]
23015,Lincoln,Maine,2084,[2084]
50015,Lamoille,Vermont,2084,[2084]
12089,Nassau,Florida,2084,[2084]
42043,Dauphin,Pennsylvania,2084,[2084]
34023,Middlesex,New Jersey,2084,[2084]
36087,Rockland,New York,2084,[2084]
36103,Suffolk,New York,2084,[2084]
09013,Tolland,Connecticut,2084,[2084]
10001,Kent,Delaware,2084,[2084]
10003,New Castle,Delaware,2084,[2084]
10005,Sussex,Delaware,2084,[2084]
12061,Indian River,Florida,2084,[2084]
12043,Glades,Florida,2084,[2084]
12051,Hendry,Florida,2084,[2084]
12093,Okeechobee,Florida,2084,[2084]
12065,Jefferson,Florida,2084,[2084]
12049,Hardee,Florida,2084,[2084]
12079,Madison,Florida,2084,[2084]
12123,Taylor,Florida,2084,[2084]
42039,Crawford,Pennsylvania,2084,[2084]
34001,Atlantic,New Jersey,2084,[2084]
42027,Centre,Pennsylvania,2084,[2084]
42055,Franklin,Pennsylvania,2084,[2084]
42061,Huntingdon,Pennsylvania,2084,[2084]
42117,Tioga,Pennsylvania,2084,[2084]
42107,Schuylkill,Pennsylvania,2084,[2084]
12021,Collier,Florida,2084,[2084]
23029,Washington,Maine,2084,[2084]
33019,Sullivan,New Hampshire,2084,[2084]
34035,Somerset,New Jersey,2084,[2084]
36077,Otsego,New York,2084,[2084]
36089,St. Lawrence,New York,2084,[2084]
36023,Cortland,New York,2084,[2084]
36115,Washington,New York,2084,[2084]
42089,Monroe,Pennsylvania,2084,[2084]
42093,Montour,Pennsylvania,2084,[2084]
42109,Snyder,Pennsylvania,2084,[2084]
50001,Addison,Vermont,2084,[2084]
50003,Bennington,Vermont,2084,[2084]
50025,Windham,Vermont,2084,[2084]
23017,Oxford,Maine,2084,[2084]
36049,Lewis,New York,2084,[2084]
36117,Wayne,New York,2084,[2084]
50011,Franklin,Vermont,2084,[2084]
50017,Orange,Vermont,2084,[2084]
36113,Warren,New York,2084,[2084]
36025,Delaware,New York,2084,[2084]
36039,Greene,New York,2084,[2084]
23001,Androscoggin,Maine,2084,[2084]
42099,Perry,Pennsylvania,2084,[2084]
42049,Erie,Pennsylvania,2084,[2084]
34033,Salem,New Jersey,2084,[2084]
12121,Suwannee,Florida,2084,[2084]
42081,Lycoming,Pennsylvania,2084,[2084]
42111,Somerset,Pennsylvania,2084,[2084]
12007,Bradford,Florida,2084,[2084]
42037,Columbia,Pennsylvania,2084,[2084]
12027,DeSoto,Florida,2084,[2084]
12029,Dixie,Florida,2084,[2084]
12041,Gilchrist,Florida,2084,[2084]
12125,Union,Florida,2084,[2084]
36097,Schuyler,New York,2084,[2084]
50009,Essex,Vermont,2084,[2084]
36107,Tioga,New York,2084,[2084]
42023,Cameron,Pennsylvania,2084,[2084]
25003,Berkshire,Massachusetts,2084,[2084]
42003,Allegheny,Pennsylvania,2084,[2084]
42047,Elk,Pennsylvania,2084,[2084]
12023,Columbia,Florida,2084,[2084]
36061,New York,New York,2084,[2084]
50005,Caledonia,Vermont,2084,[2084]
12009,Brevard,Florida,2084,[2084]
12095,Orange,Florida,2084,[2084]
12039,Gadsden,Florida,2084,[2084]
12127,Volusia,Florida,2084,[2084]
23019,Penobscot,Maine,2084,[2084]
36045,Jefferson,New York,2084,[2084]
42007,Beaver,Pennsylvania,2084,[2084]
12083,Marion,Florida,2084,[2084]
12071,Lee,Florida,2084,[2084]
42017,Bucks,Pennsylvania,2084,[2084]
12105,Polk,Florida,2084,[2084]
12001,Alachua,Florida,2084,[2084]
50027,Windsor,Vermont,2084,[2084]
09009,New Haven,Connecticut,2084,[2084]
42125,Washington,Pennsylvania,2084,[2084]
36101,Steuben,New York,2084,[2084]
12017,Citrus,Florida,2084,[2084]
12081,Manatee,Florida,2084,[2084]
42031,Clarion,Pennsylvania,2084,[2084]
42073,Lawrence,Pennsylvania,2084,[2084]
36037,Genesee,New York,2084,[2084]
54077,Preston,West Virginia,2084,[2084]
42083,McKean,Pennsylvania,2084,[2084]
42087,Mifflin,Pennsylvania,2084,[2084]
12011,Broward,Florida,2084,[2084]
12057,Hillsborough,Florida,2084,[2084]
12073,Leon,Florida,2084,[2084]
12086,Miami-Dade,Florida,2084,[2084]
36031,Essex,New York,2084,[2084]
12035,Flagler,Florida,2084,[2084]
12067,Lafayette,Florida,2084,[2084]
12099,Palm Beach,Florida,2084,[2084]
12103,Pinellas,Florida,2084,[2084]
12111,St. Lucie,Florida,2084,[2084]
12115,Sarasota,Florida,2084,[2084]
12117,Seminole,Florida,2084,[2084]
12119,Sumter,Florida,2084,[2084]
33011,Hillsborough,New Hampshire,2084,[2084]
34013,Essex,New Jersey,2084,[2084]
36013,Chautauqua,New York,2084,[2084]
36047,Kings,New York,2084,[2084]
36063,Niagara,New York,2084,[2084]
36095,Schoharie,New York,2084,[2084]
13121,Fulton,Georgia,2354,[2354]
13127,Glynn,Georgia,2354,[2354]
13253,Seminole,Georgia,2354,[2354]
13321,Worth,Georgia,2354,[2354]
37039,Cherokee,North Carolina,2354,[2354]
13123,Gilmer,Georgia,2354,[2354]
13207,Monroe,Georgia,2354,[2354]
13213,Murray,Georgia,2354,[2354]
13293,Upson,Georgia,2354,[2354]
13295,Walker,Georgia,2354,[2354]
47007,Bledsoe,Tennessee,2354,[2354]
47115,Marion,Tennessee,2354,[2354]
47143,Rhea,Tennessee,2354,[2354]
47153,Sequatchie,Tennessee,2354,[2354]
13047,Catoosa,Georgia,2354,[2354]
13059,Clarke,Georgia,2354,[2354]
13063,Clayton,Georgia,2354,[2354]
13071,Colquitt,Georgia,2354,[2354]
13135,Gwinnett,Georgia,2354,[2354]
13161,Jeff Davis,Georgia,2354,[2354]
13185,Lowndes,Georgia,2354,[2354]
13193,Macon,Georgia,2354,[2354]
13217,Newton,Georgia,2354,[2354]
13237,Putnam,Georgia,2354,[2354]
13241,Rabun,Georgia,2354,[2354]
13287,Turner,Georgia,2354,[2354]
13297,Walton,Georgia,2354,[2354]
13313,Whitfield,Georgia,2354,[2354]
13053,Chattahoochee,Georgia,2354,[2354]
13093,Dooly,Georgia,2354,[2354]
13175,Laurens,Georgia,2354,[2354]
13181,Lincoln,Georgia,2354,[2354]
13197,Marion,Georgia,2354,[2354]
13231,Pike,Georgia,2354,[2354]
13263,Talbot,Georgia,2354,[2354]
13269,Taylor,Georgia,2354,[2354]
13307,Webster,Georgia,2354,[2354]
13085,Dawson,Georgia,2354,[2354]
13151,Henry,Georgia,2354,[2354]
13103,Effingham,Georgia,2354,[2354]
13257,Stephens,Georgia,2354,[2354]
37113,Macon,North Carolina,2354,[2354]
13069,Coffee,Georgia,2354,[2354]
37075,Graham,North Carolina,2354,[2354]
13153,Houston,Georgia,2354,[2354]
13009,Baldwin,Georgia,2354,[2354]
01001,Autauga,Alabama,2354,[2354]
01015,Calhoun,Alabama,2354,[2354]
01021,Chilton,Alabama,2354,[2354]
01027,Clay,Alabama,2354,[2354]
01029,Cleburne,Alabama,2354,[2354]
01051,Elmore,Alabama,2354,[2354]
01073,Jefferson,Alabama,2354,[2354]
01081,Lee,Alabama,2354,[2354]
01087,Macon,Alabama,2354,[2354]
01101,Montgomery,Alabama,2354,[2354]
01109,Pike,Alabama,2354,[2354]
01117,Shelby,Alabama,2354,[2354]
01123,Tallapoosa,Alabama,2354,[2354]
13089,DeKalb,Georgia,2354,[2354]
01043,Cullman,Alabama,2354,[2354]
01069,Houston,Alabama,2354,[2354]
01083,Limestone,Alabama,2354,[2354]
01127,Walker,Alabama,2354,[2354]
13067,Cobb,Georgia,2354,[2354]
13285,Troup,Georgia,2354,[2354]
01005,Barbour,Alabama,2354,[2354]
01011,Bullock,Alabama,2354,[2354]
01045,Dale,Alabama,2354,[2354]
01067,Henry,Alabama,2354,[2354]
01113,Russell,Alabama,2354,[2354]
13005,Bacon,Georgia,2354,[2354]
13037,Calhoun,Georgia,2354,[2354]
13061,Clay,Georgia,2354,[2354]
13095,Dougherty,Georgia,2354,[2354]
13099,Early,Georgia,2354,[2354]
13157,Jackson,Georgia,2354,[2354]
13239,Quitman,Georgia,2354,[2354]
13243,Randolph,Georgia,2354,[2354]
13259,Stewart,Georgia,2354,[2354]
13273,Terrell,Georgia,2354,[2354]
01007,Bibb,Alabama,2354,[2354]
01009,Blount,Alabama,2354,[2354]
01019,Cherokee,Alabama,2354,[2354]
01037,Coosa,Alabama,2354,[2354]
01111,Randolph,Alabama,2354,[2354]
01115,St. Clair,Alabama,2354,[2354]
01121,Talladega,Alabama,2354,[2354]
01049,DeKalb,Alabama,2354,[2354]
01055,Etowah,Alabama,2354,[2354]
01077,Lauderdale,Alabama,2354,[2354]
01095,Marshall,Alabama,2354,[2354]
01103,Morgan,Alabama,2354,[2354]
13215,Muscogee,Georgia,2354,[2354]
13087,Decatur,Georgia,2354,[2354]
01017,Chambers,Alabama,2354,[2354]
01071,Jackson,Alabama,2354,[2354]
13015,Bartow,Georgia,2354,[2354]
13039,Camden,Georgia,2354,[2354]
13045,Carroll,Georgia,2354,[2354]
13073,Columbia,Georgia,2354,[2354]
13079,Crawford,Georgia,2354,[2354]
13097,Douglas,Georgia,2354,[2354]
13113,Fayette,Georgia,2354,[2354]
13115,Floyd,Georgia,2354,[2354]
13117,Forsyth,Georgia,2354,[2354]
13129,Gordon,Georgia,2354,[2354]
13143,Haralson,Georgia,2354,[2354]
13149,Heard,Georgia,2354,[2354]
13223,Paulding,Georgia,2354,[2354]
13233,Polk,Georgia,2354,[2354]
13139,Hall,Georgia,2354,[2354]
13081,Crisp,Georgia,2354,[2354]
47139,Polk,Tennessee,2354,[2354]
45073,Oconee,South Carolina,2354,[2354]
13013,Barrow,Georgia,2354,[2354]
13031,Bulloch,Georgia,2354,[2354]
13169,Jones,Georgia,2354,[2354]
15005,Kalawao,Hawaii,2354,[2354]
47121,Meigs,Tennessee,2354,[2354]
13029,Bryan,Georgia,2354,[2354]
37043,Clay,North Carolina,2354,[2354]
47123,Monroe,Tennessee,2354,[2354]
13159,Jasper,Georgia,2354,[2354]
13317,Wilkes,Georgia,2354,[2354]
13195,Madison,Georgia,2354,[2354]
13043,Candler,Georgia,2354,[2354]
13107,Emanuel,Georgia,2354,[2354]
13109,Evans,Georgia,2354,[2354]
13167,Johnson,Georgia,2354,[2354]
13209,Montgomery,Georgia,2354,[2354]
13271,Telfair,Georgia,2354,[2354]
