Date,State,Series_Complete_Yes,Booster_Doses,MMWR_week
2022-03-22,MP,43098.0,20061.0,12
2022-03-22,MO,3405293.0,1413354.0,12
2022-03-22,MN,3870248.0,2184667.0,12
2022-03-22,MI,5957021.0,3174071.0,12
2022-03-22,MH,24984.0,5189.0,12
2022-03-22,ME,1057096.0,575820.0,12
2022-03-22,MD,4506230.0,2233308.0,12
2022-03-22,MA,5378073.0,2700125.0,12
2022-03-22,LA,2465371.0,950597.0,12
2022-03-22,KY,2539942.0,1102128.0,12
2022-03-22,KS,1768132.0,740423.0,12
2022-03-22,IN,3662107.0,1637696.0,12
2022-03-22,IL,8619967.0,4301063.0,12
2022-03-22,ID,955643.0,394578.0,12
2022-03-22,IA,1938481.0,1011224.0,12
2022-03-22,HI,72.0,72.0,12
2022-03-22,GU,137797.0,58000.0,12
2022-03-22,GA,5744777.0,2058052.0,12
2022-03-22,FM,52677.0,10269.0,12
2022-03-22,FL,14245008.0,5556386.0,12
2022-03-22,DE,663757.0,293968.0,12
2022-03-22,DC,509708.0,182696.0,12
2022-03-22,CT,2789797.0,1410492.0,12
2022-03-22,CO,4009492.0,2031008.0,12
2022-03-22,CA,28043861.0,13816168.0,12
2022-03-22,AZ,4412629.0,1781045.0,12
2022-03-22,AS,39840.0,16786.0,12
2022-03-22,AR,1625623.0,624817.0,12
2022-03-22,AL,2479239.0,861685.0,12
2022-03-22,AK,450047.0,189172.0,12
2022-03-21,WY,294640.0,124142.0,12
2022-03-21,WV,1022665.0,457444.0,12
2022-03-21,WI,3781521.0,2083629.0,12
2022-03-21,WA,5472964.0,2784987.0,12
2022-03-21,VT,502336.0,297257.0,12
2022-03-21,VI,56317.0,16125.0,12
