geoid,county,state,pageRank
46027,Clay,South Dakota,0.7661421758429318
22105,Tangipahoa Parish,Louisiana,0.7656956002135887
21207,Russell,Kentucky,0.765256675007494
42095,Northampton,Pennsylvania,0.7648304026649443
16067,Minidoka,Idaho,0.7645571275795413
48133,Eastland,Texas,0.764501644413016
04001,Apache,Arizona,0.7644548867735843
56031,Platte,Wyoming,0.7642076385938793
19039,Clarke,Iowa,0.7641727641257235
16057,Latah,Idaho,0.7638034065150135
31057,Dundy,Nebraska,0.7634889685501085
39101,Marion,Ohio,0.763154719996375
13305,Wayne,Georgia,0.7629403836904163
19083,Hardin,Iowa,0.7626692067460267
18095,Madison,Indiana,0.7626477400406647
51031,Campbell,Virginia,0.7622473168597732
30019,Daniels,Montana,0.7618011287855535
46059,Hand,South Dakota,0.7614383636293648
37031,Carteret,North Carolina,0.76017677447059
42063,Indiana,Pennsylvania,0.759688246665382
19017,Bremer,Iowa,0.75909754395228
18043,Floyd,Indiana,0.7580896868014219
48165,Gaines,Texas,0.757240216672418
29007,Audrain,Missouri,0.7570970146925662
31065,Furnas,Nebraska,0.7566732836000405
19137,Montgomery,Iowa,0.7566420696436487
48167,Galveston,Texas,0.756140012530657
42039,Crawford,Pennsylvania,0.7561003382702978
27023,Chippewa,Minnesota,0.7556995534602605
20075,Hamilton,Kansas,0.755618747280651
38009,Bottineau,North Dakota,0.7556172143449191
35029,Luna,New Mexico,0.7555959101858833
27117,Pipestone,Minnesota,0.7554456475146017
48361,Orange,Texas,0.7552173007621383
41001,Baker,Oregon,0.7551545794684446
72011,Añasco Municipio,Puerto Rico,0.7550335307344462
01055,Etowah,Alabama,0.7550304619184761
01003,Baldwin,Alabama,0.7541717030597825
06055,Napa,California,0.7539013360308962
30051,Liberty,Montana,0.7536690179090993
38055,McLean,North Dakota,0.7536178427470079
37091,Hertford,North Carolina,0.7535276262823923
51083,Halifax,Virginia,0.7528074780809387
48023,Baylor,Texas,0.7521338692211127
48475,Ward,Texas,0.7521333289244315
53057,Skagit,Washington,0.7519560463735695
41023,Grant,Oregon,0.7513882527866724
18173,Warrick,Indiana,0.7512918175627485
39171,Williams,Ohio,0.7510732822810736
37023,Burke,North Carolina,0.7509273755335286
22029,Concordia Parish,Louisiana,0.7505813866884143
20179,Sheridan,Kansas,0.7505473274074097
01039,Covington,Alabama,0.7500000006825909
55071,Manitowoc,Wisconsin,0.7498771196442379
54103,Wetzel,West Virginia,0.7497432853387567
32015,Lander,Nevada,0.7495754373081456
50019,Orleans,Vermont,0.7493065292244814
29115,Linn,Missouri,0.7488078828255395
30001,Beaverhead,Montana,0.7473130854188904
51790,Staunton city,Virginia,0.7471153755522694
31171,Thomas,Nebraska,0.7469139023946416
27071,Koochiching,Minnesota,0.7462046065325162
06041,Marin,California,0.744958009485927
16011,Bingham,Idaho,0.744157994632322
42121,Venango,Pennsylvania,0.7434851382270921
27131,Rice,Minnesota,0.7434140530373989
48461,Upton,Texas,0.7431654099837718
16035,Clearwater,Idaho,0.7428658530644356
05043,Drew,Arkansas,0.7425104825351261
27047,Freeborn,Minnesota,0.741474472565161
42123,Warren,Pennsylvania,0.7410158561425574
39023,Clark,Ohio,0.7409494631019486
28085,Lincoln,Mississippi,0.7405718838403043
06063,Plumas,California,0.7403634865733885
40017,Canadian,Oklahoma,0.7403054509024931
20079,Harvey,Kansas,0.7402505167964446
19081,Hancock,Iowa,0.7397043929839321
34031,Passaic,New Jersey,0.7393788256622067
29207,Stoddard,Missouri,0.7393309164395514
56041,Uinta,Wyoming,0.7392837601158211
37011,Avery,North Carolina,0.7388919915782113
22119,Webster Parish,Louisiana,0.7387889132198681
30097,Sweet Grass,Montana,0.7387433654350369
37111,McDowell,North Carolina,0.7386301620717995
49017,Garfield,Utah,0.7384572462183375
26097,Mackinac,Michigan,0.7384455181131441
19165,Shelby,Iowa,0.7384453980649158
55105,Rock,Wisconsin,0.7383262110063058
48123,DeWitt,Texas,0.7382956080496177
42117,Tioga,Pennsylvania,0.738163629951068
05019,Clark,Arkansas,0.7378677286382238
36027,Dutchess,New York,0.7378129582602007
26063,Huron,Michigan,0.7372851971841381
18107,Montgomery,Indiana,0.7363402020037607
12037,Franklin,Florida,0.7361209158419907
28115,Pontotoc,Mississippi,0.7361138090708712
48429,Stephens,Texas,0.7358076667991145
29211,Sullivan,Missouri,0.7354020225916965
22089,St. Charles Parish,Louisiana,0.7353665593041524
13137,Habersham,Georgia,0.7352661816574663
20109,Logan,Kansas,0.7348425487663657
35019,Guadalupe,New Mexico,0.7346158798157882
01127,Walker,Alabama,0.7340999511004312
53027,Grays Harbor,Washington,0.7333540652106998
18127,Porter,Indiana,0.7333428465425227
20031,Coffey,Kansas,0.7320396668217
20183,Smith,Kansas,0.7318879024273213
72153,Yauco Municipio,Puerto Rico,0.7315508178722443
04007,Gila,Arizona,0.7308200222152468
25023,Plymouth,Massachusetts,0.7305626939885413
46127,Union,South Dakota,0.7305135274459567
29069,Dunklin,Missouri,0.730166640278725
06109,Tuolumne,California,0.7299883308839584
39053,Gallia,Ohio,0.7285945108182509
08049,Grand,Colorado,0.7243928121064974
18077,Jefferson,Indiana,0.7223822095753961
06087,Santa Cruz,California,0.7219619149527439
47053,Gibson,Tennessee,0.7215463793604121
39011,Auglaize,Ohio,0.7209088776993741
56007,Carbon,Wyoming,0.7200844517333856
72073,Jayuya Municipio,Puerto Rico,0.7199759088111621
05033,Crawford,Arkansas,0.719514232642363
20149,Pottawatomie,Kansas,0.7180176962290784
36031,Essex,New York,0.717115332080068
46053,Gregory,South Dakota,0.716966183979494
39143,Sandusky,Ohio,0.716959894516507
48293,Limestone,Texas,0.7160094078850315
22047,Iberville Parish,Louisiana,0.7155324686977251
25001,Barnstable,Massachusetts,0.7151207078410097
20081,Haskell,Kansas,0.7148961950458848
27019,Carver,Minnesota,0.7148438573664215
46049,Faulk,South Dakota,0.7143605191812964
42093,Montour,Pennsylvania,0.7138928681074548
45031,Darlington,South Carolina,0.7134355722867355
25015,Hampshire,Massachusetts,0.713242697663816
02105,Hoonah-Angoon Census Area,Alaska,0.7127669972931409
37083,Halifax,North Carolina,0.7120048146262303
19035,Cherokee,Iowa,0.7118922269731452
32001,Churchill,Nevada,0.7116718568755405
20011,Bourbon,Kansas,0.7108273198700947
38029,Emmons,North Dakota,0.7103810365906891
26107,Mecosta,Michigan,0.7100290839846488
38073,Ransom,North Dakota,0.7099724085795863
20153,Rawlins,Kansas,0.7094605597792065
39081,Jefferson,Ohio,0.709417868036485
56027,Niobrara,Wyoming,0.708671674623426
20035,Cowley,Kansas,0.7063090195532282
41043,Linn,Oregon,0.7062635992655432
48125,Dickens,Texas,0.7057392967712778
38039,Griggs,North Dakota,0.7054971541941518
04009,Graham,Arizona,0.705237733322431
20007,Barber,Kansas,0.7050565205869759
27139,Scott,Minnesota,0.7038448362025493
10001,Kent,Delaware,0.7037025386960134
54051,Marshall,West Virginia,0.703176651156249
20205,Wilson,Kansas,0.7027522165447966
51103,Lancaster,Virginia,0.7024605573541016
01091,Marengo,Alabama,0.7017596648150596
41033,Josephine,Oregon,0.7011971490218752
42059,Greene,Pennsylvania,0.7002849017898444
48501,Yoakum,Texas,0.7001629680729976
06057,Nevada,California,0.7000615425633447
31131,Otoe,Nebraska,0.6991902042792355
18113,Noble,Indiana,0.6990400234689006
13189,McDuffie,Georgia,0.6987860785828927
55107,Rusk,Wisconsin,0.6986707024010981
31105,Kimball,Nebraska,0.6985670304005032
40011,Blaine,Oklahoma,0.6968537042769322
13015,Bartow,Georgia,0.6968153560930104
49055,Wayne,Utah,0.6956863507402077
37159,Rowan,North Carolina,0.695457004639427
16053,Jerome,Idaho,0.694913027480324
20077,Harper,Kansas,0.6948012775690635
48443,Terrell,Texas,0.6946677904686768
32005,Douglas,Nevada,0.6945350237580201
12109,St. Johns,Florida,0.6944414117537936
20101,Lane,Kansas,0.6930191675153364
05067,Jackson,Arkansas,0.6927112631966732
26101,Manistee,Michigan,0.6923444661558108
46073,Jerauld,South Dakota,0.6919474703612175
54059,Mingo,West Virginia,0.6913172864359334
20129,Morton,Kansas,0.6911217413178617
55031,Douglas,Wisconsin,0.6893535806451607
38069,Pierce,North Dakota,0.6893097024779082
02100,Haines Borough,Alaska,0.6886027954068493
47051,Franklin,Tennessee,0.688068658080408
37193,Wilkes,North Carolina,0.6880345758124922
12069,Lake,Florida,0.6878914860228482
40131,Rogers,Oklahoma,0.6873727475971831
21179,Nelson,Kentucky,0.6872815548332392
20199,Wallace,Kansas,0.6868934734463046
45043,Georgetown,South Carolina,0.6865324644066577
13077,Coweta,Georgia,0.6865303679490309
48209,Hays,Texas,0.68632135159169
31039,Cuming,Nebraska,0.6862131617273616
32017,Lincoln,Nevada,0.6861940622793701
13133,Greene,Georgia,0.6855339775205035
29099,Jefferson,Missouri,0.6845530542530349
13247,Rockdale,Georgia,0.6844549203417634
48223,Hopkins,Texas,0.6838598457245423
48039,Brazoria,Texas,0.6837353976451184
48311,McMullen,Texas,0.6835321865578846
51135,Nottoway,Virginia,0.683226502918631
54047,McDowell,West Virginia,0.6831565108677664
35053,Socorro,New Mexico,0.683115127941789
72145,Vega Baja Municipio,Puerto Rico,0.682897940751971
19079,Hamilton,Iowa,0.6816245008142304
22083,Richland Parish,Louisiana,0.6816174359007364
56015,Goshen,Wyoming,0.6813398064018347
17177,Stephenson,Illinois,0.6812844253757468
28091,Marion,Mississippi,0.6806512664637305
24023,Garrett,Maryland,0.6801849378767222
55135,Waupaca,Wisconsin,0.6793416332680525
01093,Marion,Alabama,0.6791877520660503
27049,Goodhue,Minnesota,0.6789923710325797
16079,Shoshone,Idaho,0.6781264366290128
18001,Adams,Indiana,0.6780973267153039
13107,Emanuel,Georgia,0.6777813310414463
27151,Swift,Minnesota,0.6770202775683963
29081,Harrison,Missouri,0.6767730912223672
36025,Delaware,New York,0.6750412766443679
31173,Thurston,Nebraska,0.6745075315387515
16039,Elmore,Idaho,0.6744388271794951
48289,Leon,Texas,0.6734978150804393
27085,McLeod,Minnesota,0.6733902133757986
72071,Isabela Municipio,Puerto Rico,0.673171210047453
13033,Burke,Georgia,0.673042823782285
38001,Adams,North Dakota,0.672786069092599
48169,Garza,Texas,0.6727071633558911
51177,Spotsylvania,Virginia,0.6726878358667386
13057,Cherokee,Georgia,0.6726558548885122
45077,Pickens,South Carolina,0.6726210093167793
20167,Russell,Kansas,0.672516376027907
37087,Haywood,North Carolina,0.6724675968866144
55029,Door,Wisconsin,0.6723961122581672
06095,Solano,California,0.6719138887403883
26153,Schoolcraft,Michigan,0.6717718524229088
45015,Berkeley,South Carolina,0.6715168597842902
13005,Bacon,Georgia,0.6712800643726893
20065,Graham,Kansas,0.6709146388797257
18099,Marshall,Indiana,0.6708256166277723
30107,Wheatland,Montana,0.6707889602212372
30077,Powell,Montana,0.6702746937763435
21231,Wayne,Kentucky,0.6695551359781059
12015,Charlotte,Florida,0.6693715672476591
72023,Cabo Rojo Municipio,Puerto Rico,0.6690012652180863
06105,Trinity,California,0.6686811311996106
29083,Henry,Missouri,0.6685598827710102
72051,Dorado Municipio,Puerto Rico,0.6682485297679823
16037,Custer,Idaho,0.6679113648327771
21213,Simpson,Kentucky,0.6665000174157442
50015,Lamoille,Vermont,0.6664537252535911
45073,Oconee,South Carolina,0.6661410355631403
34011,Cumberland,New Jersey,0.6660926092822805
50005,Caledonia,Vermont,0.665774290399301
29179,Reynolds,Missouri,0.6652212990969304
39091,Logan,Ohio,0.6648828469153614
31059,Fillmore,Nebraska,0.6644944741623079
21037,Campbell,Kentucky,0.6641026558887151
18091,LaPorte,Indiana,0.663714688683946
36023,Cortland,New York,0.6636945695616521
17195,Whiteside,Illinois,0.6636767720103451
48091,Comal,Texas,0.6631568917708973
20005,Atchison,Kansas,0.662936671343288
13243,Randolph,Georgia,0.6623418318900318
48409,San Patricio,Texas,0.6622867314924774
51163,Rockbridge,Virginia,0.6621397647288093
28095,Monroe,Mississippi,0.6621248186348415
42089,Monroe,Pennsylvania,0.6620159326728571
54075,Pocahontas,West Virginia,0.6619534658890627
33005,Cheshire,New Hampshire,0.6617848880082053
13241,Rabun,Georgia,0.6611326622647741
12061,Indian River,Florida,0.6608619540475607
30023,Deer Lodge,Montana,0.6602818202867231
20033,Comanche,Kansas,0.6598813549422277
40079,Le Flore,Oklahoma,0.6598212487660705
55101,Racine,Wisconsin,0.659384375236856
42109,Snyder,Pennsylvania,0.6590357621654228
55119,Taylor,Wisconsin,0.6583167584836296
48323,Maverick,Texas,0.65819123606729
54019,Fayette,West Virginia,0.6572756572721399
05035,Crittenden,Arkansas,0.6572523134214906
13255,Spalding,Georgia,0.6570473595299187
48153,Floyd,Texas,0.656836918703268
18017,Cass,Indiana,0.656462751643064
72075,Juana Díaz Municipio,Puerto Rico,0.655462148806156
20157,Republic,Kansas,0.6539449000074584
37077,Granville,North Carolina,0.6537058204287353
54099,Wayne,West Virginia,0.6533270165311559
48507,Zavala,Texas,0.6532709254253795
12111,St. Lucie,Florida,0.6529943980727508
51019,Bedford,Virginia,0.6527312454661528
30089,Sanders,Montana,0.652589777095644
26149,St. Joseph,Michigan,0.6523614086445843
17193,White,Illinois,0.6519925763222529
37157,Rockingham,North Carolina,0.6517797167869749
13157,Jackson,Georgia,0.6513602445079489
38019,Cavalier,North Dakota,0.6506156937992755
51179,Stafford,Virginia,0.6505009447537243
20023,Cheyenne,Kansas,0.6503137131499213
30071,Phillips,Montana,0.6501756474286404
18123,Perry,Indiana,0.6497410592739333
47043,Dickson,Tennessee,0.649660202927964
47003,Bedford,Tennessee,0.6495679083009551
01043,Cullman,Alabama,0.6489923791556351
39039,Defiance,Ohio,0.6484900042391312
08057,Jackson,Colorado,0.6483018338342355
20187,Stanton,Kansas,0.6480058365351937
19117,Lucas,Iowa,0.6476842142022733
20053,Ellsworth,Kansas,0.6471607272890936
35011,De Baca,New Mexico,0.6471477387482829
37105,Lee,North Carolina,0.6470322778613322
35003,Catron,New Mexico,0.646920129586409
30047,Lake,Montana,0.6464388095355086
35006,Cibola,New Mexico,0.6462008550969138
27173,Yellow Medicine,Minnesota,0.6460275481894864
56017,Hot Springs,Wyoming,0.6460149172461614
53003,Asotin,Washington,0.6459738651689604
56023,Lincoln,Wyoming,0.6450717862477178
29129,Mercer,Missouri,0.6446762326088505
37181,Vance,North Carolina,0.6443778740038453
31149,Rock,Nebraska,0.644288387502244
55131,Washington,Wisconsin,0.6441241790350924
18169,Wabash,Indiana,0.6439729353257194
20103,Leavenworth,Kansas,0.6435973365135962
29163,Pike,Missouri,0.6421133587362474
05125,Saline,Arkansas,0.6418184586771699
20141,Osborne,Kansas,0.6409890967441629
39107,Mercer,Ohio,0.640905899009675
13097,Douglas,Georgia,0.6406192676362723
48053,Burnet,Texas,0.64058804765037
13225,Peach,Georgia,0.6403709030458989
18129,Posey,Indiana,0.6399280919190268
19147,Palo Alto,Iowa,0.6398060612410719
35027,Lincoln,New Mexico,0.6397297586805496
47145,Roane,Tennessee,0.6397247492188174
13257,Stephens,Georgia,0.6391607239897955
45025,Chesterfield,South Carolina,0.6388686981699514
51630,Fredericksburg city,Virginia,0.6386035373529634
31151,Saline,Nebraska,0.6379454885502388
38045,LaMoure,North Dakota,0.6378299707540914
40021,Cherokee,Oklahoma,0.6376155839435043
17101,Lawrence,Illinois,0.6375847457852513
01049,DeKalb,Alabama,0.6374161742401874
48195,Hansford,Texas,0.6374110723600158
42107,Schuylkill,Pennsylvania,0.6372884719175314
48149,Fayette,Texas,0.6367747784059526
46043,Douglas,South Dakota,0.6365789144882036
48097,Cooke,Texas,0.6364487982534031
30067,Park,Montana,0.6361902271073073
20041,Dickinson,Kansas,0.6361009445737495
04023,Santa Cruz,Arizona,0.6357381656314377
17017,Cass,Illinois,0.6356701072594169
37151,Randolph,North Carolina,0.6354835286662961
05023,Cleburne,Arkansas,0.6353064361940851
53031,Jefferson,Washington,0.6345416928726129
08061,Kiowa,Colorado,0.6339624474941643
04012,La Paz,Arizona,0.6338622036887532
46091,Marshall,South Dakota,0.6338110826193378
55033,Dunn,Wisconsin,0.6335304244199301
21017,Bourbon,Kentucky,0.6324751546632239
06111,Ventura,California,0.6324543566653514
37045,Cleveland,North Carolina,0.6322948775802798
27021,Cass,Minnesota,0.6322346223363132
37165,Scotland,North Carolina,0.6322190066833544
48177,Gonzales,Texas,0.6310744018642946
54031,Hardy,West Virginia,0.6307969141911992
48101,Cottle,Texas,0.6306937085659412
55027,Dodge,Wisconsin,0.6306254669638833
01013,Butler,Alabama,0.6305755511769936
47077,Henderson,Tennessee,0.6297635785371168
46119,Sully,South Dakota,0.6296355660143483
17045,Edgar,Illinois,0.6296204858546914
21029,Bullitt,Kentucky,0.6285180360715278
18101,Martin,Indiana,0.6283380335108527
46071,Jackson,South Dakota,0.6279341360800538
31069,Garden,Nebraska,0.6277774963266882
19123,Mahaska,Iowa,0.6272486113678822
23025,Somerset,Maine,0.6264220603771032
20027,Clay,Kansas,0.6262759510857872
21133,Letcher,Kentucky,0.6261957596224798
48241,Jasper,Texas,0.6261922998521009
30073,Pondera,Montana,0.6260655758180341
12085,Martin,Florida,0.6255431990443674
21183,Ohio,Kentucky,0.622806764479013
48411,San Saba,Texas,0.6225053269131015
05017,Chicot,Arkansas,0.6224698108996284
08029,Delta,Colorado,0.6220587728294794
20069,Gray,Kansas,0.6219305209776582
21239,Woodford,Kentucky,0.6215997866354188
48349,Navarro,Texas,0.6207829606967292
31099,Kearney,Nebraska,0.6207271934100022
47183,Weakley,Tennessee,0.6205078542101378
13161,Jeff Davis,Georgia,0.620427509947588
55069,Lincoln,Wisconsin,0.6201277116161289
48207,Haskell,Texas,0.619991239074507
46037,Day,South Dakota,0.6198808554036933
47071,Hardin,Tennessee,0.6196719135217551
51081,Greensville,Virginia,0.6196206600486505
42065,Jefferson,Pennsylvania,0.6193910649662724
13099,Early,Georgia,0.6193863284782645
19065,Fayette,Iowa,0.6185972243712895
38095,Towner,North Dakota,0.6185221888635984
19095,Iowa,Iowa,0.6181605149542975
49025,Kane,Utah,0.6180899657908023
26057,Gratiot,Michigan,0.6179270402303442
39027,Clinton,Ohio,0.6178251836750298
51131,Northampton,Virginia,0.6177249961872846
20119,Meade,Kansas,0.6173906431400605
24037,St. Mary's,Maryland,0.6172932416628488
39079,Jackson,Ohio,0.6172364587615756
27171,Wright,Minnesota,0.6171638595951436
33003,Carroll,New Hampshire,0.616908472827366
72139,Trujillo Alto Municipio,Puerto Rico,0.6160157814252655
53049,Pacific,Washington,0.615844746268761
49003,Box Elder,Utah,0.6150956838809104
37065,Edgecombe,North Carolina,0.6146628363900702
08053,Hinsdale,Colorado,0.6142242882635559
72065,Hatillo Municipio,Puerto Rico,0.6140728026909686
23031,York,Maine,0.6140336494303491
37019,Brunswick,North Carolina,0.6136901010612802
46067,Hutchinson,South Dakota,0.613160616191083
54007,Braxton,West Virginia,0.613135425798179
29155,Pemiscot,Missouri,0.6127933069782485
17105,Livingston,Illinois,0.6127509988202663
37121,Mitchell,North Carolina,0.6124327774561739
34009,Cape May,New Jersey,0.6123110633699859
48279,Lamb,Texas,0.6118886033422403
40023,Choctaw,Oklahoma,0.6117284967723446
28163,Yazoo,Mississippi,0.6111110266906913
46089,McPherson,South Dakota,0.6107018719251102
48373,Polk,Texas,0.6104103195655238
39103,Medina,Ohio,0.6101840684977651
29167,Polk,Missouri,0.6101509504376145
72137,Toa Baja Municipio,Puerto Rico,0.6098953783241946
42075,Lebanon,Pennsylvania,0.6098885550126276
29215,Texas,Missouri,0.6096266276764322
18151,Steuben,Indiana,0.6095005399838171
18145,Shelby,Indiana,0.6092504897980927
42007,Beaver,Pennsylvania,0.6081251598295659
21025,Breathitt,Kentucky,0.6080141118380626
01123,Tallapoosa,Alabama,0.6077019033325534
18069,Huntington,Indiana,0.6070950589573797
22065,Madison Parish,Louisiana,0.6070478728787086
19151,Pocahontas,Iowa,0.6066629843135095
39051,Fulton,Ohio,0.6065493109122815
13037,Calhoun,Georgia,0.6064876529066224
18087,LaGrange,Indiana,0.6064614329672415
29121,Macon,Missouri,0.6062310337107171
55023,Crawford,Wisconsin,0.6059820139036597
22097,St. Landry Parish,Louisiana,0.6058654507374881
05137,Stone,Arkansas,0.6056881146113581
72123,Salinas Municipio,Puerto Rico,0.6052502989615989
21115,Johnson,Kentucky,0.6049595063279942
13039,Camden,Georgia,0.6041358907252331
06031,Kings,California,0.60370900696399
19063,Emmet,Iowa,0.6029362607152963
40073,Kingfisher,Oklahoma,0.6017055198707596
55078,Menominee,Wisconsin,0.6014435727368321
39045,Fairfield,Ohio,0.6014277432973775
40097,Mayes,Oklahoma,0.6012341772476858
39133,Portage,Ohio,0.6010393520502904
06047,Merced,California,0.6009784765906534
13065,Clinch,Georgia,0.6008859013884149
48243,Jeff Davis,Texas,0.6008748866727549
54085,Ritchie,West Virginia,0.6004065609649724
51600,Fairfax city,Virginia,0.5993415966530572
05133,Sevier,Arkansas,0.5990448814751661
47085,Humphreys,Tennessee,0.5984316529056246
01059,Franklin,Alabama,0.5981115320315818
12093,Okeechobee,Florida,0.5972816319235911
53037,Kittitas,Washington,0.5969662574805398
35041,Roosevelt,New Mexico,0.5969392954107262
06017,El Dorado,California,0.5968590177982308
19091,Humboldt,Iowa,0.5967682908027695
21033,Caldwell,Kentucky,0.5967628937945344
12051,Hendry,Florida,0.5966427276743679
21211,Shelby,Kentucky,0.5960568209741877
38097,Traill,North Dakota,0.5958260360414988
48431,Sterling,Texas,0.5957069293816157
48481,Wharton,Texas,0.5946526880418496
17025,Clay,Illinois,0.5945927616245411
20059,Franklin,Kansas,0.5945767538864143
28017,Chickasaw,Mississippi,0.5945070031474651
05095,Monroe,Arkansas,0.5938849290163288
55019,Clark,Wisconsin,0.5938281515725238
08011,Bent,Colorado,0.5937423490512214
16047,Gooding,Idaho,0.5932274477957745
48401,Rusk,Texas,0.5932242783110536
46031,Corson,South Dakota,0.5929907843909797
19069,Franklin,Iowa,0.5928490591182193
30065,Musselshell,Montana,0.5927561832902263
17111,McHenry,Illinois,0.5927245662756984
53039,Klickitat,Washington,0.5924044442189437
45071,Newberry,South Carolina,0.5920933814266128
04015,Mohave,Arizona,0.5917767564322083
48253,Jones,Texas,0.5914134298942809
45059,Laurens,South Carolina,0.5913454073127804
51017,Bath,Virginia,0.5908578557805977
24025,Harford,Maryland,0.5908460048259317
05011,Bradley,Arkansas,0.5907006014694507
72009,Aibonito Municipio,Puerto Rico,0.590567792145827
48445,Terry,Texas,0.590160849552863
49039,Sanpete,Utah,0.5900338423235676
18093,Lawrence,Indiana,0.5887803262748668
18011,Boone,Indiana,0.5881244935482278
39077,Huron,Ohio,0.5879287771235868
08081,Moffat,Colorado,0.5878720888521789
31123,Morrill,Nebraska,0.5877738931606049
27043,Faribault,Minnesota,0.5876873707136964
34015,Gloucester,New Jersey,0.5863027589597848
51035,Carroll,Virginia,0.5858493050558398
42035,Clinton,Pennsylvania,0.5856619349260405
23007,Franklin,Maine,0.5854971447739591
13119,Franklin,Georgia,0.5854232206494505
27017,Carlton,Minnesota,0.5851492974131219
40133,Seminole,Oklahoma,0.5845341881579695
53001,Adams,Washington,0.5842203254912085
50011,Franklin,Vermont,0.5840881579132541
55067,Langlade,Wisconsin,0.5839753725735152
48365,Panola,Texas,0.5835732551263294
37153,Richmond,North Carolina,0.5833730811433694
48499,Wood,Texas,0.5828821303193319
22041,Franklin Parish,Louisiana,0.5826660472841123
36111,Ulster,New York,0.582505084542909
20195,Trego,Kansas,0.5820162779662316
31107,Knox,Nebraska,0.5813781132960939
13111,Fannin,Georgia,0.5810555225626325
30069,Petroleum,Montana,0.5806423979370532
19131,Mitchell,Iowa,0.5804346426327534
42087,Mifflin,Pennsylvania,0.5793502152636443
48419,Shelby,Texas,0.5790641190876492
49015,Emery,Utah,0.5788478065217909
41049,Morrow,Oregon,0.57871352758749
01083,Limestone,Alabama,0.578303996649038
13163,Jefferson,Georgia,0.5781321577878835
20159,Rice,Kansas,0.5777475755294434
42031,Clarion,Pennsylvania,0.5768099080810557
40093,Major,Oklahoma,0.5764761300260764
12039,Gadsden,Florida,0.5759476549017419
53041,Lewis,Washington,0.5758190477415216
37117,Martin,North Carolina,0.5752727873680563
26005,Allegan,Michigan,0.575221595283464
27011,Big Stone,Minnesota,0.5749408041415818
72077,Juncos Municipio,Puerto Rico,0.5748736434285232
51750,Radford city,Virginia,0.57478698764917
48319,Mason,Texas,0.5747710009472514
37027,Caldwell,North Carolina,0.5744670190208042
55115,Shawano,Wisconsin,0.5743232878300503
40003,Alfalfa,Oklahoma,0.5733250086852926
26003,Alger,Michigan,0.5731028907662892
08109,Saguache,Colorado,0.5727265285227153
55021,Columbia,Wisconsin,0.5725265617563806
37101,Johnston,North Carolina,0.5722998029492009
19053,Decatur,Iowa,0.5721772548738409
28159,Winston,Mississippi,0.5720850482876414
33001,Belknap,New Hampshire,0.5719851736499629
55129,Washburn,Wisconsin,0.5719651785680604
19067,Floyd,Iowa,0.5719568178917142
31003,Antelope,Nebraska,0.5714916439788539
47123,Monroe,Tennessee,0.5703256831659644
01071,Jackson,Alabama,0.570049537174881
06049,Modoc,California,0.5695601476602222
16051,Jefferson,Idaho,0.5694819717745668
33017,Strafford,New Hampshire,0.569412900833552
55109,St. Croix,Wisconsin,0.56940426444123
51595,Emporia city,Virginia,0.5688809905464641
72133,Santa Isabel Municipio,Puerto Rico,0.5687306940406744
26071,Iron,Michigan,0.5686540700732173
42051,Fayette,Pennsylvania,0.5672869351109818
37095,Hyde,North Carolina,0.5662271693481273
31161,Sheridan,Nebraska,0.5661923041393396
17037,DeKalb,Illinois,0.5654662804238134
48095,Concho,Texas,0.5653556463698274
50001,Addison,Vermont,0.5650843715117574
31015,Boyd,Nebraska,0.5650704161765101
27129,Renville,Minnesota,0.5650023329395562
38041,Hettinger,North Dakota,0.5646319898896214
40037,Creek,Oklahoma,0.5645565537331435
51143,Pittsylvania,Virginia,0.5643258397131978
30011,Carter,Montana,0.5642604894130852
55089,Ozaukee,Wisconsin,0.5641527323871041
37047,Columbus,North Carolina,0.5640859647504548
40025,Cimarron,Oklahoma,0.5639846800728643
47025,Claiborne,Tennessee,0.5636934532228867
44005,Newport,Rhode Island,0.5636776549677427
36057,Montgomery,New York,0.5632089027751338
47185,White,Tennessee,0.5629665565213611
01113,Russell,Alabama,0.5629278892268479
05039,Dallas,Arkansas,0.5628588900643192
36063,Niagara,New York,0.5626731928462615
37061,Duplin,North Carolina,0.5625894583726556
48221,Hood,Texas,0.5622137243764967
31075,Grant,Nebraska,0.5619743676743517
48321,Matagorda,Texas,0.5616611259035356
51023,Botetourt,Virginia,0.56162707479995
54021,Gilmer,West Virginia,0.5614892495605958
22059,LaSalle Parish,Louisiana,0.5613435404743106
27097,Morrison,Minnesota,0.5612065968934825
08055,Huerfano,Colorado,0.5611980080699095
17041,Douglas,Illinois,0.5611483292716378
19043,Clayton,Iowa,0.5610143972403122
31081,Hamilton,Nebraska,0.5606406077986469
16009,Benewah,Idaho,0.5603024211333122
39047,Fayette,Ohio,0.5599286442584988
36017,Chenango,New York,0.5596341656404599
51167,Russell,Virginia,0.5595747473091772
39131,Pike,Ohio,0.5594481222322947
16021,Boundary,Idaho,0.5593050566010112
05037,Cross,Arkansas,0.5590795996459798
13105,Elbert,Georgia,0.5587757887411527
41031,Jefferson,Oregon,0.5587624754950233
41069,Wheeler,Oregon,0.5580497540320241
19089,Howard,Iowa,0.5579182919993535
36087,Rockland,New York,0.5572777496012902
01051,Elmore,Alabama,0.5572696858672038
21141,Logan,Kentucky,0.5569606273291527
12097,Osceola,Florida,0.5567180508371609
48013,Atascosa,Texas,0.5566091095983018
18117,Orange,Indiana,0.5562982714364912
