sampling_week,effective_concentration_rolling_average,region,state,name,fipscode
2022/2/23,164.5531864,Northeast,PA,"Westmoreland County, PA",42129
2022/2/23,318.1210765,West,OR,"Yamhill County, OR",41071
2022/2/23,317.9832231,West,AZ,"Yavapai County, AZ",4025
2022/2/23,140.5406585,Northeast,ME,"York County, ME",23031
2022/3/2,138.9593705,West,ID,"Ada County, ID",16001
2022/3/2,356.1557624,South,SC,"Anderson County, SC",45007
2022/3/2,222.6241582,Northeast,ME,"Androscoggin County, ME",23001
2022/3/2,103.0995243,West,CO,"Arapahoe County, CO",8005
2022/3/2,86.55675139,South,VA,"Arlington County, VA",51013
2022/3/2,467.5449518,Northeast,ME,"Aroostook County, ME",23003
2022/3/2,202.5988691,South,AR,"Benton County, AR",5007
2022/3/2,70.12142096,West,WA,"Benton County, WA",53005
2022/3/2,244.7563656,Northeast,MA,"Berkshire County, MA",25003
2022/3/2,271.313031,Midwest,MO,"Cape Girardeau County, MO",29031
2022/3/2,59.74572405,Northeast,PA,"Chester County, PA",42029
2022/3/2,191.1438286,Northeast,VT,"Chittenden County, VT",50007
2022/3/2,47.90222833,South,VA,"City of Alexandria, VA",51510
2022/3/2,150.2435221,South,VA,"City of Harrisonburg, VA",51660
2022/3/2,93.76758003,West,NV,"Clark County, NV",32003
2022/3/2,128.6364277,Northeast,ME,"Cumberland County, ME",23005
2022/3/2,148.1479879,South,NC,"Cumberland County, NC",37051
2022/3/2,108.7266052,Midwest,MN,"Dakota County, MN",27037
2022/3/2,130.845677,Northeast,PA,"Dauphin County, PA",42043
2022/3/2,91.99585664,West,UT,"Davis County, UT",49011
2022/3/2,223.4085133,West,OR,"Deschutes County, OR",41017
2022/3/2,110.369815,South,LA,"East Baton Rouge Parish, LA",22033
2022/3/2,76.37966776,West,NV,"Elko County, NV",32007
2022/3/2,362.0913919,Northeast,PA,"Erie County, PA",42049
2022/3/2,22.18637844,Northeast,NJ,"Essex County, NJ",34013
2022/3/2,107.3309238,Northeast,CT,"Fairfield County, CT",9001
2022/3/2,138.6143097,Northeast,PA,"Franklin County, PA",42055
2022/3/2,102.0209331,Midwest,IN,"Hamilton County, IN",18057
2022/3/2,144.2578222,South,TN,"Hamilton County, TN",47065
2022/3/2,178.5700718,Northeast,MA,"Hampshire County, MA",25015
2022/3/2,65.42973577,Northeast,ME,"Hancock County, ME",23009
2022/3/2,190.5460287,South,KY,"Harrison County, KY",21097
2022/3/2,196.9307357,Northeast,CT,"Hartford County, CT",9003
2022/3/2,164.2069773,Midwest,MN,"Hennepin County, MN",27053
2022/3/2,87.94586819,South,FL,"Hillsborough County, FL",12057
2022/3/2,64.5253602,South,MS,"Hinds County, MS",28049
2022/3/2,519.2672039,Northeast,PA,"Indiana County, PA",42063
2022/3/2,179.8353614,South,KY,"Jefferson County, KY",21111
2022/3/2,133.5609856,Midwest,KS,"Johnson County, KS",20091
2022/3/2,104.9986096,Midwest,IL,"Kankakee County, IL",17091
2022/3/2,17.06926488,South,TX,"Kaufman County, TX",48257
2022/3/2,625.1427401,Northeast,ME,"Kennebec County, ME",23011
2022/3/2,473.8999857,Northeast,PA,"Lackawanna County, PA",42069
2022/3/2,204.5704971,West,ID,"Latah County, ID",16057
2022/3/2,42.27169582,South,VA,"Loudoun County, VA",51107
2022/3/2,51.64580097,South,GA,"Lowndes County, GA",13185
2022/3/2,117.2403036,Northeast,PA,"Luzerne County, PA",42079
2022/3/2,140.8207007,South,AL,"Madison County, AL",1089
2022/3/2,221.7064314,Midwest,WI,"Marathon County, WI",55073
2022/3/2,228.7276401,Northeast,NH,"Merrimack County, NH",33013
2022/3/2,80.5762503,South,FL,"Miami-Dade County, FL",12086
2022/3/2,154.866081,Northeast,CT,"Middlesex County, CT",9007
2022/3/2,141.3660042,Northeast,MA,"Middlesex County, MA",25017
2022/3/2,81.64950025,Northeast,NJ,"Middlesex County, NJ",34023
2022/3/2,81.15775453,Northeast,NJ,"Monmouth County, NJ",34025
2022/3/2,247.4394284,West,CA,"Monterey County, CA",6053
2022/3/2,51.76560319,Northeast,PA,"Montgomery County, PA",42091
2022/3/2,104.7751097,Northeast,DE,"New Castle County, DE",10003
2022/3/2,120.613086,Northeast,CT,"New Haven County, CT",9009
2022/3/2,452.9555688,South,WV,"Ohio County, WV",54069
2022/3/2,77.50790839,South,OK,"Oklahoma County, OK",40109
2022/3/2,67.20404017,South,FL,"Orange County, FL",12095
2022/3/2,123.1267032,West,MT,"Park County, MT",30067
2022/3/2,241.4961279,Northeast,ME,"Penobscot County, ME",23019
2022/3/2,265.0687799,Midwest,IL,"Peoria County, IL",17143
2022/3/2,184.3840804,South,SC,"Pickens County, SC",45077
2022/3/2,97.16662318,West,AZ,"Pima County, AZ",4019
2022/3/2,7009.318582,Northeast,ME,"Piscataquis County, ME",23021
2022/3/2,125.4982875,West,CA,"Placer County, CA",6061
2022/3/2,119.0382925,Midwest,IA,"Polk County, IA",19153
2022/3/2,162.367858,Northeast,RI,"Providence County, RI",44007
2022/3/2,135.5311349,South,AR,"Pulaski County, AR",5119
2022/3/2,221.092028,South,VA,"Pulaski County, VA",51155
2022/3/2,23.08591826,West,CA,"Riverside County, CA",6065
2022/3/2,52.51495345,West,CA,"Sacramento County, CA",6067
2022/3/2,59.16587275,West,UT,"Salt Lake County, UT",49035
2022/3/2,122.9788752,West,CA,"San Diego County, CA",6073
2022/3/2,53.58044086,Midwest,KS,"Sedgwick County, KS",20173
2022/3/2,152.682264,South,FL,"Seminole County, FL",12117
2022/3/2,159.0969742,West,WA,"Skagit County, WA",53057
2022/3/2,66.18251226,West,CA,"Sonoma County, CA",6097
2022/3/2,146.6308232,South,VA,"Stafford County, VA",51179
2022/3/2,116.0799484,Northeast,MA,"Suffolk County, MA",25025
2022/3/2,92.53312595,Midwest,OH,"Summit County, OH",39153
2022/3/2,70.57124439,Midwest,IN,"Tippecanoe County, IN",18157
2022/3/2,67.92716747,Northeast,MA,"Town and County of Nantucket, MA",25019
2022/3/2,64.67400624,South,TX,"Travis County, TX",48453
2022/3/2,200.576951,Northeast,ME,"Waldo County, ME",23027
2022/3/2,356.5528192,Northeast,ME,"Washington County, ME",23029
2022/3/2,71.38656903,Northeast,RI,"Washington County, RI",44009
2022/3/2,80.56007216,West,NV,"Washoe County, NV",32031
2022/3/2,126.844667,Northeast,PA,"Westmoreland County, PA",42129
2022/3/2,172.0445546,West,OR,"Yamhill County, OR",41071
2022/3/2,312.2045486,West,AZ,"Yavapai County, AZ",4025
2022/3/2,98.15050528,Northeast,ME,"York County, ME",23031
2022/3/9,108.7757898,West,ID,"Ada County, ID",16001
2022/3/9,114.2398996,South,SC,"Anderson County, SC",45007
2022/3/9,210.2196069,Northeast,ME,"Androscoggin County, ME",23001
2022/3/9,111.3497753,West,CO,"Arapahoe County, CO",8005
2022/3/9,610.5135825,Northeast,ME,"Aroostook County, ME",23003
2022/3/9,114.6280954,South,AR,"Benton County, AR",5007
2022/3/9,48.69533449,West,WA,"Benton County, WA",53005
2022/3/9,190.6216738,Northeast,MA,"Berkshire County, MA",25003
2022/3/9,220.231162,Midwest,MO,"Cape Girardeau County, MO",29031
2022/3/9,76.61770424,Northeast,PA,"Chester County, PA",42029
2022/3/9,127.6653996,Northeast,VT,"Chittenden County, VT",50007
2022/3/9,41.14765605,South,VA,"City of Alexandria, VA",51510
2022/3/9,103.208984,South,VA,"City of Harrisonburg, VA",51660
2022/3/9,101.3816277,West,NV,"Clark County, NV",32003
2022/3/9,158.8905053,Northeast,ME,"Cumberland County, ME",23005
2022/3/9,93.05867522,South,NC,"Cumberland County, NC",37051
2022/3/9,101.2243262,Midwest,MN,"Dakota County, MN",27037
2022/3/9,155.0229734,Northeast,PA,"Dauphin County, PA",42043
2022/3/9,70.46347617,West,UT,"Davis County, UT",49011
2022/3/9,226.5962679,West,OR,"Deschutes County, OR",41017
2022/3/9,106.657454,South,LA,"East Baton Rouge Parish, LA",22033
2022/3/9,66.30319074,West,NV,"Elko County, NV",32007
2022/3/9,175.9457392,Northeast,PA,"Erie County, PA",42049
2022/3/9,48.94954615,Northeast,NJ,"Essex County, NJ",34013
2022/3/9,105.8153939,Northeast,CT,"Fairfield County, CT",9001
2022/3/9,101.7526283,Northeast,PA,"Franklin County, PA",42055
2022/3/9,63.40159924,South,SC,"Greenville County, SC",45045
2022/3/9,96.53299986,Midwest,IN,"Hamilton County, IN",18057
2022/3/9,102.7497539,South,TN,"Hamilton County, TN",47065
2022/3/9,214.9272905,Northeast,MA,"Hampshire County, MA",25015
2022/3/9,59.83474151,Northeast,ME,"Hancock County, ME",23009
2022/3/9,159.4845034,South,KY,"Harrison County, KY",21097
2022/3/9,192.4516462,Northeast,CT,"Hartford County, CT",9003
2022/3/9,116.2131087,Midwest,MN,"Hennepin County, MN",27053
2022/3/9,52.69404004,South,FL,"Hillsborough County, FL",12057
2022/3/9,84.11930783,South,MS,"Hinds County, MS",28049
2022/3/9,255.9225684,Northeast,PA,"Indiana County, PA",42063
2022/3/9,152.507258,South,KY,"Jefferson County, KY",21111
2022/3/9,105.3509969,Midwest,KS,"Johnson County, KS",20091
2022/3/9,103.6085226,Midwest,IL,"Kankakee County, IL",17091
2022/3/9,15.82948396,South,TX,"Kaufman County, TX",48257
2022/3/9,560.6876307,Northeast,ME,"Kennebec County, ME",23011
2022/3/9,242.4020252,South,KY,"Kenton County, KY",21117
2022/3/9,197.6307292,Northeast,PA,"Lackawanna County, PA",42069
2022/3/9,90.17846483,Midwest,IN,"Lake County, IN",18089
2022/3/9,61.7756339,West,ID,"Latah County, ID",16057
2022/3/9,60.11973948,South,VA,"Loudoun County, VA",51107
2022/3/9,38.41284892,South,GA,"Lowndes County, GA",13185
2022/3/9,154.384532,Northeast,PA,"Luzerne County, PA",42079
2022/3/9,99.39468087,South,AL,"Madison County, AL",1089
2022/3/9,91.42683589,Midwest,WI,"Marathon County, WI",55073
2022/3/9,90.69596186,Northeast,NH,"Merrimack County, NH",33013
2022/3/9,84.06252774,South,FL,"Miami-Dade County, FL",12086
2022/3/9,109.4880183,Northeast,CT,"Middlesex County, CT",9007
2022/3/9,115.3156515,Northeast,MA,"Middlesex County, MA",25017
2022/3/9,80.36688055,Northeast,NJ,"Middlesex County, NJ",34023
2022/3/9,100.3729341,Northeast,NJ,"Monmouth County, NJ",34025
2022/3/9,86.00410518,West,CA,"Monterey County, CA",6053
2022/3/9,67.10786519,Northeast,PA,"Montgomery County, PA",42091
2022/3/9,34.13788917,Northeast,NY,"Nassau County, NY",36059
2022/3/9,90.68721895,Northeast,DE,"New Castle County, DE",10003
2022/3/9,174.8434598,Northeast,CT,"New Haven County, CT",9009
2022/3/9,185.0617185,South,WV,"Ohio County, WV",54069
2022/3/9,55.74965281,South,OK,"Oklahoma County, OK",40109
2022/3/9,73.27724163,South,FL,"Orange County, FL",12095
2022/3/9,87.85159707,South,FL,"Palm Beach County, FL",12099
2022/3/9,137.5383315,West,MT,"Park County, MT",30067
2022/3/9,242.4477281,Northeast,ME,"Penobscot County, ME",23019
2022/3/9,278.5092457,Midwest,IL,"Peoria County, IL",17143
2022/3/9,65.61913143,South,SC,"Pickens County, SC",45077
2022/3/9,83.09059225,West,AZ,"Pima County, AZ",4019
2022/3/9,1920.315806,Northeast,ME,"Piscataquis County, ME",23021
2022/3/9,118.666599,West,CA,"Placer County, CA",6061
2022/3/9,108.6815832,Midwest,IA,"Polk County, IA",19153
2022/3/9,294.0359761,Northeast,RI,"Providence County, RI",44007
2022/3/9,125.4923903,South,AR,"Pulaski County, AR",5119
2022/3/9,175.5260116,South,VA,"Pulaski County, VA",51155
2022/3/9,22.5603986,West,CA,"Riverside County, CA",6065
2022/3/9,40.83434554,West,CA,"Sacramento County, CA",6067
2022/3/9,42.58188491,West,UT,"Salt Lake County, UT",49035
2022/3/9,79.35339918,West,CA,"San Diego County, CA",6073
2022/3/9,39.06636952,Midwest,KS,"Sedgwick County, KS",20173
2022/3/9,111.8574477,South,FL,"Seminole County, FL",12117
2022/3/9,125.0324182,West,WA,"Skagit County, WA",53057
2022/3/9,68.47653018,West,CA,"Sonoma County, CA",6097
2022/3/9,112.0693977,South,VA,"Stafford County, VA",51179
2022/3/9,126.9867957,Northeast,MA,"Suffolk County, MA",25025
2022/3/9,50.58957127,Midwest,OH,"Summit County, OH",39153
2022/3/9,83.1544368,Midwest,IN,"Tippecanoe County, IN",18157
2022/3/9,98.22149465,Northeast,MA,"Town and County of Nantucket, MA",25019
2022/3/9,39.96992471,South,TX,"Travis County, TX",48453
2022/3/9,111.0705565,Northeast,NJ,"Union County, NJ",34039
2022/3/9,245.2889027,Northeast,ME,"Waldo County, ME",23027
2022/3/9,420.5379505,Northeast,ME,"Washington County, ME",23029
2022/3/9,29.99838924,Northeast,RI,"Washington County, RI",44009
2022/3/9,64.06836918,West,NV,"Washoe County, NV",32031
2022/3/9,105.26278,Northeast,PA,"Westmoreland County, PA",42129
2022/3/9,55.39839025,Midwest,IL,"Winnebago County, IL",17201
2022/3/9,74.71734507,West,OR,"Yamhill County, OR",41071
2022/3/9,560.3919721,West,AZ,"Yavapai County, AZ",4025
2022/3/9,218.1483005,Northeast,ME,"York County, ME",23031
2022/3/16,78.68708702,West,ID,"Ada County, ID",16001
2022/3/16,40.92936763,South,SC,"Anderson County, SC",45007
2022/3/16,274.8469457,Northeast,ME,"Androscoggin County, ME",23001
2022/3/16,158.7064346,West,CO,"Arapahoe County, CO",8005
2022/3/16,139.536949,South,VA,"Arlington County, VA",51013
2022/3/16,571.0483495,Northeast,ME,"Aroostook County, ME",23003
2022/3/16,65.06714384,South,AR,"Benton County, AR",5007
2022/3/16,35.42054333,West,WA,"Benton County, WA",53005
2022/3/16,193.2259354,Northeast,MA,"Berkshire County, MA",25003
2022/3/16,306.3142313,Midwest,MO,"Cape Girardeau County, MO",29031
2022/3/16,99.31687236,Northeast,PA,"Chester County, PA",42029
2022/3/16,294.1668555,Northeast,VT,"Chittenden County, VT",50007
2022/3/16,52.15299254,South,VA,"City of Alexandria, VA",51510
2022/3/16,94.85986007,South,VA,"City of Harrisonburg, VA",51660
2022/3/16,80.23238744,West,NV,"Clark County, NV",32003
2022/3/16,181.6146881,Northeast,ME,"Cumberland County, ME",23005
2022/3/16,75.43695799,South,NC,"Cumberland County, NC",37051
2022/3/16,126.7921772,Midwest,MN,"Dakota County, MN",27037
2022/3/16,77.92118309,Northeast,PA,"Dauphin County, PA",42043
2022/3/16,65.83594731,West,UT,"Davis County, UT",49011
2022/3/16,259.9510258,West,OR,"Deschutes County, OR",41017
2022/3/16,128.3371455,South,LA,"East Baton Rouge Parish, LA",22033
2022/3/16,72.59113422,West,NV,"Elko County, NV",32007
2022/3/16,99.96688638,Northeast,PA,"Erie County, PA",42049
2022/3/16,162.5466609,Northeast,MA,"Essex County, MA",25009
2022/3/16,71.30813483,Northeast,NJ,"Essex County, NJ",34013
2022/3/16,150.7650871,Northeast,CT,"Fairfield County, CT",9001
2022/3/16,59.68164841,Northeast,PA,"Franklin County, PA",42055
2022/3/16,35.43870809,South,SC,"Greenville County, SC",45045
2022/3/16,104.5556022,Midwest,IN,"Hamilton County, IN",18057
2022/3/16,73.54576304,South,TN,"Hamilton County, TN",47065
2022/3/16,185.2490009,Northeast,MA,"Hampshire County, MA",25015
2022/3/16,71.08454999,Northeast,ME,"Hancock County, ME",23009
2022/3/16,166.7979287,South,KY,"Harrison County, KY",21097
2022/3/16,222.8546932,Northeast,CT,"Hartford County, CT",9003
2022/3/16,126.0147024,Midwest,MN,"Hennepin County, MN",27053
2022/3/16,56.03989745,South,FL,"Hillsborough County, FL",12057
2022/3/16,53.92865803,South,MS,"Hinds County, MS",28049
2022/3/16,146.2214098,Northeast,PA,"Indiana County, PA",42063
2022/3/16,112.6525811,South,KY,"Jefferson County, KY",21111
2022/3/16,123.2648089,Midwest,KS,"Johnson County, KS",20091
2022/3/16,177.8421616,Midwest,IL,"Kankakee County, IL",17091
2022/3/16,593.9543668,Northeast,ME,"Kennebec County, ME",23011
2022/3/16,135.4392734,South,KY,"Kenton County, KY",21117
2022/3/16,88.63391361,Northeast,PA,"Lackawanna County, PA",42069
2022/3/16,66.57249099,Midwest,IN,"Lake County, IN",18089
2022/3/16,33.81800371,West,ID,"Latah County, ID",16057
2022/3/16,122.6479859,South,VA,"Loudoun County, VA",51107
2022/3/16,32.33637682,South,GA,"Lowndes County, GA",13185
2022/3/16,200.3308819,Northeast,PA,"Luzerne County, PA",42079
2022/3/16,101.9923882,South,AL,"Madison County, AL",1089
2022/3/16,43.65447685,Midwest,WI,"Marathon County, WI",55073
2022/3/16,62.1732291,Northeast,NH,"Merrimack County, NH",33013
2022/3/16,106.4033499,South,FL,"Miami-Dade County, FL",12086
2022/3/16,112.0417575,Northeast,CT,"Middlesex County, CT",9007
2022/3/16,202.4252254,Northeast,MA,"Middlesex County, MA",25017
2022/3/16,117.0766614,Northeast,NJ,"Middlesex County, NJ",34023
2022/3/16,144.9051603,Northeast,NJ,"Monmouth County, NJ",34025
2022/3/16,101.4788363,West,CA,"Monterey County, CA",6053
2022/3/16,88.63200306,Northeast,PA,"Montgomery County, PA",42091
2022/3/16,86.20779251,Northeast,DE,"New Castle County, DE",10003
2022/3/16,137.7634132,Northeast,CT,"New Haven County, CT",9009
2022/3/16,144.8938945,South,WV,"Ohio County, WV",54069
2022/3/16,60.32887373,South,OK,"Oklahoma County, OK",40109
2022/3/16,67.55249247,South,FL,"Orange County, FL",12095
2022/3/16,165.6866647,West,MT,"Park County, MT",30067
2022/3/16,224.7854243,Northeast,ME,"Penobscot County, ME",23019
2022/3/16,227.4762673,Midwest,IL,"Peoria County, IL",17143
2022/3/16,34.13623126,South,SC,"Pickens County, SC",45077
2022/3/16,72.89324049,West,AZ,"Pima County, AZ",4019
2022/3/16,112.9558037,Northeast,ME,"Piscataquis County, ME",23021
2022/3/16,141.5936708,West,CA,"Placer County, CA",6061
2022/3/16,101.4742503,Midwest,IA,"Polk County, IA",19153
2022/3/16,537.7692583,Northeast,RI,"Providence County, RI",44007
2022/3/16,111.4545504,South,AR,"Pulaski County, AR",5119
2022/3/16,161.7963592,South,VA,"Pulaski County, VA",51155
2022/3/16,22.91380565,West,CA,"Riverside County, CA",6065
2022/3/16,61.28374036,West,CA,"Sacramento County, CA",6067
2022/3/16,45.53187624,West,UT,"Salt Lake County, UT",49035
2022/3/16,69.0060293,West,CA,"San Diego County, CA",6073
2022/3/16,40.66326809,Midwest,KS,"Sedgwick County, KS",20173
2022/3/16,134.377559,South,FL,"Seminole County, FL",12117
2022/3/16,67.63173673,West,WA,"Skagit County, WA",53057
2022/3/16,81.35968059,West,CA,"Sonoma County, CA",6097
2022/3/16,132.5423698,South,VA,"Stafford County, VA",51179
2022/3/16,146.3449131,Northeast,MA,"Suffolk County, MA",25025
2022/3/16,76.52252095,Midwest,OH,"Summit County, OH",39153
2022/3/16,95.32685577,Midwest,IN,"Tippecanoe County, IN",18157
2022/3/16,66.36513965,Northeast,MA,"Town and County of Nantucket, MA",25019
2022/3/16,44.46868375,South,TX,"Travis County, TX",48453
2022/3/16,264.5773068,Northeast,ME,"Waldo County, ME",23027
2022/3/16,806.2903245,Northeast,ME,"Washington County, ME",23029
2022/3/16,62.48767579,Northeast,RI,"Washington County, RI",44009
2022/3/16,81.91963805,West,NV,"Washoe County, NV",32031
2022/3/16,60.5973689,Northeast,PA,"Westmoreland County, PA",42129
2022/3/16,46.40491215,Midwest,IL,"Winnebago County, IL",17201
2022/3/16,52.81977409,West,OR,"Yamhill County, OR",41071
2022/3/16,180.6626569,West,AZ,"Yavapai County, AZ",4025
2022/3/16,320.5367053,Northeast,ME,"York County, ME",23031
2022/3/23,56.93239025,West,ID,"Ada County, ID",16001
2022/3/23,40.95518094,South,SC,"Anderson County, SC",45007
2022/3/23,499.8348421,Northeast,ME,"Androscoggin County, ME",23001
2022/3/23,190.5715675,West,CO,"Arapahoe County, CO",8005
2022/3/23,147.3281903,South,VA,"Arlington County, VA",51013
2022/3/23,381.3978327,Northeast,ME,"Aroostook County, ME",23003
2022/3/23,70.48810261,South,AR,"Benton County, AR",5007
2022/3/23,28.72952162,West,WA,"Benton County, WA",53005
2022/3/23,207.9484762,Northeast,MA,"Berkshire County, MA",25003
2022/3/23,172.9020217,Midwest,MO,"Cape Girardeau County, MO",29031
2022/3/23,174.2309157,Northeast,PA,"Chester County, PA",42029
2022/3/23,276.9124237,Northeast,VT,"Chittenden County, VT",50007
2022/3/23,60.28518495,South,VA,"City of Alexandria, VA",51510
2022/3/23,91.90633944,South,VA,"City of Harrisonburg, VA",51660
2022/3/23,96.69803397,West,NV,"Clark County, NV",32003
2022/3/23,212.6416048,Northeast,ME,"Cumberland County, ME",23005
2022/3/23,68.43690443,South,NC,"Cumberland County, NC",37051
2022/3/23,106.0597031,Midwest,MN,"Dakota County, MN",27037
2022/3/23,65.50236279,Northeast,PA,"Dauphin County, PA",42043
2022/3/23,86.48894937,West,UT,"Davis County, UT",49011
2022/3/23,235.6453236,West,OR,"Deschutes County, OR",41017
2022/3/23,86.93242831,South,LA,"East Baton Rouge Parish, LA",22033
2022/3/23,43.44705797,West,NV,"Elko County, NV",32007
2022/3/23,40.75157551,Northeast,PA,"Erie County, PA",42049
2022/3/23,381.0354611,Northeast,MA,"Essex County, MA",25009
2022/3/23,77.24806864,Northeast,NJ,"Essex County, NJ",34013
2022/3/23,301.193982,Northeast,CT,"Fairfield County, CT",9001
2022/3/23,64.19466734,Northeast,PA,"Franklin County, PA",42055
2022/3/23,46.9630526,South,SC,"Greenville County, SC",45045
2022/3/23,85.10063282,Midwest,IN,"Hamilton County, IN",18057
2022/3/23,87.39423239,South,TN,"Hamilton County, TN",47065
2022/3/23,272.6692893,Northeast,MA,"Hampshire County, MA",25015
2022/3/23,197.4884217,Northeast,ME,"Hancock County, ME",23009
2022/3/23,93.6013544,South,KY,"Harrison County, KY",21097
2022/3/23,210.3327592,Northeast,CT,"Hartford County, CT",9003
2022/3/23,140.6542496,Midwest,MN,"Hennepin County, MN",27053
2022/3/23,85.15078194,South,FL,"Hillsborough County, FL",12057
2022/3/23,11.97735694,South,MS,"Hinds County, MS",28049
2022/3/23,110.375041,Northeast,PA,"Indiana County, PA",42063
2022/3/23,117.7238693,South,KY,"Jefferson County, KY",21111
2022/3/23,122.0832003,Midwest,KS,"Johnson County, KS",20091
2022/3/23,107.7753494,Midwest,IL,"Kankakee County, IL",17091
2022/3/23,15.53169278,South,TX,"Kaufman County, TX",48257
2022/3/23,699.5391528,Northeast,ME,"Kennebec County, ME",23011
2022/3/23,92.16439474,South,KY,"Kenton County, KY",21117
2022/3/23,113.4265188,Northeast,PA,"Lackawanna County, PA",42069
2022/3/23,92.3227594,Midwest,IN,"Lake County, IN",18089
2022/3/23,70.69968266,West,ID,"Latah County, ID",16057
2022/3/23,134.2923613,South,VA,"Loudoun County, VA",51107
2022/3/23,26.73644285,South,GA,"Lowndes County, GA",13185
2022/3/23,145.0209951,Northeast,PA,"Luzerne County, PA",42079
2022/3/23,109.9884912,South,AL,"Madison County, AL",1089
2022/3/23,39.89577378,Midwest,WI,"Marathon County, WI",55073
2022/3/23,117.3413513,Northeast,NH,"Merrimack County, NH",33013
2022/3/23,171.3416778,South,FL,"Miami-Dade County, FL",12086
2022/3/23,77.36632196,Northeast,CT,"Middlesex County, CT",9007
2022/3/23,406.475478,Northeast,MA,"Middlesex County, MA",25017
2022/3/23,130.6951751,Northeast,NJ,"Middlesex County, NJ",34023
2022/3/23,167.3104147,Northeast,NJ,"Monmouth County, NJ",34025
2022/3/23,120.5096718,West,CA,"Monterey County, CA",6053
2022/3/23,85.76381758,Northeast,PA,"Montgomery County, PA",42091
2022/3/23,94.62959752,Northeast,DE,"New Castle County, DE",10003
2022/3/23,71.78624516,Northeast,CT,"New Haven County, CT",9009
2022/3/23,180.785833,South,WV,"Ohio County, WV",54069
2022/3/23,74.92938929,South,OK,"Oklahoma County, OK",40109
2022/3/23,66.36829086,South,FL,"Orange County, FL",12095
2022/3/23,114.3871946,South,FL,"Palm Beach County, FL",12099
2022/3/23,70.2237716,West,MT,"Park County, MT",30067
2022/3/23,250.0815147,Northeast,ME,"Penobscot County, ME",23019
2022/3/23,176.4170009,Midwest,IL,"Peoria County, IL",17143
2022/3/23,99.84797081,South,SC,"Pickens County, SC",45077
2022/3/23,57.26385048,West,AZ,"Pima County, AZ",4019
2022/3/23,16.84467737,Northeast,ME,"Piscataquis County, ME",23021
2022/3/23,82.69654097,West,CA,"Placer County, CA",6061
2022/3/23,94.15757569,Midwest,IA,"Polk County, IA",19153
2022/3/23,376.6716087,Northeast,RI,"Providence County, RI",44007
2022/3/23,78.28291049,South,AR,"Pulaski County, AR",5119
2022/3/23,128.1462981,South,VA,"Pulaski County, VA",51155
2022/3/23,33.34191055,West,CA,"Riverside County, CA",6065
2022/3/23,55.6296723,West,CA,"Sacramento County, CA",6067
2022/3/23,100.1938975,West,CA,"San Diego County, CA",6073
2022/3/23,46.58539353,Midwest,KS,"Sedgwick County, KS",20173
2022/3/23,81.39411357,South,FL,"Seminole County, FL",12117
2022/3/23,73.80495054,West,WA,"Skagit County, WA",53057
2022/3/23,68.78900515,West,CA,"Sonoma County, CA",6097
2022/3/23,85.59732011,South,VA,"Stafford County, VA",51179
2022/3/23,197.4519123,Northeast,MA,"Suffolk County, MA",25025
2022/3/23,93.68864087,Midwest,OH,"Summit County, OH",39153
2022/3/23,107.6902081,Midwest,IN,"Tippecanoe County, IN",18157
2022/3/23,69.202201,South,TX,"Travis County, TX",48453
2022/3/23,141.7765907,Northeast,NJ,"Union County, NJ",34039
2022/3/23,158.778775,Northeast,ME,"Waldo County, ME",23027
2022/3/23,852.9294084,Northeast,ME,"Washington County, ME",23029
2022/3/23,200.3798189,Northeast,RI,"Washington County, RI",44009
2022/3/23,99.63798355,West,NV,"Washoe County, NV",32031
2022/3/23,33.05482215,Northeast,PA,"Westmoreland County, PA",42129
2022/3/23,96.28040839,Midwest,IL,"Winnebago County, IL",17201
2022/3/23,67.68513571,West,OR,"Yamhill County, OR",41071
2022/3/23,73.09432909,West,AZ,"Yavapai County, AZ",4025
2022/3/23,212.5576821,Northeast,ME,"York County, ME",23031
2022/3/30,65.42159775,West,ID,"Ada County, ID",16001
2022/3/30,106.1985915,South,SC,"Anderson County, SC",45007
2022/3/30,463.7738737,Northeast,ME,"Androscoggin County, ME",23001
2022/3/30,193.2703227,West,CO,"Arapahoe County, CO",8005
2022/3/30,148.270768,South,VA,"Arlington County, VA",51013
2022/3/30,561.6791648,Northeast,ME,"Aroostook County, ME",23003
2022/3/30,138.9127253,South,AR,"Benton County, AR",5007
2022/3/30,32.56185343,West,WA,"Benton County, WA",53005
2022/3/30,302.3882857,Northeast,MA,"Berkshire County, MA",25003
2022/3/30,80.09341094,Midwest,MO,"Cape Girardeau County, MO",29031
2022/3/30,368.7849923,Northeast,PA,"Chester County, PA",42029
2022/3/30,505.6521277,Northeast,VT,"Chittenden County, VT",50007
2022/3/30,103.3347343,South,VA,"City of Alexandria, VA",51510
2022/3/30,120.4001887,South,VA,"City of Harrisonburg, VA",51660
2022/3/30,124.5310496,West,NV,"Clark County, NV",32003
2022/3/30,281.4587548,Northeast,ME,"Cumberland County, ME",23005
2022/3/30,83.51807782,South,NC,"Cumberland County, NC",37051
2022/3/30,148.1122417,Midwest,MN,"Dakota County, MN",27037
2022/3/30,78.72922071,Northeast,PA,"Dauphin County, PA",42043
2022/3/30,217.4337316,West,UT,"Davis County, UT",49011
2022/3/30,272.8043263,West,OR,"Deschutes County, OR",41017
2022/3/30,93.54893969,South,LA,"East Baton Rouge Parish, LA",22033
2022/3/30,56.54838387,West,NV,"Elko County, NV",32007
