sampling_week,effective_concentration_rolling_average,region,state,name,fipscode
2021/7/14,91.87770758,South,KY,"Kenton County, KY",21117
2021/7/14,12.23276471,Northeast,PA,"Lackawanna County, PA",42069
2021/7/14,83.09471436,West,ID,"Latah County, ID",16057
2021/7/14,0,Midwest,MI,"Leelanau County, MI",26089
2021/7/14,42.76021695,South,VA,"Loudoun County, VA",51107
2021/7/14,195.1452375,South,GA,"Lowndes County, GA",13185
2021/7/14,19.97813678,Northeast,PA,"Luzerne County, PA",42079
2021/7/14,104.3598217,South,AL,"Madison County, AL",1089
2021/7/14,17.1611613,Midwest,WI,"Marathon County, WI",55073
2021/7/14,144.3971611,Northeast,NH,"Merrimack County, NH",33013
2021/7/14,230.728216,South,FL,"Miami-Dade County, FL",12086
2021/7/14,0,Northeast,CT,"Middlesex County, CT",9007
2021/7/14,19.76437991,Northeast,MA,"Middlesex County, MA",25017
2021/7/14,41.35435786,Northeast,NJ,"Middlesex County, NJ",34023
2021/7/14,225.2177331,Northeast,NJ,"Monmouth County, NJ",34025
2021/7/14,88.58801321,West,CA,"Monterey County, CA",6053
2021/7/14,36.77268928,Northeast,PA,"Montgomery County, PA",42091
2021/7/14,58.8583311,West,OR,"Multnomah County, OR",41051
2021/7/14,38.67642209,Northeast,DE,"New Castle County, DE",10003
2021/7/14,32.04765489,Northeast,CT,"New Haven County, CT",9009
2021/7/14,1.617369539,South,WV,"Ohio County, WV",54069
2021/7/14,576.1620725,South,FL,"Orange County, FL",12095
2021/7/14,319.9101154,South,FL,"Palm Beach County, FL",12099
2021/7/14,532.7901235,West,MT,"Park County, MT",30067
2021/7/14,35.19403534,Midwest,IL,"Peoria County, IL",17143
2021/7/14,36.28551742,West,AZ,"Pima County, AZ",4019
2021/7/14,152.2856017,West,CA,"Placer County, CA",6061
2021/7/14,72.52739048,Northeast,RI,"Providence County, RI",44007
2021/7/14,593.2420024,South,AR,"Pulaski County, AR",5119
2021/7/14,42.81543673,South,VA,"Pulaski County, VA",51155
2021/7/14,40.25598644,West,CA,"Riverside County, CA",6065
2021/7/14,143.3344485,West,CA,"Sacramento County, CA",6067
2021/7/14,84.57655578,West,UT,"Salt Lake County, UT",49035
2021/7/14,129.6831483,West,CA,"San Diego County, CA",6073
2021/7/14,62.2608347,Midwest,KS,"Sedgwick County, KS",20173
2021/7/14,447.6800018,South,FL,"Seminole County, FL",12117
2021/7/14,190.1390955,South,TN,"Shelby County, TN",47157
2021/7/14,201.0921553,West,CA,"Sonoma County, CA",6097
2021/7/14,79.2567956,Northeast,MA,"Suffolk County, MA",25025
2021/7/14,19.588565,Midwest,OH,"Summit County, OH",39153
2021/7/14,56.2110048,Northeast,MA,"Town and County of Nantucket, MA",25019
2021/7/14,117.1310349,South,TX,"Travis County, TX",48453
2021/7/14,168.8707928,Northeast,RI,"Washington County, RI",44009
2021/7/14,128.2906433,West,NV,"Washoe County, NV",32031
2021/7/14,11.45349623,Northeast,PA,"Westmoreland County, PA",42129
2021/7/14,75.69522042,Midwest,IL,"Winnebago County, IL",17201
2021/7/21,208.3699718,West,ID,"Ada County, ID",16001
2021/7/21,205.4436587,West,CO,"Arapahoe County, CO",8005
2021/7/21,63.57423862,South,VA,"Arlington County, VA",51013
2021/7/21,670.4095033,South,AR,"Benton County, AR",5007
2021/7/21,370.110588,West,WA,"Benton County, WA",53005
2021/7/21,11.77602061,Northeast,MA,"Berkshire County, MA",25003
2021/7/21,1123.881518,South,FL,"Brevard County, FL",12009
2021/7/21,221.7062935,Midwest,MO,"Cape Girardeau County, MO",29031
2021/7/21,364.0191925,Northeast,PA,"Chester County, PA",42029
2021/7/21,30.38472567,Northeast,VT,"Chittenden County, VT",50007
2021/7/21,61.5701637,South,VA,"City of Alexandria, VA",51510
2021/7/21,49.53154581,South,VA,"City of Harrisonburg, VA",51660
2021/7/21,396.027647,West,NV,"Clark County, NV",32003
2021/7/21,83.56996828,Northeast,ME,"Cumberland County, ME",23005
2021/7/21,826.6054942,South,NC,"Cumberland County, NC",37051
2021/7/21,78.44618576,Midwest,MN,"Dakota County, MN",27037
2021/7/21,33.68285885,Northeast,PA,"Dauphin County, PA",42043
2021/7/21,304.699856,West,UT,"Davis County, UT",49011
2021/7/21,1196.780784,South,LA,"East Baton Rouge Parish, LA",22033
2021/7/21,27.29895279,West,NV,"Elko County, NV",32007
2021/7/21,44.91942929,Northeast,PA,"Erie County, PA",42049
2021/7/21,45.8103699,Northeast,MA,"Essex County, MA",25009
2021/7/21,99.03149048,Northeast,NJ,"Essex County, NJ",34013
2021/7/21,153.8681706,Northeast,CT,"Fairfield County, CT",9001
2021/7/21,86.42978102,South,SC,"Greenville County, SC",45045
2021/7/21,34.18869951,Midwest,IN,"Hamilton County, IN",18057
2021/7/21,412.1095188,South,TN,"Hamilton County, TN",47065
2021/7/21,38.78763219,Northeast,MA,"Hampshire County, MA",25015
2021/7/21,166.5752553,Northeast,CT,"Hartford County, CT",9003
2021/7/21,55.08876955,Midwest,MN,"Hennepin County, MN",27053
2021/7/21,440.9077329,South,FL,"Hillsborough County, FL",12057
2021/7/21,1579.698911,South,MS,"Hinds County, MS",28049
2021/7/21,75.13121454,Northeast,PA,"Indiana County, PA",42063
2021/7/21,112.497085,South,KY,"Jefferson County, KY",21111
2021/7/21,412.3014505,Midwest,KS,"Johnson County, KS",20091
2021/7/21,162.0171292,Midwest,IL,"Kankakee County, IL",17091
2021/7/21,252.3393046,South,TX,"Kaufman County, TX",48257
2021/7/21,76.65159473,Northeast,ME,"Kennebec County, ME",23011
2021/7/21,192.2816182,South,KY,"Kenton County, KY",21117
2021/7/21,41.07583887,Northeast,PA,"Lackawanna County, PA",42069
2021/7/21,346.9838697,West,ID,"Latah County, ID",16057
2021/7/21,1.863211179,Midwest,MI,"Leelanau County, MI",26089
2021/7/21,58.64178122,South,VA,"Loudoun County, VA",51107
2021/7/21,620.2216164,South,GA,"Lowndes County, GA",13185
2021/7/21,69.2279719,Northeast,PA,"Luzerne County, PA",42079
2021/7/21,180.5124589,South,AL,"Madison County, AL",1089
2021/7/21,33.85267379,Midwest,WI,"Marathon County, WI",55073
2021/7/21,233.8516889,Northeast,NH,"Merrimack County, NH",33013
2021/7/21,419.8953653,South,FL,"Miami-Dade County, FL",12086
2021/7/21,3.31103679,Northeast,CT,"Middlesex County, CT",9007
2021/7/21,19.63651525,Northeast,MA,"Middlesex County, MA",25017
2021/7/21,77.83183974,Northeast,NJ,"Middlesex County, NJ",34023
2021/7/21,471.1706694,Northeast,NJ,"Monmouth County, NJ",34025
2021/7/21,115.4468434,West,CA,"Monterey County, CA",6053
2021/7/21,96.70169888,West,OR,"Multnomah County, OR",41051
2021/7/21,26.22663701,Northeast,NY,"Nassau County, NY",36059
2021/7/21,41.76122014,Northeast,DE,"New Castle County, DE",10003
2021/7/21,78.78754294,Northeast,CT,"New Haven County, CT",9009
2021/7/21,16.64737933,South,WV,"Ohio County, WV",54069
2021/7/21,818.492738,South,FL,"Orange County, FL",12095
2021/7/21,788.2826439,West,MT,"Park County, MT",30067
2021/7/21,81.97743288,Midwest,IL,"Peoria County, IL",17143
2021/7/21,94.60388211,West,AZ,"Pima County, AZ",4019
2021/7/21,209.3936305,West,CA,"Placer County, CA",6061
2021/7/21,98.35729178,Midwest,IA,"Polk County, IA",19153
2021/7/21,147.5714437,Northeast,RI,"Providence County, RI",44007
2021/7/21,710.0588787,South,AR,"Pulaski County, AR",5119
2021/7/21,89.29113388,South,VA,"Pulaski County, VA",51155
2021/7/21,80.87657048,West,CA,"Riverside County, CA",6065
2021/7/21,211.5355658,West,CA,"Sacramento County, CA",6067
2021/7/21,138.4353479,West,UT,"Salt Lake County, UT",49035
2021/7/21,144.2278204,West,CA,"San Diego County, CA",6073
2021/7/21,121.6544912,Midwest,KS,"Sedgwick County, KS",20173
2021/7/21,873.6077359,South,FL,"Seminole County, FL",12117
2021/7/21,255.82204,South,TN,"Shelby County, TN",47157
2021/7/21,269.0748939,West,CA,"Sonoma County, CA",6097
2021/7/21,155.6974947,Northeast,MA,"Suffolk County, MA",25025
2021/7/21,8.308920329,Midwest,OH,"Summit County, OH",39153
2021/7/21,235.7498329,Northeast,MA,"Town and County of Nantucket, MA",25019
2021/7/21,248.3107905,South,TX,"Travis County, TX",48453
2021/7/21,91.70101916,Northeast,NJ,"Union County, NJ",34039
2021/7/21,102.7391847,Northeast,RI,"Washington County, RI",44009
2021/7/21,241.5513616,West,NV,"Washoe County, NV",32031
2021/7/21,29.65447593,Northeast,PA,"Westmoreland County, PA",42129
2021/7/21,95.07988851,Midwest,IL,"Winnebago County, IL",17201
2021/7/28,359.1051763,West,ID,"Ada County, ID",16001
2021/7/28,277.8714181,West,CO,"Arapahoe County, CO",8005
2021/7/28,91.06943517,South,VA,"Arlington County, VA",51013
2021/7/28,1255.289215,South,AR,"Benton County, AR",5007
2021/7/28,699.3666257,West,WA,"Benton County, WA",53005
2021/7/28,54.63471901,Northeast,MA,"Berkshire County, MA",25003
2021/7/28,2131.995475,South,FL,"Brevard County, FL",12009
2021/7/28,364.4597272,Midwest,MO,"Cape Girardeau County, MO",29031
2021/7/28,1408.558318,Northeast,PA,"Chester County, PA",42029
2021/7/28,93.81049235,Northeast,VT,"Chittenden County, VT",50007
2021/7/28,103.1916936,South,VA,"City of Alexandria, VA",51510
2021/7/28,98.80745718,South,VA,"City of Harrisonburg, VA",51660
2021/7/28,618.2290666,West,NV,"Clark County, NV",32003
2021/7/28,138.3274872,Northeast,ME,"Cumberland County, ME",23005
2021/7/28,1798.772482,South,NC,"Cumberland County, NC",37051
2021/7/28,130.3363647,Midwest,MN,"Dakota County, MN",27037
2021/7/28,111.7671715,Northeast,PA,"Dauphin County, PA",42043
2021/7/28,431.1612788,West,UT,"Davis County, UT",49011
2021/7/28,1549.009122,South,LA,"East Baton Rouge Parish, LA",22033
2021/7/28,87.39758435,West,NV,"Elko County, NV",32007
2021/7/28,99.58258959,Northeast,PA,"Erie County, PA",42049
2021/7/28,27.4810312,Northeast,MA,"Essex County, MA",25009
2021/7/28,159.1747198,Northeast,NJ,"Essex County, NJ",34013
2021/7/28,184.4417309,Northeast,CT,"Fairfield County, CT",9001
2021/7/28,281.2309867,South,SC,"Greenville County, SC",45045
2021/7/28,47.0809369,Midwest,IN,"Hamilton County, IN",18057
2021/7/28,658.5614991,South,TN,"Hamilton County, TN",47065
2021/7/28,81.93278334,Northeast,MA,"Hampshire County, MA",25015
2021/7/28,322.4222656,Northeast,CT,"Hartford County, CT",9003
2021/7/28,125.6667317,Midwest,MN,"Hennepin County, MN",27053
2021/7/28,609.0873807,South,FL,"Hillsborough County, FL",12057
2021/7/28,1473.655237,South,MS,"Hinds County, MS",28049
2021/7/28,173.1323379,Northeast,PA,"Indiana County, PA",42063
2021/7/28,294.8740974,South,KY,"Jefferson County, KY",21111
2021/7/28,428.7271008,Midwest,KS,"Johnson County, KS",20091
2021/7/28,114.6292079,Midwest,IL,"Kankakee County, IL",17091
2021/7/28,677.9428788,South,TX,"Kaufman County, TX",48257
2021/7/28,67.43885305,Northeast,ME,"Kennebec County, ME",23011
2021/7/28,324.3777826,South,KY,"Kenton County, KY",21117
2021/7/28,75.11656396,Northeast,PA,"Lackawanna County, PA",42069
2021/7/28,487.465235,West,ID,"Latah County, ID",16057
2021/7/28,21.62200612,Midwest,MI,"Leelanau County, MI",26089
2021/7/28,102.9823707,South,VA,"Loudoun County, VA",51107
2021/7/28,1170.642767,South,GA,"Lowndes County, GA",13185
2021/7/28,143.780536,Northeast,PA,"Luzerne County, PA",42079
2021/7/28,252.3229088,South,AL,"Madison County, AL",1089
2021/7/28,128.578247,Midwest,WI,"Marathon County, WI",55073
2021/7/28,97.71655345,Northeast,NH,"Merrimack County, NH",33013
2021/7/28,674.1393874,South,FL,"Miami-Dade County, FL",12086
2021/7/28,26.193814,Northeast,CT,"Middlesex County, CT",9007
2021/7/28,30.08702037,Northeast,MA,"Middlesex County, MA",25017
2021/7/28,121.2818069,Northeast,NJ,"Middlesex County, NJ",34023
2021/7/28,268.9650635,Northeast,NJ,"Monmouth County, NJ",34025
2021/7/28,133.9645727,West,CA,"Monterey County, CA",6053
2021/7/28,149.2762691,Northeast,PA,"Montgomery County, PA",42091
2021/7/28,166.2770092,West,OR,"Multnomah County, OR",41051
2021/7/28,97.11108335,Northeast,DE,"New Castle County, DE",10003
2021/7/28,173.0511101,Northeast,CT,"New Haven County, CT",9009
2021/7/28,50.12384191,South,WV,"Ohio County, WV",54069
2021/7/28,1244.727352,South,FL,"Orange County, FL",12095
2021/7/28,578.5752965,South,FL,"Palm Beach County, FL",12099
2021/7/28,367.3550117,West,MT,"Park County, MT",30067
2021/7/28,75.30208807,Midwest,IL,"Peoria County, IL",17143
2021/7/28,188.2772423,West,AZ,"Pima County, AZ",4019
2021/7/28,427.365786,West,CA,"Placer County, CA",6061
2021/7/28,143.3066896,Midwest,IA,"Polk County, IA",19153
2021/7/28,250.3308031,Northeast,RI,"Providence County, RI",44007
2021/7/28,842.923206,South,AR,"Pulaski County, AR",5119
2021/7/28,171.5738806,South,VA,"Pulaski County, VA",51155
2021/7/28,155.1749204,West,CA,"Riverside County, CA",6065
2021/7/28,412.2825143,West,CA,"Sacramento County, CA",6067
2021/7/28,202.7386187,West,UT,"Salt Lake County, UT",49035
2021/7/28,190.6606943,West,CA,"San Diego County, CA",6073
2021/7/28,153.9059349,Midwest,KS,"Sedgwick County, KS",20173
2021/7/28,1194.074719,South,FL,"Seminole County, FL",12117
2021/7/28,342.827635,South,TN,"Shelby County, TN",47157
2021/7/28,390.6473472,West,CA,"Sonoma County, CA",6097
2021/7/28,248.9484546,Northeast,MA,"Suffolk County, MA",25025
2021/7/28,40.73073253,Midwest,OH,"Summit County, OH",39153
2021/7/28,466.8194324,Northeast,MA,"Town and County of Nantucket, MA",25019
2021/7/28,343.6590112,South,TX,"Travis County, TX",48453
2021/7/28,286.8955932,Northeast,RI,"Washington County, RI",44009
2021/7/28,321.4126549,West,NV,"Washoe County, NV",32031
2021/7/28,39.12952554,Northeast,PA,"Westmoreland County, PA",42129
2021/7/28,98.86837279,Midwest,IL,"Winnebago County, IL",17201
2021/8/4,523.5970784,West,ID,"Ada County, ID",16001
2021/8/4,308.1186621,West,CO,"Arapahoe County, CO",8005
2021/8/4,148.8848942,South,VA,"Arlington County, VA",51013
2021/8/4,1817.579695,South,AR,"Benton County, AR",5007
2021/8/4,870.8339244,West,WA,"Benton County, WA",53005
2021/8/4,80.33258934,Northeast,MA,"Berkshire County, MA",25003
2021/8/4,1677.547745,South,FL,"Brevard County, FL",12009
2021/8/4,625.4761057,Midwest,MO,"Cape Girardeau County, MO",29031
2021/8/4,429.3271889,Northeast,PA,"Chester County, PA",42029
2021/8/4,104.1878384,Northeast,VT,"Chittenden County, VT",50007
2021/8/4,139.3514968,South,VA,"City of Alexandria, VA",51510
2021/8/4,219.2724726,South,VA,"City of Harrisonburg, VA",51660
2021/8/4,702.4245576,West,NV,"Clark County, NV",32003
2021/8/4,142.2071803,Northeast,ME,"Cumberland County, ME",23005
2021/8/4,1087.953535,South,NC,"Cumberland County, NC",37051
2021/8/4,166.7364872,Midwest,MN,"Dakota County, MN",27037
2021/8/4,322.1748145,Northeast,PA,"Dauphin County, PA",42043
2021/8/4,392.3337761,West,UT,"Davis County, UT",49011
2021/8/4,2058.904851,South,LA,"East Baton Rouge Parish, LA",22033
2021/8/4,90.17051192,West,NV,"Elko County, NV",32007
2021/8/4,128.0833052,Northeast,PA,"Erie County, PA",42049
2021/8/4,67.96930411,Northeast,MA,"Essex County, MA",25009
2021/8/4,176.0719995,Northeast,NJ,"Essex County, NJ",34013
2021/8/4,205.7648931,Northeast,CT,"Fairfield County, CT",9001
2021/8/4,473.6800152,South,SC,"Greenville County, SC",45045
2021/8/4,94.02994036,Midwest,IN,"Hamilton County, IN",18057
2021/8/4,637.3658833,South,TN,"Hamilton County, TN",47065
2021/8/4,107.962496,Northeast,MA,"Hampshire County, MA",25015
2021/8/4,542.9847084,Northeast,CT,"Hartford County, CT",9003
2021/8/4,142.032874,Midwest,MN,"Hennepin County, MN",27053
2021/8/4,729.9847497,South,FL,"Hillsborough County, FL",12057
2021/8/4,2266.098747,South,MS,"Hinds County, MS",28049
2021/8/4,241.4727098,Northeast,PA,"Indiana County, PA",42063
2021/8/4,543.5512867,South,KY,"Jefferson County, KY",21111
2021/8/4,417.1007744,Midwest,KS,"Johnson County, KS",20091
2021/8/4,218.9215747,Midwest,IL,"Kankakee County, IL",17091
2021/8/4,437.6099382,South,TX,"Kaufman County, TX",48257
2021/8/4,72.11514557,Northeast,ME,"Kennebec County, ME",23011
2021/8/4,700.5772316,South,KY,"Kenton County, KY",21117
2021/8/4,163.5752068,Northeast,PA,"Lackawanna County, PA",42069
2021/8/4,139.7761096,Midwest,IN,"Lake County, IN",18089
2021/8/4,547.7499253,West,ID,"Latah County, ID",16057
2021/8/4,62.74766649,Midwest,MI,"Leelanau County, MI",26089
2021/8/4,354.9861648,South,VA,"Loudoun County, VA",51107
2021/8/4,1497.994435,South,GA,"Lowndes County, GA",13185
2021/8/4,124.7129212,Northeast,PA,"Luzerne County, PA",42079
2021/8/4,455.6976539,South,AL,"Madison County, AL",1089
2021/8/4,205.4705744,Midwest,WI,"Marathon County, WI",55073
2021/8/4,139.4745081,Northeast,NH,"Merrimack County, NH",33013
2021/8/4,851.2197018,South,FL,"Miami-Dade County, FL",12086
2021/8/4,82.1946483,Northeast,CT,"Middlesex County, CT",9007
2021/8/4,66.01246836,Northeast,MA,"Middlesex County, MA",25017
2021/8/4,131.5659374,Northeast,NJ,"Middlesex County, NJ",34023
2021/8/4,143.9975201,Northeast,NJ,"Monmouth County, NJ",34025
2021/8/4,231.5944775,West,CA,"Monterey County, CA",6053
2021/8/4,252.883372,West,OR,"Multnomah County, OR",41051
2021/8/4,122.0451328,Northeast,DE,"New Castle County, DE",10003
2021/8/4,305.8463959,Northeast,CT,"New Haven County, CT",9009
2021/8/4,47.45455657,South,WV,"Ohio County, WV",54069
2021/8/4,1240.054017,South,FL,"Orange County, FL",12095
2021/8/4,298.5957322,West,MT,"Park County, MT",30067
2021/8/4,136.1895659,Midwest,IL,"Peoria County, IL",17143
2021/8/4,267.349713,West,AZ,"Pima County, AZ",4019
2021/8/4,642.7351845,West,CA,"Placer County, CA",6061
2021/8/4,286.5148559,Midwest,IA,"Polk County, IA",19153
2021/8/4,345.0362031,Northeast,RI,"Providence County, RI",44007
2021/8/4,919.8492289,South,AR,"Pulaski County, AR",5119
2021/8/4,367.7082345,South,VA,"Pulaski County, VA",51155
2021/8/4,184.3696611,West,CA,"Riverside County, CA",6065
2021/8/4,387.6984121,West,CA,"Sacramento County, CA",6067
2021/8/4,198.5834694,West,UT,"Salt Lake County, UT",49035
2021/8/4,201.2736218,West,CA,"San Diego County, CA",6073
2021/8/4,314.4375708,Midwest,KS,"Sedgwick County, KS",20173
2021/8/4,1256.403478,South,FL,"Seminole County, FL",12117
2021/8/4,416.3824749,South,TN,"Shelby County, TN",47157
2021/8/4,404.2728723,West,CA,"Sonoma County, CA",6097
2021/8/4,323.0992299,Northeast,MA,"Suffolk County, MA",25025
2021/8/4,124.0770093,Midwest,OH,"Summit County, OH",39153
2021/8/4,680.3162867,Northeast,MA,"Town and County of Nantucket, MA",25019
2021/8/4,308.4950437,South,TX,"Travis County, TX",48453
2021/8/4,152.8931966,Northeast,NJ,"Union County, NJ",34039
2021/8/4,907.231185,Northeast,RI,"Washington County, RI",44009
2021/8/4,387.6450772,West,NV,"Washoe County, NV",32031
2021/8/4,56.88899642,Northeast,PA,"Westmoreland County, PA",42129
2021/8/4,193.9519396,Midwest,IL,"Winnebago County, IL",17201
2021/8/11,736.7796942,West,ID,"Ada County, ID",16001
2021/8/11,331.5958081,West,CO,"Arapahoe County, CO",8005
2021/8/11,206.6095544,South,VA,"Arlington County, VA",51013
2021/8/11,1939.396584,South,AR,"Benton County, AR",5007
2021/8/11,1433.585956,West,WA,"Benton County, WA",53005
2021/8/11,83.34976604,Northeast,MA,"Berkshire County, MA",25003
2021/8/11,2646.485174,South,FL,"Brevard County, FL",12009
2021/8/11,712.8456603,Midwest,MO,"Cape Girardeau County, MO",29031
2021/8/11,137.7590329,Northeast,PA,"Chester County, PA",42029
2021/8/11,117.8472339,Northeast,VT,"Chittenden County, VT",50007
2021/8/11,113.7577681,South,VA,"City of Alexandria, VA",51510
2021/8/11,241.8001071,South,VA,"City of Harrisonburg, VA",51660
2021/8/11,549.8909669,West,NV,"Clark County, NV",32003
2021/8/11,114.6878933,Northeast,ME,"Cumberland County, ME",23005
2021/8/11,1146.375091,South,NC,"Cumberland County, NC",37051
2021/8/11,212.0307507,Midwest,MN,"Dakota County, MN",27037
2021/8/11,544.313276,Northeast,PA,"Dauphin County, PA",42043
2021/8/11,262.8597206,West,UT,"Davis County, UT",49011
2021/8/11,1820.889647,South,LA,"East Baton Rouge Parish, LA",22033
2021/8/11,131.9511644,West,NV,"Elko County, NV",32007
2021/8/11,196.4496121,Northeast,PA,"Erie County, PA",42049
2021/8/11,130.7825288,Northeast,MA,"Essex County, MA",25009
2021/8/11,223.4403014,Northeast,NJ,"Essex County, NJ",34013
2021/8/11,175.9478796,Northeast,CT,"Fairfield County, CT",9001
2021/8/11,744.5276097,South,SC,"Greenville County, SC",45045
2021/8/11,164.128163,Midwest,IN,"Hamilton County, IN",18057
2021/8/11,1175.147786,South,TN,"Hamilton County, TN",47065
2021/8/11,263.4656427,Northeast,MA,"Hampshire County, MA",25015
2021/8/11,571.1287395,Northeast,CT,"Hartford County, CT",9003
2021/8/11,146.719011,Midwest,MN,"Hennepin County, MN",27053
2021/8/11,986.212465,South,FL,"Hillsborough County, FL",12057
2021/8/11,1545.400067,South,MS,"Hinds County, MS",28049
2021/8/11,174.3350643,Northeast,PA,"Indiana County, PA",42063
2021/8/11,458.4074453,South,KY,"Jefferson County, KY",21111
2021/8/11,490.8492379,Midwest,KS,"Johnson County, KS",20091
2021/8/11,430.2752796,Midwest,IL,"Kankakee County, IL",17091
2021/8/11,379.8046564,South,TX,"Kaufman County, TX",48257
2021/8/11,82.92285054,Northeast,ME,"Kennebec County, ME",23011
2021/8/11,1023.831946,South,KY,"Kenton County, KY",21117
2021/8/11,112.4859831,Northeast,PA,"Lackawanna County, PA",42069
2021/8/11,222.9213771,Midwest,IN,"Lake County, IN",18089
2021/8/11,806.6063616,West,ID,"Latah County, ID",16057
2021/8/11,38.64319424,Midwest,MI,"Leelanau County, MI",26089
2021/8/11,484.0286467,South,VA,"Loudoun County, VA",51107
2021/8/11,2148.7337,South,GA,"Lowndes County, GA",13185
2021/8/11,172.882912,Northeast,PA,"Luzerne County, PA",42079
2021/8/11,699.6375299,South,AL,"Madison County, AL",1089
2021/8/11,228.0282966,Midwest,WI,"Marathon County, WI",55073
2021/8/11,368.4284934,Northeast,NH,"Merrimack County, NH",33013
2021/8/11,863.1212015,South,FL,"Miami-Dade County, FL",12086
2021/8/11,145.1253167,Northeast,CT,"Middlesex County, CT",9007
2021/8/11,121.8197283,Northeast,MA,"Middlesex County, MA",25017
2021/8/11,176.5264447,Northeast,NJ,"Middlesex County, NJ",34023
2021/8/11,195.9653171,Northeast,NJ,"Monmouth County, NJ",34025
2021/8/11,285.2943575,West,CA,"Monterey County, CA",6053
2021/8/11,218.0319927,Northeast,PA,"Montgomery County, PA",42091
2021/8/11,478.7814861,West,OR,"Multnomah County, OR",41051
2021/8/11,63.64210176,Northeast,NY,"Nassau County, NY",36059
2021/8/11,118.9695269,Northeast,DE,"New Castle County, DE",10003
2021/8/11,226.1952267,Northeast,CT,"New Haven County, CT",9009
2021/8/11,42.83261446,South,WV,"Ohio County, WV",54069
2021/8/11,1062.041067,South,FL,"Orange County, FL",12095
2021/8/11,802.1898175,South,FL,"Palm Beach County, FL",12099
2021/8/11,478.7688672,West,MT,"Park County, MT",30067
2021/8/11,169.9529917,Midwest,IL,"Peoria County, IL",17143
2021/8/11,316.4062085,West,AZ,"Pima County, AZ",4019
2021/8/11,877.0925842,West,CA,"Placer County, CA",6061
2021/8/11,355.6631464,Midwest,IA,"Polk County, IA",19153
2021/8/11,537.9524694,Northeast,RI,"Providence County, RI",44007
2021/8/11,1047.029642,South,AR,"Pulaski County, AR",5119
2021/8/11,207.0339233,South,VA,"Pulaski County, VA",51155
2021/8/11,206.3963807,West,CA,"Riverside County, CA",6065
2021/8/11,469.8115352,West,CA,"Sacramento County, CA",6067
2021/8/11,222.9207278,West,UT,"Salt Lake County, UT",49035
2021/8/11,324.5415981,West,CA,"San Diego County, CA",6073
2021/8/11,337.6056163,Midwest,KS,"Sedgwick County, KS",20173
2021/8/11,1231.827025,South,FL,"Seminole County, FL",12117
2021/8/11,718.1235601,South,TN,"Shelby County, TN",47157
2021/8/11,370.1797379,West,CA,"Sonoma County, CA",6097
2021/8/11,356.4605223,Northeast,MA,"Suffolk County, MA",25025
2021/8/11,143.6326426,Midwest,OH,"Summit County, OH",39153
2021/8/11,626.4400867,Northeast,MA,"Town and County of Nantucket, MA",25019
2021/8/11,337.3983758,South,TX,"Travis County, TX",48453
2021/8/11,360.3808713,Northeast,RI,"Washington County, RI",44009
2021/8/11,679.8634377,West,NV,"Washoe County, NV",32031
2021/8/11,108.1541916,Northeast,PA,"Westmoreland County, PA",42129
2021/8/11,341.7347541,Midwest,IL,"Winnebago County, IL",17201
2021/8/18,841.2631662,West,ID,"Ada County, ID",16001
2021/8/18,374.3660633,West,CO,"Arapahoe County, CO",8005
2021/8/18,168.2254155,South,VA,"Arlington County, VA",51013
2021/8/18,1015.466299,South,AR,"Benton County, AR",5007
2021/8/18,848.4149775,West,WA,"Benton County, WA",53005
2021/8/18,177.3966946,Northeast,MA,"Berkshire County, MA",25003
2021/8/18,2462.75134,South,FL,"Brevard County, FL",12009
2021/8/18,727.3302912,Midwest,MO,"Cape Girardeau County, MO",29031
2021/8/18,211.9769925,Northeast,PA,"Chester County, PA",42029
2021/8/18,150.0629125,Northeast,VT,"Chittenden County, VT",50007
2021/8/18,186.4876104,South,VA,"City of Alexandria, VA",51510
2021/8/18,234.048874,South,VA,"City of Harrisonburg, VA",51660
2021/8/18,575.0547068,West,NV,"Clark County, NV",32003
2021/8/18,149.6166486,Northeast,ME,"Cumberland County, ME",23005
2021/8/18,1355.044839,South,NC,"Cumberland County, NC",37051
2021/8/18,259.620378,Midwest,MN,"Dakota County, MN",27037
2021/8/18,554.1339321,Northeast,PA,"Dauphin County, PA",42043
2021/8/18,285.2792139,West,UT,"Davis County, UT",49011
2021/8/18,1202.629866,South,LA,"East Baton Rouge Parish, LA",22033
2021/8/18,191.3532556,West,NV,"Elko County, NV",32007
2021/8/18,211.6535901,Northeast,PA,"Erie County, PA",42049
2021/8/18,65.65232771,Northeast,MA,"Essex County, MA",25009
2021/8/18,144.3813755,Northeast,NJ,"Essex County, NJ",34013
2021/8/18,153.2926006,Northeast,CT,"Fairfield County, CT",9001
2021/8/18,884.11908,South,SC,"Greenville County, SC",45045
2021/8/18,239.1638916,Midwest,IN,"Hamilton County, IN",18057
2021/8/18,1691.698216,South,TN,"Hamilton County, TN",47065
2021/8/18,362.607809,Northeast,MA,"Hampshire County, MA",25015
2021/8/18,506.1955008,Northeast,CT,"Hartford County, CT",9003
2021/8/18,158.9191953,Midwest,MN,"Hennepin County, MN",27053
2021/8/18,1021.595174,South,FL,"Hillsborough County, FL",12057
2021/8/18,1747.600188,South,MS,"Hinds County, MS",28049
2021/8/18,107.6680904,Northeast,PA,"Indiana County, PA",42063
2021/8/18,591.2264224,South,KY,"Jefferson County, KY",21111
2021/8/18,383.3040272,Midwest,KS,"Johnson County, KS",20091
